"leitura","identidade","id_mandato","id_pessoa","sg_uf","fonte_atual","data_fim_atual","cargo_a","municipio_a","ano_a","nome_a","nasc_a","cargo_b","municipio_b","ano_b","nome_b","nasc_b","id_mandato_b","posse_b","data_posse_b","exercicio_b","fonte_exercicio_b","forma_b","mesmo_cpf","mesmo_titulo","mesmo_nasc","mesmo_nome","sapl_registros","sapl_titular","sapl_fim","sapl_legislatura_fim","sapl_afastamento","sapl_observacao","sapl_url","fim_da_casa_convencional"
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2008_13897_13_70234_6935","BOCEL0004198","CE","sapl_municipal","2012-12-31","VEREADOR","FORTALEZA","2008","PAULO DE TARSO FACÓ BEZERRA","28/03/1954","DEPUTADO ESTADUAL","CEARÁ","2010","PAULO DE TARSO FACO BEZERRA","28/03/1954","M2010_CE_7_70123_60000000236","2011-02-01","2011-02-01",NA,NA,"fim_regular",TRUE,TRUE,TRUE,FALSE,1,"TRUE","2012-12-31","2012-12-31","Licença para Ocupar Cargo Público","O Vereador Paulo Facó foi eleito Deputado Estadual nas eleições de 2010.","https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/46/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2012_13897_13_15190_60000009453","BOCEL0163266","CE","sapl_municipal","2016-12-31","VEREADOR","FORTALEZA","2012","VITOR PEREIRA VALIM","15/05/1978","DEPUTADO FEDERAL","CEARÁ","2014","VITOR PEREIRA VALIM","15/05/1978","M2014_CE_6_1590_60000000580","2015-02-01","2015-02-01",NA,NA,"fim_regular",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2016-12-31","2016-12-31","","","https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/281/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2012_13897_13_15640_60000009454","BOCEL0096991","CE","sapl_municipal","2016-12-31","VEREADOR","FORTALEZA","2012","WALTER LIMA FROTA CAVALCANTE","23/02/1956","DEPUTADO ESTADUAL","CEARÁ","2014","WALTER LIMA FROTA CAVALCANTE","23/02/1956","M2014_CE_7_15640_60000000505","2015-02-01","2015-02-01","2018-08-15","tse_reeleicao","fim_regular",NA,TRUE,TRUE,TRUE,1,"TRUE","2016-12-31","2016-12-31","","","https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/282/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2020_13897_13_20100_60000685600","BOCEL0181289","CE","sapl_municipal","2024-12-31","VEREADOR","FORTALEZA","2020","PRISCILA BEZERRA DA COSTA","12/09/1984","DEPUTADO FEDERAL","CEARÁ","2022","PRISCILA BEZERRA DA COSTA","12/09/1984","M2022_CE_6_2288_60001614167","2023-02-01","2023-06-30",NA,NA,"nao_observado",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2024-12-31","2024-12-31","","Vereadora se licenciou por interesse particular, por meio do Requerimento nº 1.389/2021. Vereadora se licenciou para assumir o cargo de Deputada Federal do Ceará na condição de suplente, por meio do Requerimento nº 3.778/2023.","https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/483/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M1998_MG_6_1510_130001306015101","BOCEL0133777","MG","camara_biografia","2003-01-31","DEPUTADO FEDERAL","MINAS GERAIS","1998","ZAIRE REZENDE","25/12/1931","PREFEITO","UBERLANDIA","2000","ZAIRE REZENDE","25/12/1931","M2000_54038_11_15_456","2001-01-01","2001-01-01","2004-12-31","ibge_munic;ibge_munic_ampliado","fim_regular",TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2000_20516_13_40444_395","BOCEL0108562","PB","sapl_municipal","2004-12-31","VEREADOR","JOAO PESSOA","2000","FABIANO CARVALHO DE LUCENA","03/07/1979","DEPUTADO ESTADUAL","PARAIBA","2002","FABIANO CARVALHO DE LUCENA","03/07/1979","M2002_PB_7_40444_383","2003-02-01","2003-02-01","2006-08-15","tse_reeleicao","fim_regular",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2004-12-31","2004-12-31","","","https://sapl.joaopessoa.pb.leg.br/api/parlamentares/mandato/39/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2000_21253_11_45_103","BOCEL0039188","PB","wikipedia","2004-12-31","PREFEITO","PEDRAS DE FOGO","2000","MANOEL ALVES DA SILVA JÚNIOR","21/02/1964","DEPUTADO ESTADUAL","PARAIBA","2002","MANOEL ALVES DA SILVA JUNIOR","21/02/1964","M2002_PB_7_15111_279","2003-02-01","2003-02-01",NA,NA,"fim_regular",TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2002_PB_7_13666_78","BOCEL0055932","PB","assembleia_api","2007-01-31","DEPUTADO ESTADUAL","PARAIBA","2002","RICARDO VIEIRA COUTINHO","18/11/1960","PREFEITO","JOAO PESSOA","2004","RICARDO VIEIRA COUTINHO","18/10/1960","M2004_20516_11_40_34","2005-01-01","2005-01-01","2008-08-15","ibge_munic;tse_reeleicao;ibge_munic_ampliado","fim_regular",TRUE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2008_20516_13_13660_3761","BOCEL0049797","PB","sapl_municipal","2012-12-31","VEREADOR","JOÃO PESSOA","2008","LUCIANO CARTAXO PIRES DE SA","07/06/1964","DEPUTADO ESTADUAL","PARAÍBA","2010","LUCIANO CARTAXO PIRES DE SA","07/06/1964","M2010_PB_7_13660_150000000271","2011-02-01","2011-02-01",NA,NA,"fim_regular",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2012-12-31","2012-12-31","","","https://sapl.joaopessoa.pb.leg.br/api/parlamentares/mandato/347/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2008_20516_13_40789_3874","BOCEL0001096","PB","sapl_municipal","2012-12-31","VEREADOR","JOÃO PESSOA","2008","EDMILSON DE ARAUJO SOARES","13/05/1952","DEPUTADO ESTADUAL","PARAÍBA","2010","EDMILSON DE ARAÚJO SOARES","13/05/1952","M2010_PB_7_40789_150000000157","2011-02-01","2011-02-01",NA,NA,"fim_regular",TRUE,TRUE,TRUE,FALSE,1,"TRUE","2012-12-31","2012-12-31","","","https://sapl.joaopessoa.pb.leg.br/api/parlamentares/mandato/344/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2010_PB_7_13660_150000000271","BOCEL0049797","PB","assembleia_api","2015-01-31","DEPUTADO ESTADUAL","PARAÍBA","2010","LUCIANO CARTAXO PIRES DE SA","07/06/1964","PREFEITO","JOÃO PESSOA","2012","LUCIANO CARTAXO PIRES DE SÁ","07/06/1964","M2012_20516_11_13_150000003054","2013-01-01","2013-01-01","2016-08-15","ibge_munic;tse_reeleicao;ibge_munic_ampliado","fim_regular",TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
