"leitura","identidade","id_mandato","id_pessoa","sg_uf","fonte_atual","data_fim_atual","cargo_a","municipio_a","ano_a","nome_a","nasc_a","cargo_b","municipio_b","ano_b","nome_b","nasc_b","id_mandato_b","posse_b","data_posse_b","exercicio_b","fonte_exercicio_b","forma_b","mesmo_cpf","mesmo_titulo","mesmo_nasc","mesmo_nome","sapl_registros","sapl_titular","sapl_fim","sapl_legislatura_fim","sapl_afastamento","sapl_observacao","sapl_url","fim_da_casa_convencional"
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2020_01392_13_15000_10000699918","BOCEL0026310","AC","sapl_municipal","2024-12-31","VEREADOR","RIO BRANCO","2020","EMERSON OLIVEIRA JARUDE THOMAZ","06/11/1989","DEPUTADO ESTADUAL","ACRE","2022","EMERSON OLIVEIRA JARUDE THOMAZ","06/11/1989","M2022_AC_7_15000_10001642327","2023-02-01","2023-02-01",NA,NA,"nao_observado",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2024-12-31","2024-12-31","","","https://sapl.riobranco.ac.leg.br/api/parlamentares/mandato/234/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2020_01392_13_40222_10000969498","BOCEL0013567","AC","sapl_municipal","2024-12-31","VEREADOR","RIO BRANCO","2020","JOSÉ ADAILTON CRUZ PEREIRA","25/03/1976","DEPUTADO ESTADUAL","ACRE","2022","JOSÉ ADAILTON CRUZ PEREIRA","25/03/1976","M2022_AC_7_40222_10001643315","2023-02-01","2023-02-01",NA,NA,"nao_observado",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2024-12-31","2024-12-31","","","https://sapl.riobranco.ac.leg.br/api/parlamentares/mandato/239/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2002_AL_7_12000_186","BOCEL0031347","AL","assembleia_api","2007-01-31","DEPUTADO ESTADUAL","ALAGOAS","2002","JOSE CICERO SOARES DE ALMEIDA","08/01/1958","PREFEITO","MACEIO","2004","JOSÉ CÍCERO SOARES DE ALMEIDA","08/01/1958","M2004_27855_11_12_62","2005-01-01","2005-01-01","2008-08-15","ibge_munic;tse_reeleicao;ibge_munic_ampliado","nao_observado",TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2000_13897_13_12350_696","BOCEL0008258","CE","sapl_municipal","2004-12-31","VEREADOR","FORTALEZA","2000","HEITOR CORREIA FERRER","11/10/1955","DEPUTADO ESTADUAL","CEARA","2002","HEITOR CORREIA FERRER","11/10/1955","M2002_CE_7_12350_566","2003-02-01","2003-02-01","2006-08-15","tse_reeleicao","nao_observado",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2004-12-31","2004-12-31","","","https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/151/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2000_13897_13_13121_719","BOCEL0117600","CE","sapl_municipal","2004-12-31","VEREADOR","FORTALEZA","2000","LUIZIANNE DE OLIVEIRA LINS","18/11/1968","DEPUTADO ESTADUAL","CEARA","2002","LUIZIANNE DE OLIVEIRA LINS","18/11/1968","M2002_CE_7_13121_403","2003-02-01","2003-02-01",NA,NA,"outro",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2004-12-31","2004-12-31","","","https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/148/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2000_13897_13_13654_711","BOCEL0075752","CE","sapl_municipal","2004-12-31","VEREADOR","FORTALEZA","2000","JOSÉ NELSON MARTINS DE SOUSA","10/04/1959","DEPUTADO ESTADUAL","CEARA","2002","JOSÉ NELSON MARTINS DE SOUSA","10/04/1959","M2002_CE_7_13654_416","2003-02-01","2003-02-01","2006-08-15","tse_reeleicao","nao_observado",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2004-12-31","2004-12-31","","","https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/146/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2000_13897_13_22125_876","BOCEL0115744","CE","sapl_municipal","2004-12-31","VEREADOR","FORTALEZA","2000","JAZIEL PEREIRA DE SOUSA","03/05/1961","DEPUTADO ESTADUAL","CEARA","2002","JAZIEL PEREIRA DE SOUSA","03/05/1961","M2002_CE_7_22125_828","2003-02-01","2003-02-01","2006-08-15","tse_reeleicao","nao_observado",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2004-12-31","2004-12-31","","","https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/158/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2000_13897_13_31234_1124","BOCEL0009405","CE","sapl_municipal","2004-12-31","VEREADOR","FORTALEZA","2000","FRANCISCO JOSÉ CAMINHA ALMEIDA","16/05/1958","DEPUTADO ESTADUAL","CEARA","2002","FRANCISCO JOSÉ CAMINHA ALMEIDA","16/05/1958","M2002_CE_7_31777_340","2003-02-01","2003-02-01","2006-08-15","tse_reeleicao","nao_observado",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2004-12-31","2004-12-31","","","https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/162/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2004_13897_13_12190_587","BOCEL0001169","CE","sapl_municipal","2008-12-31","VEREADOR","FORTALEZA","2004","RAIMUNDO NONATO FERREIRA ARAGAO","14/02/1958","DEPUTADO ESTADUAL","CEARÁ","2006","RAIMUNDO NONATO FERREIRA ARAGÃO","14/02/1958","M2006_CE_7_12999_10514","2007-02-01","2008-02-08",NA,NA,"fim_regular",TRUE,TRUE,TRUE,FALSE,1,"TRUE","2008-12-31","2008-12-31","","O Vereador Ferreira ARagão foi eleito Deputado Estadual nas eleições de 2006.","https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/94/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2004_13897_13_45618_826","BOCEL0097077","CE","sapl_municipal","2008-12-31","VEREADOR","FORTALEZA","2004","ANTONIO AUGUSTO MOREIRA E SILVA","24/03/1955","DEPUTADO ESTADUAL","CEARÁ","2006","ANTONIO AUGUSTO MOREIRA E SILVA","24/03/1955","M2006_CE_7_43618_10672","2007-02-01","2008-02-08",NA,NA,"fim_regular",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2008-12-31","2008-12-31","","O Vereador foi eleito Deputado Estadual nas eleições de 2006.","https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/89/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2008_13897_13_33133_9762","BOCEL0002489","CE","sapl_municipal","2012-12-31","VEREADOR","FORTALEZA","2008","MÁRIO HÉLIO PORTELA REINALDO","30/09/1954","DEPUTADO ESTADUAL","CEARÁ","2010","MÁRIO HÉLIO PORTELA REINALDO","30/09/1954","M2010_CE_7_33133_60000000147","2011-02-01","2011-02-01","2014-08-15","tse_reeleicao","fim_regular",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2012-12-31","2012-12-31","Eleição Para Outro Cargo Público","O Vereador Mário Hélio foi eleito Deputado Estadual nas eleições de 2010.","https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/43/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2008_13897_13_40100_7484","BOCEL0006528","CE","sapl_municipal","2012-12-31","VEREADOR","FORTALEZA","2008","ELIANE NOVAES ELEUTERIO TEIXEIRA","17/04/1958","DEPUTADO ESTADUAL","CEARÁ","2010","ELIANE NOVAES ELEUTERIO TEIXEIRA","17/04/1958","M2010_CE_7_40100_60000000438","2011-02-01","2011-02-01",NA,NA,"fim_regular",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2012-12-31","2012-12-31","Licença para Ocupar Cargo Público","A Vereadora Eliane Novais foi eleita Deputada Estadual nas Eleições de 2010.","https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/45/",TRUE
