"uf","sg_ue","ano_eleicao_bocel","nome_fonte","titular","id_mandato_sapl","url","observacao"
"CE","13897","2008","João Salmito Filho","TRUE","37","https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/37/","O Vereador Salmito Filho foi Presidente da Câmara no biênio 2009-2010."
"CE","13897","2008","José Adauto Elói de Almeida","TRUE","114","https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/114/","O Vereador é Suplente."
"CE","13897","2008","José Solário Macedo Crispim","TRUE","57","https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/57/","O Vereador é suplente e assumiu ao mandato no lugar do Vereador José Freire."
"CE","13897","2008","Marcílio Catunda Ferreira Gomes","TRUE","30","https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/30/","O Vereador Assumiu ao mandato no lugar do Vereador Mário Hélio que foi eleito Deputado Estadual."
"CE","13897","2008","Maria Amélia Bezerra de Moura Nunes","FALSE","118","https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/118/","A Vereadora é suplente."
"CE","13897","2008","Mário Hélio Portela Reinaldo","TRUE","43","https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/43/","O Vereador Mário Hélio foi eleito Deputado Estadual nas eleições de 2010."
"CE","13897","2008","Paulo de Tarso Facó Bezerra","TRUE","46","https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/46/","O Vereador Paulo Facó foi eleito Deputado Estadual nas eleições de 2010."
"CE","13897","2008","Verônica Gurgel SIlva","TRUE","63","https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/63/","A Vereadora é suplente."
"CE","13897","2012","Pedro Victor Colares Gomes de Matos","TRUE","377","https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/377/","Assumiu o mandato no lugar do Vereador Titular, Carlos Dutra."
"CE","14230","2020","Maria da Penha dos Santos Lobato","FALSE","13","https://sapl.iraucuba.ce.leg.br/api/parlamentares/mandato/13/","A Vereadora é suplente e assumiu ao mandato no lugar do Vereador"
"CE","15490","2016","Antonio Pereira Silva","FALSE","54","https://sapl.saogoncalodoamarante.ce.leg.br/api/parlamentares/mandato/54/","O Vereador é suplente e assumiu o mandato no lugar do Vereador Iranildo"
"ES","56103","2012","Cezar Tadeu Ronchi Junior","TRUE","2","https://sapl.marechalfloriano.es.leg.br/api/parlamentares/mandato/2/","Vereador Eleito em 2013.
2 Vereador mais votado entre 90 candidatos."
"ES","56103","2016","Cezar Tadeu Ronchi Junior","TRUE","12","https://sapl.marechalfloriano.es.leg.br/api/parlamentares/mandato/12/","teste"
"ES","57096","2020","Elias Cândido da Silveira","FALSE","12","https://sapl.ibatiba.es.leg.br/api/parlamentares/mandato/12/","Número: 0600606-20.2020.6.08.0010
Classe: AGRAVO EM RECURSO ESPECIAL ELEITORAL
Órgão julgador colegiado: Colegiado do Tribunal Superior Eleitoral
Órgão julgador: JUR2 - ocupado pelo Ministro Floriano de Azevedo Marques
Assuntos: Cargo - Vereador, Corrupção ou Fraude, Ação de Impugnação de Mandato Eletivo"
"ES","57096","2020","Fernando Vieira de Souza","FALSE","16","https://sapl.ibatiba.es.leg.br/api/parlamentares/mandato/16/","Número: 0600606-20.2020.6.08.0010
Classe: AGRAVO EM RECURSO ESPECIAL ELEITORAL
Órgão julgador colegiado: Colegiado do Tribunal Superior Eleitoral
Órgão julgador: JUR2 - ocupado pelo Ministro Floriano de Azevedo Marques
Assuntos: Cargo - Vereador, Corrupção ou Fraude, Ação de Impugnação de Mandato Eletivo"
"ES","57096","2020","Jorcy Miranda Sangi","FALSE","11","https://sapl.ibatiba.es.leg.br/api/parlamentares/mandato/11/","Número: 0600606-20.2020.6.08.0010
Classe: AGRAVO EM RECURSO ESPECIAL ELEITORAL
Órgão julgador colegiado: Colegiado do Tribunal Superior Eleitoral
Órgão julgador: JUR2 - ocupado pelo Ministro Floriano de Azevedo Marques
Assuntos: Cargo - Vereador, Corrupção ou Fraude, Ação de Impugnação de Mandato Eletivo"
"ES","57096","2024","Jadson Alves De Freitas Moreno","TRUE","31","https://sapl.ibatiba.es.leg.br/api/parlamentares/mandato/31/","https://ibatiba.es.leg.br/legislacao/detalhe/2060/resolucao-1-2026.html"
"ES","57134","2020","EDMILSON NUNES DE QUEIROZ","FALSE","31","https://sapl.jaguare.es.leg.br/api/parlamentares/mandato/31/","VEREADOR AVASTADO DEVIDO A IRREGULARIDADE DO PARTIDO - DESIÇÃO DO TSE"
"ES","57134","2020","RICARDO COSTA BARROS","FALSE","38","https://sapl.jaguare.es.leg.br/api/parlamentares/mandato/38/","VEREADOR AVASTADO DEVIDO A IRREGULARIDADE DO PARTIDO - DESIÇÃO DO TSE"
"GO","93610","2012","Natanael Caetano do Nascimento","TRUE","18","https://sapl.formosa.go.leg.br/api/parlamentares/mandato/18/","Decreto 201/67"
"GO","95630","2016","DENILSON BARBOSA DE SOUZA","TRUE","20","https://sapl.quirinopolis.go.leg.br/api/parlamentares/mandato/20/","O vereador reassumiu seu cargo no dia 03-04-2020 no lugar da vereadora Núbia Theodoro."
"GO","95630","2020","Dagma Andrea de Oliveira","FALSE","47","https://sapl.quirinopolis.go.leg.br/api/parlamentares/mandato/47/","Vereadora assumiu o mandato em sbstituição ao Vereador Tocozinho que teve seus direitos politicos caçados pela justiça."
"MA","08621","2004","Cilas Pereira da Silva","FALSE","57","https://sapl.vilanovadosmartirios.ma.leg.br/api/parlamentares/mandato/57/","O Verador Cilas Pereira da Silva foi o 1° Suplente da 3ª Legislatura."
"MG","40088","2020","Genomar Tiago de Araújo","TRUE","79","https://sapl.carneirinho.mg.leg.br/api/parlamentares/mandato/79/","na eleição de 2024 obteve 256 votos no partido Republicano, sendo o primeiro suplente do partido em caso de vacância."
"MG","40606","2024","MARCON DA MOTA CORREA","FALSE","49","https://sapl.riachinho.mg.leg.br/api/parlamentares/mandato/49/","Suplente do Vereador José Montijo Pereira"
"MG","40720","1996","Altazir Cândido Garcia","FALSE","29","https://sapl.saojoaodomanhuacu.mg.leg.br/api/parlamentares/mandato/29/","Entrou como suplente na vaga do vereador José Noel da Silva."
"MG","40720","1996","Márcio Lopes Schiavo","FALSE","30","https://sapl.saojoaodomanhuacu.mg.leg.br/api/parlamentares/mandato/30/","Márcio entrou como 1º suplente do PPB, em abril de 2000, na vaga deixada pela Vereadora Juliana Portes Miranda."
"MG","40835","2012","Moacir Alves Rosa","FALSE","46","https://sapl.arcos.mg.leg.br/api/parlamentares/mandato/46/","Assumiu a vaga do parlamentar Moacir Alves Rosa."
"MG","40835","2016","Geraldo Cláudio Rodrigues","FALSE","14","https://sapl.arcos.mg.leg.br/api/parlamentares/mandato/14/","Assumiu a vaga do parlamentar Eduardo Carvalho Faria."
"MG","40835","2016","Magda Isolina Giacomim Fontes","FALSE","33","https://sapl.arcos.mg.leg.br/api/parlamentares/mandato/33/","Assumiu a vaga do parlamentar Pedro César Rodrigues."
"MG","40835","2016","Maria Aparecida Alves","FALSE","22","https://sapl.arcos.mg.leg.br/api/parlamentares/mandato/22/","Assumiu a vaga do parlamentar Wirlei de Castro Alves."
"MG","40835","2016","Vinícius Jair Machado","FALSE","19","https://sapl.arcos.mg.leg.br/api/parlamentares/mandato/19/","Assumiu a vaga do parlamentar Geraldo Cláudio Rodrigues"
"MG","40886","2016","Antonio Julio Carneiro","TRUE","11","https://sapl.urucuia.mg.leg.br/api/parlamentares/mandato/11/","Eleito em 1º Lugar nas eleições de 2016 com 3.29% dos votos."
"MG","41530","2004","Maria Aparecida Viana Nepomuceno","TRUE","129","https://sapl.bomjesusdoamparo.mg.leg.br/api/parlamentares/mandato/129/","Convocada para o Executivo em 08/01/1993"
"MG","41530","2008","Adenir Silva Dias","FALSE","144","https://sapl.bomjesusdoamparo.mg.leg.br/api/parlamentares/mandato/144/","Suplente na vaga de Pedro dos Santos Moreira"
"MG","41530","2008","Regina de Oliveira","FALSE","143","https://sapl.bomjesusdoamparo.mg.leg.br/api/parlamentares/mandato/143/","Suplente na vaga de João Luiz dos Santos"
"MG","41785","2012","EVALDO DE JESUS DA SILVA GORDO","TRUE","58","https://sapl.cabeceiragrande.mg.leg.br/api/parlamentares/mandato/58/","ASSUMIU COMO SUPLENTE DA VEREADORA DAISY FERREIRA NETTO"
"MG","41785","2016","Joaquim da Mota Fernandes Neto","TRUE","52","https://sapl.cabeceiragrande.mg.leg.br/api/parlamentares/mandato/52/","coligação formada pelos partidos: PTC / PSB / PSDB / PROS"
"MG","41858","2004","Edivardes Fonseca de Melo","TRUE","19","https://sapl.buritis.mg.leg.br/api/parlamentares/mandato/19/","Presidiu a Câmara em 2006 - início em 01/01/1996 e fim em 31/12/2006."
"MG","42463","2008","Antônio Oliveira Durães","TRUE","12","https://sapl.uruanademinas.mg.leg.br/api/parlamentares/mandato/12/","Eleito em 3° lugar, com 132 VOTOS, em seu 1º mandato 2009-2012."
"MG","42463","2012","Antônio Oliveira Durães","TRUE","27","https://sapl.uruanademinas.mg.leg.br/api/parlamentares/mandato/27/","Eleito por QP, em 7° lugar, com 130 VOTOS (4.59%), em seu 2º mandato 2013-2016."
"MG","42463","2012","Lucidio Bento da Mata","TRUE","32","https://sapl.uruanademinas.mg.leg.br/api/parlamentares/mandato/32/","Eleito POR MÉDIA, em 9° lugar, com 105 VOTOS (3.71%), em seu 1º mandato 2013-2016."
"MG","42463","2016","Adelmo de Souza Paula","TRUE","37","https://sapl.uruanademinas.mg.leg.br/api/parlamentares/mandato/37/","Eleito em 1° lugar, com 282 VOTOS (9.78%), em seu 1º mandato 2017-2020."
"MG","42463","2016","Antônio Oliveira Durães","TRUE","45","https://sapl.uruanademinas.mg.leg.br/api/parlamentares/mandato/45/","Eleito em 9° lugar, com 90 VOTOS (3.12%), em seu 1º mandato 2017-2020."
"MG","42463","2016","Arisio Paulino da Silva","TRUE","38","https://sapl.uruanademinas.mg.leg.br/api/parlamentares/mandato/38/","Eleito em 2° lugar, com 160 VOTOS (5.55%), em seu 1º mandato 2017-2020."
"MG","42463","2016","Gilson Fernandes da Silva","TRUE","42","https://sapl.uruanademinas.mg.leg.br/api/parlamentares/mandato/42/","Eleito em 6° lugar, com 123 VOTOS (4.26%), em seu 2º mandato 2017-2020."
"MG","42463","2016","José Geraldo da Mota Correa","TRUE","43","https://sapl.uruanademinas.mg.leg.br/api/parlamentares/mandato/43/","Eleito em 7° lugar, com 120 VOTOS (4.16%), em seu 1º mandato 2017-2020."
"MG","42463","2016","Leonir Alves Pereira","TRUE","44","https://sapl.uruanademinas.mg.leg.br/api/parlamentares/mandato/44/","Eleito em 8° lugar, com 98 VOTOS (3.40%), em seu 1º mandato 2017-2020."
"MG","42463","2016","Lucidio Bento da Mata","TRUE","41","https://sapl.uruanademinas.mg.leg.br/api/parlamentares/mandato/41/","Eleito em 5° lugar, com 131 VOTOS (4.54%), em seu 2º mandato 2017-2020."
"MG","42463","2016","Neemias Pereira da Silva","TRUE","39","https://sapl.uruanademinas.mg.leg.br/api/parlamentares/mandato/39/","Eleito em 3° lugar, com 141 VOTOS (4.89%), em seu 1º mandato 2017-2020."
"MG","42463","2016","Symara Moreira de Souza Castro","TRUE","40","https://sapl.uruanademinas.mg.leg.br/api/parlamentares/mandato/40/","Eleita em 4° lugar, com 139 VOTOS (4.82%), em seu 1º mandato 2017-2020."
"MG","42501","1996","Belmar Elias da Costa","TRUE","14","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/14/","Eleito pelo PL que posteriormente passou a chamar-se PR, com o número 22650"
"MG","42501","1996","Carlos Luiz Pereira Jordão","TRUE","16","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/16/","Eleito com o numero 15606"
"MG","42501","1996","Cleusmar Gomes Alves","TRUE","10","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/10/","Eleito pelo PPB, que posteriormente passou a ser denominado PP, com o número 11613"
"MG","42501","1996","Hélio Donizete Braga","TRUE","15","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/15/","Eleito com o numero 15630"
"MG","42501","1996","Jair Rodrigues Alves","TRUE","13","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/13/","Eleito pelo PPB, que posteriormente passou a ser denominado PP, com o número 11610"
"MG","42501","1996","João Antônio Alves","TRUE","11","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/11/","Eleito com o número 15601"
"MG","42501","1996","José Antônio Moreira","TRUE","12","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/12/","Eleito pelo PPB, que posteriormente passou a ser denominado PP, com o número 11630"
"MG","42501","1996","Lauro Bertoldo Trigueiro","TRUE","18","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/18/","Eleito com o número 15644"
"MG","42501","1996","Terezinha Silvério de Melo","TRUE","17","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/17/","Eleita com o número 15611"
"MG","42501","2000","Antônio Belchior de Magalhães","TRUE","20","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/20/","Eleito com o número 11777"
"MG","42501","2000","Belmar Elias da Costa","TRUE","21","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/21/","Eleito com o número 11789"
"MG","42501","2000","Geraldo Celmo Pereira","TRUE","22","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/22/","Eleito com o número 11789"
"MG","42501","2000","Hélio Donizete Braga","TRUE","23","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/23/","Eleito com o número 15630"
"MG","42501","2000","João Antônio Alves","TRUE","27","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/27/","Eleito com o n.º 45123"
"MG","42501","2000","João de Souza Piau","TRUE","24","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/24/","Eleito com o número 15130"
"MG","42501","2000","José Antônio Moreira","TRUE","25","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/25/","Eleito com o número 11630"
"MG","42501","2000","Lauro Bertoldo Trigueiro","TRUE","26","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/26/","Eleito com o n.º 45678"
"MG","42501","2000","Maria das Graças Silva Freitas","TRUE","19","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/19/","Eleito com o número 15111"
"MG","42501","2004","Carlos André Carabolante","TRUE","35","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/35/","Eleito com o número 14111"
"MG","42501","2004","Daniel Luiz de Lima Domingos","TRUE","32","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/32/","Eleito com o número 11630"
"MG","42501","2004","Divino Moreira Valentim","TRUE","28","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/28/","Eleito com o número 40500"
"MG","42501","2004","Hélio Donizete Braga","TRUE","29","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/29/","Eleito com o número 15630"
"MG","42501","2004","José Santana da Silva","TRUE","30","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/30/","Eleito com o número 11111"
"MG","42501","2004","Khláudio de Almeida","TRUE","31","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/31/","Eleito com o número 20800"
"MG","42501","2004","Márcio Heleno dos Santos","TRUE","36","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/36/","Eleito com o número 40111"
"MG","42501","2004","Maria das Graças Silva Freitas","TRUE","33","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/33/","Eleita com o número 15111"
"MG","42501","2004","Modesto Pereira Primo","TRUE","34","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/34/","Eleito com o número 45678"
"MG","42501","2008","Adenilson Correia da Silva","TRUE","37","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/37/","Eleito com o número 40123"
"MG","42501","2008","Belmar Elias da Costa","TRUE","38","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/38/","Eleito com o número 11789"
"MG","42501","2008","Daniel Luiz de Lima Domingos","TRUE","39","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/39/","Eleito com o número 11630"
"MG","42501","2008","Hélio Donizete Braga","TRUE","40","https://sapl.varjaodeminas.mg.leg.br/api/parlamentares/mandato/40/","Eleito com o número"
"MG","42536","2004","Jane Nair Abasse Maciel","FALSE","45","https://sapl.capitaoeneas.mg.leg.br/api/parlamentares/mandato/45/","Assumiu a vaga do parlamentar José Marley dos Santos que foi nomeado para cargo no Executivo."
"MG","42536","2012","Wanderley Pereira Pinheiro","FALSE","137","https://sapl.capitaoeneas.mg.leg.br/api/parlamentares/mandato/137/","Assumiu a vaga da parlamentar Jane Maria Bastos de Oliveira Castro que foi nomeado para cargo no Executivo."
"MG","42714","2000","Amauri Cândido Almeida","FALSE","112","https://sapl.careacu.mg.leg.br/api/parlamentares/mandato/112/","Suplente de Maristela Alves Rodrigues de Campos Maia"
"MG","42714","2000","Francisco de Assis Teixeira","FALSE","115","https://sapl.careacu.mg.leg.br/api/parlamentares/mandato/115/","Suplente de José Ibraim Pereira"
"MG","42714","2004","Ibraim dos Santos Barroso","FALSE","179","https://sapl.careacu.mg.leg.br/api/parlamentares/mandato/179/","Suplente de Maurício Ribeiro de Paiva"
"MG","42714","2016","Afrânio Aires Pinto","FALSE","208","https://sapl.careacu.mg.leg.br/api/parlamentares/mandato/208/","Suplente de Maurício Ribeiro de Paiva"
"MG","42714","2016","Carlos Raimundo Barroso","FALSE","207","https://sapl.careacu.mg.leg.br/api/parlamentares/mandato/207/","Suplente de Denys de Oliveira Lacerda"
"MG","42714","2020","João Clarismon Salvador","FALSE","219","https://sapl.careacu.mg.leg.br/api/parlamentares/mandato/219/","Suplente de Luciano Valdecir dos Santos"
"MG","42714","2020","José Ronaldo Bueno","FALSE","218","https://sapl.careacu.mg.leg.br/api/parlamentares/mandato/218/","Suplente de Bruna Pereira"
"MG","42854","2008","Inimá de Deus Vieira","TRUE","15","https://sapl.carmodoparanaiba.mg.leg.br/api/parlamentares/mandato/15/","Retorno do titular do cargo: Vereador Julio Cesar Moraes Gontijo"
"MG","43311","2020","Reginaldo Teixeira Santos","FALSE","2","https://sapl.claudio.mg.leg.br/api/parlamentares/mandato/2/","Suplente do Vereador Reginaldo, que voltou ao mandato dia 01/10/2022"
"MG","44458","2000","Antônio Geraldo da Silva","TRUE","9","https://sapl.divinopolis.mg.leg.br/api/parlamentares/mandato/9/","Vereador 1997/2000 (PTB, 1672 votos)"
"MG","44458","2000","Edmar Antônio Rodrigues","TRUE","7","https://sapl.divinopolis.mg.leg.br/api/parlamentares/mandato/7/","Vereador 1993/1996 (PTB, 361 votos)"
"MG","44458","2008","Rodyson Kristnamurti da Silva Oliveira","TRUE","414","https://sapl.divinopolis.mg.leg.br/api/parlamentares/mandato/414/","Divinópolis Rumo ao Centenário"
"MG","45217","2024","Cid Corrêa Mesquita","TRUE","1","https://sapl.formiga.mg.leg.br/api/parlamentares/mandato/1/","Em 2025 inicia seu 3º Mandato."
"MG","45217","2024","Daniel Rodrigues da Silva","TRUE","2","https://sapl.formiga.mg.leg.br/api/parlamentares/mandato/2/","1º mandato"
"MG","45217","2024","Flávio Martins da Silva","TRUE","3","https://sapl.formiga.mg.leg.br/api/parlamentares/mandato/3/","Está iniciando seu 3º mandato"
"MG","45217","2024","Jaci Honório de Paula","TRUE","4","https://sapl.formiga.mg.leg.br/api/parlamentares/mandato/4/","1º mandato"
"MG","45217","2024","Joice Alvarenga Borges Carvalho","TRUE","5","https://sapl.formiga.mg.leg.br/api/parlamentares/mandato/5/","Iniciando o 3º mandato"
"MG","45217","2024","Luciano Márcio de Oliveira","TRUE","6","https://sapl.formiga.mg.leg.br/api/parlamentares/mandato/6/","Iniciando o 2º mandato"
"MG","45217","2024","Osânia Iraci da Silva","TRUE","7","https://sapl.formiga.mg.leg.br/api/parlamentares/mandato/7/","Iniciando o 2º mandato"
"MG","45217","2024","Thiago Leão Pinheiro","TRUE","9","https://sapl.formiga.mg.leg.br/api/parlamentares/mandato/9/","1º mandato"
"MG","45217","2024","Wolkimar Menezes","TRUE","10","https://sapl.formiga.mg.leg.br/api/parlamentares/mandato/10/","1º mandato"
"MG","46132","2016","CRISTIANE DIAS DE OLIVEIRA RODRIGUES","TRUE","4","https://sapl.indianopolis.mg.leg.br/api/parlamentares/mandato/4/","A VEREADORA CRISTIANE DIAS DE OLIVEIRA RODRIGUES DO (PSB), TOMOU POSSE NO DIA VINTE E CINCO DE MAIO/2018. EM RAZÃO DA VACÂNCIA  DO CARGO OCUPADO PELO EX-VEREADOR AMADEU CARDOSO DOS SANTOS, CUJO MANDATO FOI EXTINTO EM DECORRÊNCIA DA PERDA DOS DIREITOS POLITICOS."
"MG","46230","2024","Alex Rodrigues Cardoso","TRUE","16","https://sapl.ipanema.mg.leg.br/api/parlamentares/mandato/16/","Ato da Mesa Diretora 03/2026"
"MG","46710","1996","BENEDITO APARECIDO DA CUNHA","TRUE","144","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/144/","ELEITO PELO PARTIDO PPB. NÚMERO NA URNA 11610."
"MG","46710","1996","DIRCE DA SILVA LOPES","TRUE","150","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/150/","ELEITA PELO PARTIDO PFL, Nº NA URNA 25601"
"MG","46710","1996","JORDINO DE PAULA BUENO","TRUE","152","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/152/","ELEITO PELO PARTIDO PSDB. NUMERO DO CANDIDATO 45602."
"MG","46710","1996","JOSÉ BENEDITO ALVES DE MORAIS","TRUE","153","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/153/","ELEITO PELO PARTIDO PSDB. N.º NA URNA 45603."
"MG","46710","1996","MILTON DE GÓES MACIEL","TRUE","84","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/84/","PARTIDO: PFL. N.º NAS URNAS 25605."
"MG","46710","1996","PEDRO INÁCIO DA SILVA","TRUE","154","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/154/","PARTIDO: PPB. NÚMERO DO CANDIDATO: 11640."
"MG","46710","1996","WALDIR DE GÓES MACIEL","TRUE","91","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/91/","PARTIDO: PPB. NÚMERO DO CANDIDATO 11651"
"MG","46710","2000","BENEDITO GAMA NETO","TRUE","77","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/77/","PARTIDO: PFL. Nº NAS URNAS 25600."
"MG","46710","2000","JORDINO DE PAULA BUENO","TRUE","79","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/79/","ELEITO PELO PARTIDO PSDB. NUMERO DO CANDIDADO 45645."
"MG","46710","2000","LEVINO CRUZ DE MORAES","TRUE","82","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/82/","N.º NAS URNAS 25609. PARTIDO PFL."
"MG","46710","2000","LOURIVALDO PEREIRA DE OLIVEIRA","TRUE","83","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/83/","N.º NAS URNAS 65.610. PARTIDO PFL."
"MG","46710","2000","MILTON DE GÓES MACIEL","TRUE","85","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/85/","PARTIDO: PFL. Nº NAS URNAS: 25605."
"MG","46710","2000","NILTON FERNANDES","TRUE","87","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/87/","N.º NAS URNAS 25602. PARTIDO PFL."
"MG","46710","2000","PEDRO INÁCIO DA SILVA","TRUE","155","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/155/","PARTIDO: PP. NÚMERO DO CANDIDATO: 11640."
"MG","46710","2000","WALDIR DE GÓES MACIEL","TRUE","92","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/92/","PARTIDO: PP. NÚMERO DO CANDIDATO 11611."
"MG","46710","2004","ANTÔNIO RAIMUNDO SOARES DE NOVAES","TRUE","74","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/74/","PARTIDO PSDB. N.º NAS URNAS 45650."
"MG","46710","2004","BENEDITO PAULA DA SILVA","TRUE","80","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/80/","PARTIDO PT. Nº NAS URNAS 13456."
"MG","46710","2004","CLAUDIO VIEIRA DA SILVA","TRUE","81","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/81/","PARTIDO PFL. N.º NAS URNAS 25600."
"MG","46710","2004","JOSÉ ANTÔNIO DA ROCHA","TRUE","157","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/157/","PARTIDO PSDB. Nº NAS URNAS 45698"
"MG","46710","2004","JOSÉ EDUARDO DO COUTO","TRUE","78","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/78/","PARTIDO PPS. Nº NAS URNAS 23555."
"MG","46710","2004","JOSÉ XAVIER BATISTA","TRUE","73","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/73/","PARTIDO PSDB. N.º NAS URNAS 45670."
"MG","46710","2004","OSWALDO MARQUES DE LIMA","TRUE","88","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/88/","PARTIDO PPS. N.º NAS URNAS 23000."
"MG","46710","2008","ADAILTON APARECIDO MARQUES DA SILVA","TRUE","64","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/64/","PARTIDO: PPS."
"MG","46710","2008","ANTÔNIO JOSÉ DE LIMA","TRUE","72","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/72/","PARTIDO: PSDB."
"MG","46710","2008","Daniel Pereira do Couto","TRUE","3","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/3/","PARTID: PMDB."
"MG","46710","2008","DEVANIL LAURINDO DA SILVA","TRUE","66","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/66/","PARTIDO: PDT"
"MG","46710","2008","GUSTAVO BIAGIONE RIBEIRO","TRUE","71","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/71/","PARTIDO: PPS."
"MG","46710","2008","JOSÉ MESSIAS BORGES","TRUE","127","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/127/","PARTIDO PSDB."
"MG","46710","2008","JOSÉ XAVIER BATISTA","TRUE","158","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/158/","PARTIDO PSDB. N.º NAS URNAS 45670."
"MG","46710","2008","JURANDIR CESÁRIO BEZERRAA","TRUE","160","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/160/","PARTIDO: PDT."
"MG","46710","2012","ADAILTON APARECIDO MARQUES DA SILVA","TRUE","63","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/63/","PARTIDO: PPS. Nº NAS URNAS 23.235."
"MG","46710","2012","CARLOS AUGUSTO DA SILVA","TRUE","69","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/69/","N.º NAS URNAS: 45.123"
"MG","46710","2012","Daniel Pereira do Couto","TRUE","93","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/93/","PATIDO: PMDB. Nº NAS URNAS 15.789"
"MG","46710","2012","GUSTAVO BIAGIONE RIBEIRO","TRUE","159","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/159/","PARTIDO: PPS."
"MG","46710","2012","HENRIQUE JUNIOR DA SILVA","TRUE","65","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/65/","N.º NA URNA: 45.111"
"MG","46710","2012","JOSÉ MESSIAS BORGES","TRUE","128","https://sapl.itapeva.mg.leg.br/api/parlamentares/mandato/128/","PARTIDO PSD. N.º NAS URNAS 55.555."
