"rodada","amostra","na_amostra_40","idx","id_mandato_bocel","data_diario","confianca","evento_inferido","evento_ancorado","metodo_pareamento","motivo_rebaixamento","nome","correto","motivo_erro","trecho"
"regra_final_29082026","20_media","TRUE","37","M2016_90670_13_11456_110000001648","2018-10-05","media","licenca",NA,"nome_de_urna_unico_no_trecho",NA,"PAULO ROBERTO ARAUJO",1,"NA","licença do titular, senhor Paulo Araújo conforme dispõe o Art. 21, II da Lei Orgânica do Município de Cuiabá c/c Art. 96., III do Regimento Interno desta Casa de Leis e, em razão do 1º suplente estar investido em cargo de Vereador devido a <<licença do Vereador>> titular Vinicyus Hugueney e da desistência do 2º suplente Vereador Demilson Nogueira. O Presidente no uso da palavra saudou os presentes e convidou o empossado a se aproximar e fazer a entrega do seu Diploma e sua Declaração de Bens ao Primeiro"
"regra_final_29082026","20_media","TRUE","38","M2016_90670_13_11456_110000001648","2018-04-05","media","licenca",NA,"nome_de_urna_unico_no_trecho",NA,"PAULO ROBERTO ARAUJO",1,"NA","licença do titular, senhor Paulo Araújo conforme dispõe o Art. 21, II da Lei Orgânica do Município de Cuiabá c/c Art. 96., III do Regimento Interno desta Casa de Leis e, em razão do 1º suplente estar investido em cargo de Vereador devido a <<licença do Vereador>> titular Vinicyus Hugueney que está em cargo de Secretário Municipal e da desistência do 2º suplente Vereador Demilson Nogueira. O 1º Vice-Presidente no uso da palavra saudou os presentes e convidou o empossado a se aproximar"
"regra_final_29082026","20_media","TRUE","39","M2016_27855_13_45000_20000001477","2018-09-19","media","suplente_efetivado",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","KELMANN VIEIRA DE OLIVEIRA",0,"convocacao_de_suplente_de_terceiro_nome_e_presidente_que_assina","GABINETE DE VEREADOR. DÊ-SE CIÊNCIA, PUBLIQUE-SE E CUMPRA-SE. KELMANN VIEIRA DE OLIVEIRA Presidente Publicado por: Evandro José Cordeiro Código Identificador:BCB4533F CÂMARA MUNICIPAL DE MACEIÓ - CMM EDITAL DE CONVOCAÇÃO DE <<SUPLENTE DE VEREADOR>> N°. 003/2018. Em conformidade com o Regimento Interno, fica devidamente CONVOCADA, a senhora ANA MARIA PEREIRA HORA (PSD), 1a. suplente da ColigaçãoPRA MACEIÓ VOLTA A CRESCER I. (PMDB / PSC / PC do B / PRB / PSD) para a partir de 19"
"regra_final_29082026","20_media","TRUE","40","M2020_65579_13_23611_250001070077","2024-08-06","media","cassacao",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","CARLOS DA SILVA",0,"cassacao_do_prefeito_nome_e_presidente_da_camara_que_convoca","ATOS DA MESA ATO DA PRESIDÊNCIA 003/2024 Ato da Presidência 003/2024 Dispõe sobre a convocação de suplente. Carlos da Silva, Presidente da Câmara Municipal de Itaporanga, Estado de São Paulo, no uso de suas atribuições legais, e: Considerando a <<cassação>> do mandato do Prefeito Municipal, decidida pela maioria qualificada dos membros desta Edilidade, ocorrida em 26 de abril, durante a 2ª Sessão Extraordinária de 2024; Considerando que, devido à dupla vacância no comando do Poder Executivo, o Presidente"
"regra_final_29082026","20_media","TRUE","41","M2020_75353_13_55538_160001175305","2022-05-30","media","cassacao",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","EDER FABIANO BORGES ADÃO",1,"NA","SEGUNDA-FEIRA, 30 DE MAIO DE 2022 Página 68 ATO DA MESA Nº 3 A MESA DA CÂMARA MUNICIPAL DE CURITIBA, no uso de suas atribuições regimentais e nos termos do art. 22, IV e § 3º, da Lei Orgânica do Município de Curitiba, resolve: DECLARAR A <<PERDA DO MANDATO>> de Vereador do Senhor EDER FABIANO BORGES ADÃO, nome parlamentar EDER BORGES (PP), tendo em vista a suspensão de seus direitos políticos em virtude de condenação criminal transitada em julgado proferida pela 4ª Turma Recursal do Tribunal de Justiça"
"regra_final_29082026","20_media","TRUE","42","M2016_90670_12_15_110000007471","2017-08-21","media","licenca",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","NIUAN RIBEIRO ROBERTO",0,"licenca_do_prefeito_nome_e_do_vice_que_assume"," sessão solene no Plenário das Deliberações da Câmara Municipal de Cuiabá, compareceu o Senhor Niuan Ribeiro Roberto, Vice-Prefeito do município de Cuiabá, para assumir o cargo de Prefeito Municipal de Cuiabá, tendo em vista a <<licença do Prefeito>> Municipal Excelentíssimo Senhor Emanuel Pinheiro nos termos do Art. 39 da Lei Orgânica do Município. O Presidente da Câmara Municipal de Cuiabá no uso da palavra saudou os presentes e convidou o empossado a se aproximar, fazer a entrega"
"regra_final_29082026","20_media","TRUE","43","M2016_03018_13_65192_230000002588","2020-02-21","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","WESLEY CARLOS THOMÉ",0,"renuncia_a_participacao_em_comissao","CONSIDERANDO a necessidade de suprir a vaga re- manescente na Comissão Permanente deste Poder Legislati- vo Municipal, com o fi to de aprimorar os trabalhos Legislati- vos, em decorrência da <<renúncia>> do Cargo de Presidente da Comissão de Finanças e Orçamento solicitada pelo Vereador José Francisco Lopes Albuquerque e <<renúncia>> da participa- ção na Comissão do Vereador Wesley Carlos Thomé, através de memorando próprio. CONSIDERANDO observância à proporcionalidade de representação de cada partido na Câmara"
"regra_final_29082026","20_media","TRUE","44","M2012_90670_13_15222_110000002367","2016-07-05","media","renuncia",NA,"tokens_primeiro_e_ultimo_nome_unico",NA,"HAROLDO YUKIO ALVES KUZAI",0,"renuncia_ao_cargo_de_1_vice_presidente_da_mesa","MUNICIPAL DE CUIABÁ. A Câmara Municipal de Cuiabá no uso de suas atribuições exclusivas aprovou e o Presidente, com base no artigo 16, inciso IV da Lei Orgânica do Município, promulga o seguinte Decreto Legislativo: Art. 1º Tendo em vista a <<renúncia do Vereador>> Haroldo Kuzai ao cargo de 1º Vice-Presidente, em razão de ter sido eleito Presidente da Câmara Municipal de Cuiabá no dia 30 de junho de 2016, a Mesa Diretora DECLARA VAGO O CARGO DE 1º VICE-PRESIDENTE. Art. 2º Este Decreto entra em"
"regra_final_29082026","20_media","TRUE","45","M2020_71358_13_43000_250001156129","2023-04-12","media","suplente_efetivado",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","RENATO APARECIDO SCHIAVINATO",0,"posse_de_suplente_de_terceiro_nome_e_secretario_da_mesa_na_ata","Secretário: Renato Aparecido Schiavinato .....................................O Senhor Presidente solicita aos Senhores Vereadores Cássia Guarneire Soares Daneze e William da Silva Domingos que acompanhem o Senhor Inácio de Almeida Luz, <<suplente de Vereador>> pelo PSDB, à dirigir-se à Mesa Diretora e após a leitura do Termo de Posse e de feito seu juramento, declara-o empossado para ocupar a cadeira do Senhor Duílio Soares Machado, licenciado por 60 (sessenta) dias"
"regra_final_29082026","20_media","TRUE","46","M2016_58530_13_77456_190000008773","2018-10-17","media","cassacao",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","FRANK FRANCISCO FONSECA DA COSTA",1,"NA","Suplente de Vereador pelo SD, com a fim de tomar posse em virtude da recepção do Ofício nº 198/ COSES/2018, de 28 de setembro de 2018, do Tribunal Regional Elei- toral do Rio de Janeiro (Ref. Procedimento nº 488-88.2016.6.19.0055), do qual comunica a <<cassação>> do diploma e declaração de inelegibili- dade do Vereador FRANK FRANCISCO FONSECA DA COSTA, do Partido Solidariedade – SD. O Suplente empossou-se nesta data, prestando Compromisso e Pos- se, atendendo ao que preceitua o Art. 1§ 1º, da Lei orgânica"
"regra_final_29082026","20_media","TRUE","47","M2020_64777_13_23023_250000752366","2023-06-02","media","suplente_efetivado",NA,"nome_de_urna_unico_no_trecho","nome_a_mais_de_120_caracteres_do_termo","TICIANO NEVES TAVARES",0,"licenca_de_suplente_de_terceiro_nome_e_presidente_que_assina","Presidente da Câmara Municipal de Guarulhos, Senhor TICIANO AMERICANO, no uso de suas atribuições legais, tendo em vista o comunicado, através do Processo Administrativo 1627/2023, expede a presente Portaria registrando concessão de licença ao <<Suplente de Vereador>>, ACÁCIO BOAVENTURA PORTELLA FILHO, a partir da data de hoje, conforme § 4º do artigo 30 e possibilidade instituída pelo art. 20 do Regimento Interno, por encontrar-se investido na função de Secretário Adjunto do Trabalho. C U M P R A - S E"
"regra_final_29082026","20_media","TRUE","48","M2016_71714_13_15111_250000023814","2019-09-05","media","licenca",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","JULIO COLOMBO",1,"NA","DELGADO NETO, Presidente da Câmara Municipal de Tapiraí, Estado de São Paulo, no uso de suas atribuições legais: FAZ SABER que a Câmara Municipal de Tapiraí aprovou e ele sanciona e promulga a seguinte resolução: ARTIGO 1º - Fica concedida a <<licença do Vereador>> Julio Colombo do exercício do mandato de Vereador nos ter- mos do inciso III do Artigo 87 do Regimento Interno com- binando com inciso II e §4º do Artigo 39 da Lei Orgânica Municipal de Tapiraí. ARTIGO 2º - A Licença concedida será partir"
"regra_final_29082026","20_media","TRUE","49","M2020_58122_13_55333_190000861211","2024-05-10","media","cassacao",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","ELERSON LEANDRO ALVES",1,"NA","Queimados, 10 de maio de 2024 ANTÔNIO CHRISPE DE OLIVEIRA Presidente da Câmara Municipal de Queimados ATO nº 062/2024. O Presidente da Câmara Municipal de Queimados, no uso das suas atribuições legais e regimentais; Considerando a <<Cassação>> do Vereador Elerson Leandro Alves, através do Decreto Legislativo n. 568, de 02 de maio de 2024; RESOLVE: Art. 1º - Determinar ao Senhor Elerson Leandro Alves que proceda a devolução do carro oficial de propriedade da Câmara Municipal"
"regra_final_29082026","20_media","TRUE","50","M2016_17612_11_12_200000011007","2018-04-07","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","CARLOS EDUARDO NUNES ALVES",1,"NA","MUNICIPAL PODER LEGISLATIVO MESA DIRETORA ATO N.º 04/2018-GP O PRESIDENTE DA MESA DIRETORA DA CÂMARA MUNICIPAL DE NATAL, no uso de suas atribuições legais; RESOLVE: I - Tornar público que recebeu nesta data, através do Ofício nº 118/2018-GP, a <<renúncia>> de Sua Excelência CARLOS EDUARDO NUNES ALVES, Prefeito da Capital do Estado do Rio Grande do Norte, nos termos do Artigo 22, Inciso VII da Lei Orgânica do Município, acatando o ato unilateral, irretratável e irrevogável, dando por afastado do"
