ano_eleicao,leg,nome_grupo,nome_normalizado,id_mandato,id_pessoa,sq_cand,metodo,nome_completo,dt_nasc,partido_tse,k,k_pu,condicao
2006,"16","MARCELO TAVARES","MARCELO TAVARES","M2006_MA_7_40123_10378","BOCEL0084990","10378","nome_parlamentar_x_urna","MARCELO TAVARES SILVA","1971-09-20","PSB","MARCELO TAVARES","MARCELO TAVARES","titular"
2006,"16","MARCIA MARINHO","MARCIA MARINHO",NA,NA,"10647","suplente_nome_parlamentar_x_urna","MARCIA REGINA SEREJO MARINHO","22/10/1963",NA,"MARCIA MARINHO","MARCIA MARINHO","suplente"
2006,"16","MARCOS CALDAS","MARCOS CALDAS","M2006_MA_7_70456_10295","BOCEL0030393","10295","nome_parlamentar_x_urna","MARCOS ANTONIO DE CARVALHO CALDAS","1966-02-09","PT do B","MARCOS CALDAS","MARCOS CALDAS","titular"
2006,"16","MAURA JORGE","MAURA JORGE","M2006_MA_7_12222_10532","BOCEL0051620","10532","nome_parlamentar_x_urna","MAURA JORGE ALVES DE MELO RIBEIRO","1962-09-21","PDT","MAURA JORGE","MAURA JORGE","titular"
2006,"16","MAURA JORGE","MAURO JORGE","M2006_MA_7_12222_10532","BOCEL0051620","10532","nome_parlamentar_x_urna","MAURA JORGE ALVES DE MELO RIBEIRO","1962-09-21","PDT","MAURA JORGE","MAURA JORGE","titular"
2006,"16","MAX BARROS","MAX BARROS","M2006_MA_7_25800_10650","BOCEL0001072","10650","nome_parlamentar_x_urna","JOSE MAX PEREIRA BARROS","1958-08-02","PFL","MAX BARROS","MAX BARROS","titular"
2006,"16","NONATO ARAGAO","NONATO ARAGAO","M2006_MA_7_17890_10226","BOCEL0074655","10226","nome_parlamentar_x_urna","RAIMUNDO NONATO AMARAL ARAGAO","1955-08-31","PSL","NONATO ARAGAO","NONATO ARAGAO","titular"
2006,"16","PAULO NETO","PAULO NETO","M2006_MA_7_40000_10373","BOCEL0044641","10373","nome_parlamentar_x_urna","PAULO ROBERTO ALMEIDA NETO","1963-11-19","PSB","PAULO NETO","PAULO NETO","titular"
2006,"16","PAVAO FILHO","PAVAO FILHO","M2006_MA_7_12000_10520","BOCEL0013115","10520","nome_parlamentar_x_urna","JOAO PAVAO FILHO","1958-04-06","PDT","PAVAO FILHO","PAVAO FILHO","titular"
2006,"16","PEDRO VELOSO","PEDRO VELOSO",NA,NA,"10540","suplente_nome_parlamentar_x_urna","PEDRO ARISTOTELES SOUSA VELOSO","29/06/1957",NA,"PEDRO VELOSO","PEDRO VELOSO","suplente"
2006,"16","PENALDON JORGE","PENALDON JORGE",NA,NA,NA,NA,NA,NA,NA,"PENALDON JORGE","PENALDON JORGE","suplente"
2006,"16","RAIMUNDO CUTRIM","RAIMUNDO CUTRIM","M2006_MA_7_25678_10648","BOCEL0035137","10648","nome_parlamentar_x_urna_recente","RAIMUNDO SOARES CUTRIM","1953-10-08","PFL","RAIMUNDO CUTRIM","RAIMUNDO CUTRIM","titular"
2006,"16","REINALDO CALVET","REINALDO CALVET",NA,NA,"10642","suplente_nome_parlamentar_x_urna","JOSE REINALDO DA SILVA CALVET","10/04/1959",NA,"REINALDO CALVET","REINALDO CALVET","suplente"
2006,"16","RICARDO ARCHER","RICARDO ARCHER",NA,NA,"10672","suplente_nome_parlamentar_x_urna","RICARDO ANTONIO ARCHER","21/01/1952",NA,"RICARDO ARCHER","RICARDO ARCHER","suplente"
2006,"16","RICARDO MURAD","RICARDO MURAD","M2006_MA_7_15258_10665","BOCEL0010492","10665","nome_parlamentar_x_urna_recente","RICARDO JORGE MURAD","1956-04-12","PMDB","RICARDO MURAD","RICARDO MURAD","titular"
2006,"16","RIGO TELES","RIGO TELES","M2006_MA_7_45200_10079","BOCEL0076231","10079","nome_parlamentar_x_urna","RIGO ALBERTO TELES DE SOUSA","1963-06-08","PSDB","RIGO TELES","RIGO TELES","titular"
2006,"16","ROBERTO COSTA","ROBERTO COSTA",NA,NA,"10674","suplente_nome_parlamentar_x_urna","JOSE ROBERTO COSTA SANTOS","18/03/1974",NA,"ROBERTO COSTA","ROBERTO COSTA","suplente"
2006,"16","RUBENS PEREIRA JUNIOR","RUBENS PEREIRA JUNIOR","M2006_MA_7_28220_10142","BOCEL0164332","10142","primeiro_ultimo_x_urna","RUBENS PEREIRA E SILVA JUNIOR","1984-03-16","PRTB","RUBENS PEREIRA JUNIOR","RUBENS JUNIOR","titular"
2006,"16","SOLINEY SILVA","SOLINEY SILVA","M2006_MA_7_45258_10081","BOCEL0093378","10081","nome_parlamentar_x_urna_recente","SOLINEY DE SOUSA E SILVA","1970-09-08","PSDB","SOLINEY SILVA","SOLINEY SILVA","titular"
2006,"16","STENIO RESENDE","STENIO RESENDE","M2006_MA_7_45777_10091","BOCEL0053051","10091","nome_parlamentar_x_urna","STENIO DOS SANTOS REZENDE","1963-12-07","PSDB","STENIO RESENDE","STENIO RESENDE","titular"
2006,"16","STENIO RESENDE","STENIO REZENDE","M2006_MA_7_45777_10091","BOCEL0053051","10091","nome_parlamentar_x_urna","STENIO DOS SANTOS REZENDE","1963-12-07","PSDB","STENIO RESENDE","STENIO RESENDE","titular"
2006,"16","VALDEVINO CABRAL","VALDEVINO CABRAL",NA,NA,NA,NA,NA,NA,NA,"VALDEVINO CABRAL","VALDEVINO CABRAL","suplente"
2006,"16","VALDINAR BARROS","VALDINAR BARROS","M2006_MA_7_13333_10426","BOCEL0037250","10426","nome_parlamentar_x_urna","VALDINAR PEREIRA BARROS","1957-11-01","PT","VALDINAR BARROS","VALDINAR BARROS","titular"
2006,"16","VALDEVINO CABRAL","VALDIVINO CABRAL",NA,NA,NA,NA,NA,NA,NA,"VALDEVINO CABRAL","VALDEVINO CABRAL","suplente"
2006,"16","VICTOR MENDES","VICTOR MENDES","M2006_MA_7_43456_10702","BOCEL0126356","10702","nome_parlamentar_x_urna","CARLOS VICTOR GUTERRES MENDES","1979-08-22","PV","VICTOR MENDES","VICTOR MENDES","titular"
2010,"17","AFONSO MANOEL","AFONSO MANOEL","M2010_MA_7_15369_100000000333","BOCEL0001027","100000000333","nome_parlamentar_x_urna","AFONSO MANOEL BORGES FERREIRA","1956-02-12","PMDB","AFONSO MANOEL","AFONSO MANOEL","titular"
2010,"17","ALEXANDRE ALMEIDA","ALEXANDRE ALMEIDA","M2010_MA_7_70212_100000000215","BOCEL0156418","100000000215","nome_parlamentar_x_urna","ALEXANDRE VICENTE DE PAULA ALMEIDA","1983-09-04","PT do B","ALEXANDRE ALMEIDA","ALEXANDRE ALMEIDA","titular"
2010,"17","ANDRE FUFUCA","ANDRE FUFUCA","M2010_MA_7_45000_100000000053","BOCEL0191198","100000000053","nome_parlamentar_x_urna","ANDRE LUIZ CARVALHO RIBEIRO","1989-08-27","PSDB","ANDRE FUFUCA","ANDRE FUFUCA","titular"
2010,"17","ANTONIO PEREIRA","ANTONIO PEREIRA","M2010_MA_7_25333_100000000336","BOCEL0035207","100000000336","nome_parlamentar_x_urna","ANTÔNIO PEREIRA FILHO","1961-02-06","DEM","ANTONIO PEREIRA","ANTONIO PEREIRA","titular"
2010,"17","ARNALDO MELO","ARNALDO MELO","M2010_MA_7_15222_100000000334","BOCEL0045950","100000000334","nome_parlamentar_x_urna","ANTONIO ARNALDO ALVES DE MELO","1954-06-08","PMDB","ARNALDO MELO","ARNALDO MELO","titular"
2010,"17","BIRA DO PINDARE","BIRA DO PINDARE","M2010_MA_7_13100_100000000580","BOCEL0075870","100000000580","nome_parlamentar_x_urna_recente","UBIRAJARA DO PINDARÉ ALMEIDA SOUSA","1968-11-01","PT","BIRA DO PINDARE","BIRA PINDARE","titular"
2010,"17","CAMILO FIGUEIREDO","CAMILO FIGUEIREDO","M2010_MA_7_12580_100000000055","BOCEL0070139","100000000055","nome_parlamentar_x_urna","CAMILO DE LELLIS CARNEIRO FIGUEIREDO","1966-01-01","PDT","CAMILO FIGUEIREDO","CAMILO FIGUEIREDO","titular"
2010,"17","CARLINHOS AMORIM","CARLINHOS AMORIM","M2010_MA_7_12123_100000000059","BOCEL0035334","100000000059","nome_parlamentar_x_urna","CARLOS ANTONIO LEMOS DE AMORIM","1964-08-08","PDT","CARLINHOS AMORIM","CARLINHOS AMORIM","titular"
2010,"17","CARLINHOS FLORENCIO","CARLINHOS FLORENCIO","M2010_MA_7_31111_100000000475","BOCEL0018504","100000000475","nome_parlamentar_x_urna","JOSE CARLOS NOBRE MONTEIRO","1963-03-20","PHS","CARLINHOS FLORENCIO","CARLINHOS FLORENCIO","titular"
2010,"17","CARLOS ALBERTO MILHOMEM","CARLOS ALBERTO MILHOMEM",NA,NA,NA,NA,NA,NA,NA,"CARLOS ALBERTO MILHOMEM","CARLOS MILHOMEM","suplente"
2010,"17","CARLOS FILHOS","CARLOS FILHO","M2010_MA_7_43123_100000000340","BOCEL0111215","100000000340","urna_com_grafia_divergente","CARLOS ANTONIO MUNIZ FILHO","1976-03-26","PV","CARLOS FILHOS","CARLOS FILHOS","titular"
2010,"17","CARLOS FILHOS","CARLOS FILHOS","M2010_MA_7_43123_100000000340","BOCEL0111215","100000000340","urna_com_grafia_divergente","CARLOS ANTONIO MUNIZ FILHO","1976-03-26","PV","CARLOS FILHOS","CARLOS FILHOS","titular"
2010,"17","CESAR PIRES","CESAR PIRES","M2010_MA_7_25802_100000000343","BOCEL0006346","100000000343","nome_parlamentar_x_urna","CESAR HENRIQUE SANTOS PIRES","1956-10-13","DEM","CESAR PIRES","CESAR PIRES","titular"
2010,"17","CHICO GOMES","CHICO GOMES",NA,NA,"100000000347","suplente_nome_parlamentar_x_urna","FRANCISCO DE ASSIS CASTRO GOMES","17/05/1941",NA,"CHICO GOMES","CHICO GOMES","suplente"
2010,"17","CLEIDE COUTINHO","CLEIDE COUTINHO","M2010_MA_7_40888_100000000635","BOCEL0006980","100000000635","primeiro_ultimo_x_nome_bocel","CLEIDE BARROSO COUTINHO","1947-01-21","PSB","CLEIDE COUTINHO","CLEIDE COUTINHO","titular"
2010,"17","DR PADUA","DR PADUA","M2010_MA_7_11110_100000000423","BOCEL0005819","100000000423","nome_parlamentar_x_urna","ANTONIO DE PADUA FERREIRA BARROS","1963-06-13","PP","DR PADUA","DR PADUA","titular"
2010,"17","EDILAZIO JUNIOR","EDILAZIO JUNIOR","M2010_MA_7_43333_100000000344","BOCEL0144976","100000000344","primeiro_ultimo_x_nome_bocel","EDILÁZIO GOMES DA SILVA JUNIOR","1981-05-04","PV","EDILAZIO JUNIOR","EDILAZIO JUNIOR","titular"
2010,"17","EDIVALDO HOLANDA","EDIVALDO HOLANDA",NA,NA,"100000000064","suplente_nome_parlamentar_x_urna","EDIVALDO DE HOLANDA BRAGA","31/12/1946",NA,"EDIVALDO HOLANDA","EDIVALDO HOLANDA","suplente"
2010,"17","EDSON ARAUJO","EDSON ARAUJO","M2010_MA_7_17888_100000000461","BOCEL0004627","100000000461","nome_parlamentar_x_urna","EDSON CUNHA DE ARAUJO","1952-09-26","PSL","EDSON ARAUJO","EDSON ARAUJO","titular"
2010,"17","EDUARDO BRAIDE","EDUARDO BRAIDE","M2010_MA_7_33123_100000000463","BOCEL0120526","100000000463","nome_parlamentar_x_urna","EDUARDO SALIM BRAIDE","1976-01-12","PMN","EDUARDO BRAIDE","EDUARDO BRAIDE","titular"
2010,"17","ELIZIANE GAMA","ELIZIANE GAMA","M2010_MA_7_23000_100000000715","BOCEL0125827","100000000715","nome_parlamentar_x_urna","ELIZIANE PEREIRA GAMA","1977-02-27","PPS","ELIZIANE GAMA","ELIZIANE GAMA","titular"
2010,"17","FABIO BRAGA","FABIO BRAGA",NA,NA,"100000000345","suplente_nome_parlamentar_x_urna","FABIO HENRIQUE RAMOS BRAGA","19/08/1969",NA,"FABIO BRAGA","FABIO BRAGA","suplente"
2010,"17","FRANCISCA PRIMO","FRANCISCA PRIMO","M2010_MA_7_13888_100000000555","BOCEL0072550","100000000555","nome_parlamentar_x_urna","FRANCISCA FERREIRA","1968-03-28","PT","FRANCISCA PRIMO","FRANCISCA PRIMO","titular"
2010,"17","GARDENIA CASTELO","GARDENIA CASTELO","M2010_MA_7_45555_100000000071","BOCEL0014874","100000000071","nome_parlamentar_x_urna","GARDENIA MARIA SANTOS CASTELO RIBEIRO GONÇALVES","1961-12-01","PSDB","GARDENIA CASTELO","GARDENIA CASTELO","titular"
2010,"17","GRACA PAZ","GRACA PAZ","M2010_MA_7_12121_100000000098","BOCEL0033203","100000000098","nome_parlamentar_x_urna","MARIA GRAÇA FONSECA PAZ","1953-05-02","PDT","GRACA PAZ","GRACA PAZ","titular"
2010,"17","HELIO SOARES","HELIO SOARES","M2010_MA_7_11111_100000000427","BOCEL0003493","100000000427","nome_parlamentar_x_urna","HELIO OLIVEIRA SOARES","1952-06-06","PP","HELIO SOARES","HELIO SOARES","titular"
2010,"17","HEMETERIO WEBA","HEMETERIO WEBA","M2010_MA_7_43000_100000000349","BOCEL0042355","100000000349","nome_parlamentar_x_urna","HEMETÉRIO WEBA FILHO","1951-03-03","PV","HEMETERIO WEBA","HEMETERIO WEBA","titular"
2010,"17","JOAO OLYMPIO","JOAO OLYMPIO",NA,NA,"100000000087","suplente_nome_parlamentar_x_urna","JOÃO OLYMPIO RIBEIRO BARBOZA","21/04/1962",NA,"JOAO OLYMPIO","JOAO OLYMPIO","suplente"
2010,"17","JOSE LIMA NETO","JOSE LIMA NETO",NA,NA,NA,NA,NA,NA,NA,"JOSE LIMA NETO","JOSE NETO","suplente"
2010,"17","JOTA PINTA","JOTA PINTA","M2010_MA_7_22123_100000000244","BOCEL0006602","100000000244","urna_com_grafia_divergente","JOSÉ BENEDITO PINTO","1964-11-05","PR","JOTA PINTA","JOTA PINTA","titular"
2010,"17","JOTA PINTA","JOTA PINTO","M2010_MA_7_22123_100000000244","BOCEL0006602","100000000244","urna_com_grafia_divergente","JOSÉ BENEDITO PINTO","1964-11-05","PR","JOTA PINTA","JOTA PINTA","titular"
2010,"17","LEO CUNHA","LEO CUNHA","M2010_MA_7_20020_100000000832","BOCEL0036028","100000000832","nome_parlamentar_x_urna","LEOARREN TULIO DE SOUSA CUNHA","1963-01-21","PSC","LEO CUNHA","LEO CUNHA","titular"
2010,"17","LUCIANO GENESIO","LUCIANO GENESIO",NA,NA,"100000000663","suplente_nome_parlamentar_x_urna","JOÃO LUCIANO DA SILVA SOARES","09/03/1981",NA,"LUCIANO GENESIO","LUCIANO GENESIO","suplente"
2010,"17","LUCIANO LEITOA","LUCIANO LEITOA","M2010_MA_7_40212_100000000640","BOCEL0136749","100000000640","nome_parlamentar_x_urna","LUCIANO FERREIRA DE SOUSA","1980-06-22","PSB","LUCIANO LEITOA","LUCIANO LEITOA","titular"
2010,"17","MAGNO BACELAR","MAGNO BACELAR",NA,NA,"100000000341","suplente_nome_parlamentar_x_urna","CARLOS MAGNO DUQUE BACELAR","25/02/1938",NA,"MAGNO BACELAR","MAGNO BACELAR","suplente"
2010,"17","MANOEL RIBEIRO","MANOEL RIBEIRO","M2010_MA_7_14266_100000000360","BOCEL0014897","100000000360","nome_parlamentar_x_urna","MANOEL NUNES RIBEIRO FILHO","1948-01-07","PTB","MANOEL RIBEIRO","MANOEL RIBEIRO","titular"
2010,"17","MARCELO TAVARES","MARCELO TAVARES","M2010_MA_7_40123_100000000589","BOCEL0084990","100000000589","nome_parlamentar_x_urna","MARCELO TAVARES SILVA","1971-09-20","PSB","MARCELO TAVARES","MARCELO TAVARES","titular"
2010,"17","MARCOS CALDAS","MARCOS CALDAS","M2010_MA_7_10000_100000000495","BOCEL0030393","100000000495","nome_parlamentar_x_urna","MARCOS ANTONIO DE CARVALHO CALDAS","1966-02-09","PRB","MARCOS CALDAS","MARCOS CALDAS","titular"
2010,"17","MAX BARROS","MAX BARROS","M2010_MA_7_25800_100000000351","BOCEL0001072","100000000351","nome_parlamentar_x_urna","JOSE MAX PEREIRA BARROS","1958-08-02","DEM","MAX BARROS","MAX BARROS","titular"
2010,"17","NETO EVANGELISTA","NETO EVANGELISTA","M2010_MA_7_45678_100000000078","BOCEL0172874","100000000078","nome_parlamentar_x_urna","JOSE ARIMATEA LIMA NETO EVANGELISTA","1988-06-08","PSDB","NETO EVANGELISTA","NETO EVANGELISTA","titular"
2010,"17","OTHELINO NETO","OTHELINO NETO",NA,NA,"100000000719","suplente_nome_parlamentar_x_urna","OTHELINO NOVA ALVES NETO","07/07/1975",NA,"OTHELINO NETO","OTHELINO NETO","suplente"
2010,"17","PRISCYLLA SA","PRISCYLLA SA",NA,NA,"100000000260","suplente_nome_parlamentar_x_urna","PRISCYLLA BONIFACIO DE OLIVEIRA SÁ","22/07/1987",NA,"PRISCYLLA SA","PRISCYLLA SA","suplente"
2010,"17","RAIMUNDO CUTRIM","RAIMUNDO CUTRIM","M2010_MA_7_25678_100000000366","BOCEL0035137","100000000366","nome_parlamentar_x_urna_recente","RAIMUNDO SOARES CUTRIM","1953-10-08","DEM","RAIMUNDO CUTRIM","RAIMUNDO CUTRIM","titular"
2010,"17","RAIMUNDO LOURO","RAIMUNDO LOURO","M2010_MA_7_22222_100000000262","BOCEL0011494","100000000262","nome_parlamentar_x_urna","RAIMUNDO NONATO ALVES PEREIRA","1959-09-06","PR","RAIMUNDO LOURO","RAIMUNDO LOURO","titular"
2010,"17","RICARDO MURAD","RICARDO MURAD","M2010_MA_7_15333_100000000367","BOCEL0010492","100000000367","nome_parlamentar_x_urna","RICARDO JORGE MURAD","1956-04-12","PMDB","RICARDO MURAD","RICARDO MURAD","titular"
2010,"17","RIGO TELES","RIGO TELES","M2010_MA_7_43200_100000000368","BOCEL0076231","100000000368","nome_parlamentar_x_urna","RIGO ALBERTO TELIS DE SOUSA","1963-06-08","PV","RIGO TELES","RIGO TELES","titular"
2010,"17","ROBERTO COSTA","ROBERTO COSTA","M2010_MA_7_15789_100000000352","BOCEL0095004","100000000352","nome_parlamentar_x_urna","JOSE ROBERTO COSTA SANTOS","1974-03-18","PMDB","ROBERTO COSTA","ROBERTO COSTA","titular"
2010,"17","ROGERIO CAFETEIRA","ROGERIO CAFETEIRA","M2010_MA_7_33789_100000000512","BOCEL0088387","100000000512","nome_parlamentar_x_urna","ROGÉRIO RODRIGUES LIMA","1969-01-03","PMN","ROGERIO CAFETEIRA","ROGERIO CAFETEIRA","titular"
2010,"17","RUBENS PEREIRA JUNIOR","RUBENS PEREIRA JUNIOR","M2010_MA_7_65065_100000000677","BOCEL0164332","100000000677","primeiro_ultimo_x_nome_bocel","RUBENS PEREIRA E SILVA JUNIOR","1984-03-16","PC do B","RUBENS PEREIRA JUNIOR","RUBENS JUNIOR","titular"
2010,"17","SERGIO VIEIRA","SERGIO VIEIRA",NA,NA,NA,NA,NA,NA,NA,"SERGIO VIEIRA","SERGIO VIEIRA","suplente"
2010,"17","STENIO REZENDE","STENIO REZENDE","M2010_MA_7_15215_100000000369","BOCEL0053051","100000000369","nome_parlamentar_x_urna","STENIO DOS SANTOS REZENDE","1963-12-07","PMDB","STENIO REZENDE","STENIO REZENDE","titular"
2010,"17","VALERIA MACEDO","VALERIA MACEDO","M2010_MA_7_12222_100000000106","BOCEL0250540","100000000106","nome_parlamentar_x_urna","VALERIA MARIA SANTOS MACEDO","1970-01-23","PDT","VALERIA MACEDO","VALERIA MACEDO","titular"
2010,"17","VIANEY BRINGEL","VIANEY BRINGEL","M2010_MA_7_15015_100000000363","BOCEL0059844","100000000363","nome_parlamentar_x_urna","MARIA VIANEY PINHEIRO BRINGEL","1957-08-05","PMDB","VIANEY BRINGEL","VIANEY BRINGEL","titular"
2010,"17","VICTOR MENDES","VICTOR MENDES","M2010_MA_7_43456_100000000342","BOCEL0126356","100000000342","nome_parlamentar_x_urna","CARLOS VICTOR GUTERRES MENDES","1979-08-22","PV","VICTOR MENDES","VICTOR MENDES","titular"
2010,"17","ZE CARLOS","ZE CARLOS","M2010_MA_7_13222_100000000563","BOCEL0016564","100000000563","nome_parlamentar_x_urna","JOSE CARLOS NUNES JUNIOR","1955-05-26","PT","ZE CARLOS","ZE CARLOS","titular"
2014,"18","ADRIANO SARNEY","ADRIANO SARNEY","M2014_MA_7_43123_100000000745","BOCEL0151248","100000000745","nome_parlamentar_x_urna","JOSE ADRIANO CORDEIRO SARNEY","1980-06-20","PV","ADRIANO SARNEY","ADRIANO SARNEY","titular"
2014,"18","ALEXANDRE ALMEIDA","ALEXANDRE ALMEIDA","M2014_MA_7_19123_100000000458","BOCEL0156418","100000000458","nome_parlamentar_x_urna","ALEXANDRE VICENTE DE PAULA ALMEIDA","1983-09-04","PTN","ALEXANDRE ALMEIDA","ALEXANDRE ALMEIDA","titular"
2014,"18","ANA DO GAS","ANA DO GAS","M2014_MA_7_10000_100000000120","BOCEL0154440","100000000120","nome_parlamentar_x_urna","ANA DE NAZARE PEREIRA SILVA MACEDO MENDONÇA","1981-05-27","PRB","ANA DO GAS","ANA GAS","titular"
2014,"18","ANDREA MURAD","ANDREA MURAD","M2014_MA_7_15333_100000000674","BOCEL0149805","100000000674","nome_parlamentar_x_urna","ANDREA TROVÃO MURAD BARROS","1981-11-20","PMDB","ANDREA MURAD","ANDREA MURAD","titular"
2014,"18","ANTONIO PEREIRA","ANTONIO PEREIRA","M2014_MA_7_25333_100000000682","BOCEL0035207","100000000682","nome_parlamentar_x_urna_recente","ANTONIO PEREIRA FILHO","1961-02-06","DEM","ANTONIO PEREIRA","ANTONIO PEREIRA","titular"
2014,"18","BIRA DO PINDARE","BIRA DO PINDARE","M2014_MA_7_40100_100000000322","BOCEL0075870","100000000322","nome_parlamentar_x_urna","UBIRAJARA DO PINDARÉ ALMEIDA SOUSA","1968-11-01","PSB","BIRA DO PINDARE","BIRA PINDARE","titular"
2014,"18","CABO CAMPOS","CABO CAMPOS","M2014_MA_7_11190_100000000393","BOCEL0204650","100000000393","nome_parlamentar_x_urna","ROBERTO CAMPOS FILHO","1968-03-16","PP","CABO CAMPOS","CABO CAMPOS","titular"
2014,"18","CARLINHOS FLORENCIO","CARLINHOS FLORENCIO","M2014_MA_7_31111_100000000067","BOCEL0018504","100000000067","nome_parlamentar_x_urna","JOSE CARLOS NOBRE MONTEIRO","1963-03-20","PHS","CARLINHOS FLORENCIO","CARLINHOS FLORENCIO","titular"
2014,"18","CESAR PIRES","CESAR PIRES","M2014_MA_7_25802_100000000683","BOCEL0006346","100000000683","nome_parlamentar_x_urna","CESAR HENRIQUE SANTOS PIRES","1956-10-13","DEM","CESAR PIRES","CESAR PIRES","titular"
2014,"18","CRISTOVAM FILHO","CRISTOVAM FILHO",NA,NA,NA,NA,NA,NA,NA,"CRISTOVAM FILHO","CRISTOVAM FILHO","suplente"
2014,"18","DR LEVI PONTES","DR LEVI PONTES","M2014_MA_7_77123_100000000417","BOCEL0043966","100000000417","nome_parlamentar_x_urna","LEVI PONTES DE AGUIAR","1952-02-18","SD","DR LEVI PONTES","DR PONTES","titular"
2014,"18","EDILAZIO JUNIOR","EDILAZIO JUNIOR","M2014_MA_7_43333_100000000742","BOCEL0144976","100000000742","primeiro_ultimo_x_nome_bocel","EDILAZIO GOMES DA SILVA JUNIOR","1981-05-04","PV","EDILAZIO JUNIOR","EDILAZIO JUNIOR","titular"
2014,"18","EDIVALDO HOLANDA","EDIVALDO HOLANDA","M2014_MA_7_36123_100000000175","BOCEL0016555","100000000175","nome_parlamentar_x_urna","EDIVALDO DE HOLANDA BRAGA","1946-12-31","PTC","EDIVALDO HOLANDA","EDIVALDO HOLANDA","titular"
2014,"18","EDSON ARAUJO","EDSON ARAUJO","M2014_MA_7_17888_100000000638","BOCEL0004627","100000000638","nome_parlamentar_x_urna","EDSON CUNHA DE ARAUJO","1952-09-26","PSL","EDSON ARAUJO","EDSON ARAUJO","titular"
2014,"18","EDUARDO BRAIDE","EDUARDO BRAIDE","M2014_MA_7_33123_100000000047","BOCEL0120526","100000000047","nome_parlamentar_x_urna","EDUARDO SALIM BRAIDE","1976-01-12","PMN","EDUARDO BRAIDE","EDUARDO BRAIDE","titular"
2014,"18","EDIVALDO HOLANDA","EDVALDO HOLANDA","M2014_MA_7_36123_100000000175","BOCEL0016555","100000000175","nome_parlamentar_x_urna","EDIVALDO DE HOLANDA BRAGA","1946-12-31","PTC","EDIVALDO HOLANDA","EDIVALDO HOLANDA","titular"
2014,"18","FABIO BRAGA","FABIO BRAGA","M2014_MA_7_70123_100000000717","BOCEL0250974","100000000717","nome_parlamentar_x_urna","FABIO HENRIQUE RAMOS BRAGA","1969-08-19","PT do B","FABIO BRAGA","FABIO BRAGA","titular"
2014,"18","FABIO MACEDO","FABIO MACEDO","M2014_MA_7_12121_100000000299","BOCEL0117939","100000000299","nome_parlamentar_x_urna","FÁBIO HENRIQUE DIAS DE  MACEDO","1981-09-18","PDT","FABIO MACEDO","FABIO MACEDO","titular"
2014,"18","FERNANDO FURTADO","FERNANDO FURTADO",NA,NA,NA,NA,NA,NA,NA,"FERNANDO FURTADO","FERNANDO FURTADO","suplente"
2014,"18","FRANCISCA PRIMO","FRANCISCA PRIMO","M2014_MA_7_13888_100000000231","BOCEL0072550","100000000231","nome_parlamentar_x_urna","FRANCISCA FERREIRA","1968-03-28","PT","FRANCISCA PRIMO","FRANCISCA PRIMO","titular"
2014,"18","GLALBERT CUTRIM","GLALBERT CUTRIM","M2014_MA_7_10234_100000000126","BOCEL0193982","100000000126","nome_parlamentar_x_urna","GLALBERT NASCIMENTO CUTRIM","1988-11-01","PRB","GLALBERT CUTRIM","GLALBERT CUTRIM","titular"
2014,"18","GRACA PAZ","GRACA PAZ","M2014_MA_7_17000_100000000660","BOCEL0033203","100000000660","nome_parlamentar_x_urna","MARIA DA GRAÇA FONSECA PAZ","1953-05-02","PSL","GRACA PAZ","GRACA PAZ","titular"
2014,"18","HEMETERIO WEBA","HEMETERIO WEBA","M2014_MA_7_43000_100000000743","BOCEL0042355","100000000743","nome_parlamentar_x_urna","HEMETERIO WEBA FILHO","1951-03-03","PV","HEMETERIO WEBA","HEMETERIO WEBA","titular"
2014,"18","HUMBERTO COUTINHO","HUMBERTO COUTINHO","M2014_MA_7_12345_100000000300","BOCEL0006996","100000000300","nome_parlamentar_x_urna","HUMBERTO IVAR ARAUJO COUTINHO","1946-08-21","PDT","HUMBERTO COUTINHO","HUMBERTO COUTINHO","titular"
2014,"18","JOSIMAR DE MARANHAOZINHO","JOSIMAR DE MARANHAOZINHO","M2014_MA_7_22000_100000000756","BOCEL0187574","100000000756","nome_parlamentar_x_urna","JOSIMAR CUNHA RODRIGUES","1976-11-13","PR","JOSIMAR DE MARANHAOZINHO","JOSIMAR MARANHAOZINHO","titular"
2014,"18","JOSIMAR DE MARANHAOZINHO","JOSIMAR MARANHAOZINHO","M2014_MA_7_22000_100000000756","BOCEL0187574","100000000756","nome_parlamentar_x_urna","JOSIMAR CUNHA RODRIGUES","1976-11-13","PR","JOSIMAR DE MARANHAOZINHO","JOSIMAR MARANHAOZINHO","titular"
2014,"18","JOTA PINTO","JOTA PINTO",NA,NA,"100000000036","suplente_nome_parlamentar_x_urna","JOSE BENEDITO PINTO","05/11/1964",NA,"JOTA PINTO","JOTA PINTO","suplente"
2014,"18","JUNIOR VERDE","JUNIOR VERDE","M2014_MA_7_10123_100000000129","BOCEL0118831","100000000129","nome_parlamentar_x_urna","JESUINO CORDEIRO MENDES JUNIOR","1975-09-02","PRB","JUNIOR VERDE","JUNIOR VERDE","titular"
2014,"18","LEO CUNHA","LEO CUNHA","M2014_MA_7_20020_100000000736","BOCEL0036028","100000000736","nome_parlamentar_x_urna","LEOARREN TULIO DE SOUSA CUNHA","1963-01-21","PSC","LEO CUNHA","LEO CUNHA","titular"
