ano_eleicao,leg,nome_grupo,nome_normalizado,id_mandato,id_pessoa,sq_cand,metodo,nome_completo,dt_nasc,partido_tse,k,k_pu,condicao
2022,"20","JUSCELINO MARRECA","JUSCELINO MARRECA","M2022_MA_7_51444_100001608131","BOCEL0183692","100001608131","nome_parlamentar_x_urna","JUSCELINO DA CRUZ FILGUEIRA JUNIOR","1988-09-15","PATRIOTA","JUSCELINO MARRECA","JUSCELINO MARRECA","titular"
2022,"20","KEKE TEIXEIRA","KEKE TEIXEIRA",NA,NA,"100001606605","suplente_nome_parlamentar_x_urna","WEYKLEN COELHO TEIXEIRA","27/04/1981",NA,"KEKE TEIXEIRA","KEKE TEIXEIRA","suplente"
2022,"20","LEANDRO BELLO","LEANDRO BELLO","M2022_MA_7_19456_100001614815","BOCEL0187649","100001614815","nome_parlamentar_x_urna","LEANDRO BELLO DE SÁ ROSAS COSTA","1987-04-29","PODE","LEANDRO BELLO","LEANDRO BELLO","titular"
2022,"20","MICAL DAMASCENO","MICAL DAMASCENO","M2022_MA_7_55456_100001607113","BOCEL0082690","100001607113","nome_parlamentar_x_urna","MICAL SILVA DAMASCENO","1971-01-14","PSD","MICAL DAMASCENO","MICAL DAMASCENO","titular"
2022,"20","MILTINHO ARAGAO","MILTINHO ARAGAO",NA,NA,"100001607080","suplente_nome_parlamentar_x_urna","HAMILTON NOGUEIRA ARAGÃO","04/07/1964",NA,"MILTINHO ARAGAO","MILTINHO ARAGAO","suplente"
2022,"20","NETO EVANGELISTA","NETO EVANGELISTA","M2022_MA_7_44678_100001607486","BOCEL0172874","100001607486","nome_parlamentar_x_urna","JOSÉ ARIMATEA LIMA NETO EVANGELISTA","1988-06-08","UNIÃO","NETO EVANGELISTA","NETO EVANGELISTA","titular"
2022,"20","OSMAR FILHO","OSMAR FILHO","M2022_MA_7_12012_100001599582","BOCEL0185500","100001599582","nome_parlamentar_x_urna","OSMAR GOMES DOS SANTOS FILHO","1986-11-25","PDT","OSMAR FILHO","OSMAR FILHO","titular"
2022,"20","OTHELINO NETO","OTHELINO NETO","M2022_MA_7_65065_100001613745","BOCEL0115673","100001613745","nome_parlamentar_x_urna","OTHELINO NOVA ALVES NETO","1975-07-07","PC do B","OTHELINO NETO","OTHELINO NETO","titular"
2022,"20","PARA FIGUEIREDO","PARA FIGUEIREDO",NA,NA,"100001603171","suplente_nome_parlamentar_x_urna","KARLOS PARABUCU SANTOS FIGUEIREDO DOS ANJOS","15/12/1979",NA,"PARA FIGUEIREDO","PARA FIGUEIREDO","suplente"
2022,"20","PROFESSOR MARCO AURELIO","PROFESSOR MARCO AURELIO",NA,NA,NA,NA,NA,NA,NA,"PROFESSOR MARCO AURELIO","PROFESSOR AURELIO","suplente"
2022,"20","RAFAEL","RAFAEL",NA,NA,NA,NA,NA,NA,NA,"RAFAEL",NA,"suplente"
2022,"20","RAFAEL LEITOA","RAFAEL LEITOA","M2022_MA_7_40212_100001607074","BOCEL0150918","100001607074","nome_parlamentar_x_urna","RAFAEL DE BRITO SOUSA","1982-04-22","PSB","RAFAEL LEITOA","RAFAEL LEITOA","titular"
2022,"20","RICARDO ARRUDA","RICARDO ARRUDA","M2022_MA_7_15000_100001606625","BOCEL0118715","100001606625","nome_parlamentar_x_urna","RICARDO JOSÉ SÁ FORTES DE ARRUDA","1976-07-12","MDB","RICARDO ARRUDA","RICARDO ARRUDA","titular"
2022,"20","RICARDO RIOS","RICARDO RIOS","M2022_MA_7_65123_100001613740","BOCEL0169133","100001613740","nome_parlamentar_x_urna","RICARDO TADEU RIBEIRO PEARCE","1986-07-14","PC do B","RICARDO RIOS","RICARDO RIOS","titular"
2022,"20","RICARDO SEIDEL","RICARDO SEIDEL",NA,NA,"100001607107","suplente_nome_parlamentar_x_urna","RICARDO SEIDEL GUIMARÃES","03/05/1985",NA,"RICARDO SEIDEL","RICARDO SEIDEL","suplente"
2022,"20","RILDO AMARAL","RILDO AMARAL","M2022_MA_7_11111_100001608087","BOCEL0113249","100001608087","nome_parlamentar_x_urna","RILDO DE OLIVEIRA AMARAL","1977-05-22","PP","RILDO AMARAL","RILDO AMARAL","titular"
2022,"20","ROBERTO COSTA","ROBERTO COSTA","M2022_MA_7_15789_100001606627","BOCEL0095004","100001606627","nome_parlamentar_x_urna","JOSÉ ROBERTO COSTA SANTOS","1974-03-18","MDB","ROBERTO COSTA","ROBERTO COSTA","titular"
2022,"20","RODRIGO LAGO","RODRIGO LAGO","M2022_MA_7_65400_100001613741","BOCEL0145023","100001613741","nome_parlamentar_x_urna","RODRIGO PIRES FERREIRA LAGO","1979-07-13","PC do B","RODRIGO LAGO","RODRIGO LAGO","titular"
2022,"20","ROSANGELA VIDAL","ROSANGELA VIDAL",NA,NA,"100001603176","suplente_nome_parlamentar_x_urna","ROSÂNGELA MARIA PEREIRA VIDAL OLIVEIRA","08/10/1977",NA,"ROSANGELA VIDAL","ROSANGELA VIDAL","suplente"
2022,"20","SERGIO ALBUQUERQUE","SERGIO ALBUQUERQUE",NA,NA,"100001608125","suplente_nome_parlamentar_x_urna","SERGIO RICARDO DE ALBUQUERQUE BOGEA","22/03/1972",NA,"SERGIO ALBUQUERQUE","SERGIO ALBUQUERQUE","suplente"
2022,"20","SOLANGE ALMEIDA","SOLANGE ALMEIDA","M2022_MA_7_22345_100001603166","BOCEL0140749","100001603166","nome_parlamentar_x_urna","SOLANGE DE ARAUJO SOUSA","1979-01-02","PL","SOLANGE ALMEIDA","SOLANGE ALMEIDA","titular"
2022,"20","SOLDADO LEITE","SOLDADO LEITE",NA,NA,"100001620069","suplente_nome_parlamentar_x_urna","ALEXANDRE HENRIQUE RIOS LEITE","10/01/1986",NA,"SOLDADO LEITE","SOLDADO LEITE","suplente"
2022,"20","VICINIUS LOURO","VICINIUS LOURO",NA,NA,NA,NA,NA,NA,NA,"VICINIUS LOURO","VICINIUS LOURO","suplente"
2022,"20","WELLINGTON DO CURSO","WELLINGTON DO CURSO","M2022_MA_7_20123_100001620072","BOCEL0083368","100001620072","nome_parlamentar_x_urna","CARLOS WELLINGTON DE CASTRO BEZERRA","1970-09-27","PSC","WELLINGTON DO CURSO","WELLINGTON CURSO","titular"
2022,"20","ZE INACIO","ZE INACIO",NA,NA,"100001613748","suplente_nome_parlamentar_x_urna","JOSÉ INACIO SODRÉ RODRIGUES","21/08/1973",NA,"ZE INACIO","ZE INACIO","suplente"
