"idx","amostra","na_amostra_40","id_mandato_bocel","id_municipio_ibge","data_diario","confianca","evento_inferido","evento_ancorado","metodo_pareamento","motivo_rebaixamento","nome","url_diario","trecho"
35,"20_media",TRUE,"M2020_90514_13_40122_120000938623","5002704","2024-05-16","media","licenca",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","CARLOS AUGUSTO BORGES","https://data.queridodiario.ok.org.br/5002704/2024-05-16/186573428058b1c069efa3013776b9eafd0786d1.pdf","MUNICÍPIO DE CAMPO GRANDE-MS. CÂMARA MUNICIPAL DE CAMPO GRANDE-MS, 15 DE MAIO DE 2024. CARLOS AUGUSTO BORGES Presidente ATOS LEGISLATIVOS DESPACHO AO REQUERIMENTO PROTOCOLADO SOB O N. 11.049/24, EM 14/05/2024. RECEBO E DEFIRO O PEDIDO DE <<LICENÇA DO VEREADOR>> CLAUDINHO SERRA, POR 120 DIAS, A PARTIR DE 15 DE MAIO DE 2024, RECONHECENDO A SUA P O D E R L E G I S L A T I V OPARTE II DIOGRANDE n. 7.501PÁGINA 25 - quinta-feira, 16 de maio de 2024 ATOS DA ADMINISTRAÇÃO REPUBLICA-SE, POR CONSTAR"
36,"20_media",TRUE,"M2020_27537_13_11222_20001189756","2702702","2022-06-10","media","cassacao",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","JAILTON FLORENTINO DOS SANTOS","https://data.queridodiario.ok.org.br/2700000/2022-06-10/6e9aa3a5342fa780ec354a7c73a0eb17cd744089.pdf","Extraordinária da Câmara de Vereadores de Feliz Deserto Alagoas. Realizada em 06 de Junho de 2022. Aos seis dias do mês de Junho de 2022, no prédio sede da Câmara Municipal, reuniram-se os Vereadores de Feliz Deserto, em julgamento do Processo de <<Cassação>> do Mandato do Vereador Douglas Castro Simões Lessa. Tendo como presidente, o Vereador Jailton Florentino dos Santos, junto ao demais Vereadores presentes, www.diariomunicipal.com.br/ama "
37,"20_media",TRUE,"M2016_74837_13_22456_160000017764","4104303","2017-01-04","media","afastamento",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","EDILSON VEDOVATTI MARTINS","https://data.queridodiario.ok.org.br/4104303/2017-01-04/13dcc251a13814e9d774ad2f596692ad91bb3fe1.pdf","ENCERRADA A PRESENTE SESSÃO PREPARATÓRIA. Vamos ao intervalo de alguns minutos para na sequência iniciarmos a Sessão Solene de Posse do Prefeito do Município de Campo Mourão - Gestão 2017-2020, sua Excelência Senhor Tauillo Tezelli e, também <<posse do Vice-Prefeito>>, sua Excelência Senhor José Roberto Voidelo”. Edson Battilani - Presidente Edilson Vedovatti Martins - 1o Vice-Presidente Sidney Ronaldo Ribeiro - 2o Vice-Presidente Jadir Soares - 1o Secretário Roberto Cruz Mendes - 2o Secretário"
38,"20_media",TRUE,"M2020_58122_13_55333_190000861211","3304144","2024-05-02","media","cassacao",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","ELERSON LEANDRO ALVES","https://data.queridodiario.ok.org.br/3304144/2024-05-02/86cb3641d03243793949d91b36ec0f652959a3f6.pdf","......................................................R$ 1.477,33 JEFFERSON PEREIRA DA SILVA Diretor-Presidente PREVIQUEIMADOS Mat. 4223/41 Atos do Poder Legislativo DECRETO LEGISLATIVO Nº 568, 02 DE MAIO DE 2024. “DISPÕE SOBRE A <<CASSAÇÃO>> DO MANDATO DO VEREADOR DO MUNICÍPIO DE QUEIMADOS/RJ, SR. ELERSON LEANDRO ALVES E DÁ OUTRAS PROVIDEÊNCIAS” O Presidente da Câmara Municipal de Queimados, no uso de suas atribuições legais e regimentais, por meio de seus representantes e,"
39,"20_media",TRUE,"M2016_90670_13_40789_110000007675","5103403","2020-03-05","media","cassacao",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","MISAEL OLIVEIRA GALVÃO","https://data.queridodiario.ok.org.br/5103403/2020-03-05/bd7a20a5f8d4691abbb5f6dbf789381856d0996f.pdf","Extraordinária a se realizar no dia 06 de março às 08h00 horas, no Plenário das Deliberações para deliberação na Ordem do Dia do Processo nº 014/2020, referente ao Projeto de Resolução da Comissão de Ética e Decoro Parlamentar que Decreta a <<Perda do Mandato>> Parlamentar do Vereador Abílio Jr.” Torno sem efeito a convocação extraordinária publicada no diário nº 1856. PUBLIQUE-SE. Cuiabá, 04 de março de 2020. Vereador Misael Oliveira Galvão Presidente da Câmara Municipal de Cuiabá "
40,"20_media",TRUE,"M2020_65870_11_51_250000873386","3524303","2021-01-08","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","EMERSON RODRIGO CAMARGO","https://data.queridodiario.ok.org.br/3524303/2021-01-08/930b400dbd96070c9f9eebbea4c3634aacaf4b78.pdf","Jaboticabal, aos 06 de janeiro de 2021. EMERSON RODRIGO CAMARGO Prefeito Municipal SEPREM COMUNICADO DE <<RENÚNCIA>> DE MEMBRO DO CONSELHO ADMINISTRATIVO DO SEPREM COMUNICADO DE <<RENÚNCIA>> DE MEMBRO DO CONSELHO ADMINIS- TRATIVO DO SEPREM Paulo César Pires, Superintendente do Seprem, no uso de suas atribuições e com fundamento na Lei Municipal nº 2.239/1993, vem comunicar a <<renúncia>> praticada em 22 de dezembro de 2020 pelo então conselheiro administrativo do SEPREM, Elton Carlos de Souza"
41,"20_media",TRUE,"M2016_81051_13_22100_240000015175","4205407","2018-02-23","media","suplente_efetivado",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","GUILHERME PEREIRA DE PAULO","https://data.queridodiario.ok.org.br/4205407/2018-02-23/33882dccc269537db52721c6c20bea573f4f312d.pdf","solicitada;”(NR) Art. 2º O caput do art. 46 da Lei Orgânica do Município de Florianópolis passa a vigorar com a seguinte redação: “Art. 46. Nos casos de licença superior a trinta dias ou nos previstos nos itens I e IV do artigo anterior, far-se-á <<convocação do suplente>> pelo Presidente da Câmara.”(NR) Art. 3º Esta Emenda à Lei Orgânica entra em vigor na data de sua publicação. Câmara Municipal de Florianópolis, em 20 de fevereiro de 2018. Vereador Guilherme Pereira de Paulo- Presidente Vereador Claudinei"
42,"20_media",TRUE,"M2020_75353_13_13133_160001202831","4106902","2023-03-10","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","ANA CAROLINA MOURA MELO DARTORA","https://data.queridodiario.ok.org.br/4106902/2023-03-10/3d0fdd2a564f1bb6d93e42daa5f872be8aeb5948.pdf","Fundação Estatal de Atenção à Saúde, 8 de março de 2023. Sezifredo Paulo Alves Paz : Diretor Geral ATO DA MESA Nº 7 A MESA DA CÂMARA MUNICIPAL DE CURITIBA, CAPITAL DO ESTADO DO PARANÁ, no uso de suas atribuições legais, e CONSIDERANDO a <<renúncia>> dos Vereadores Ana Carolina Moura Melo Dartora (Ver. Carol Dartora); Denian Couto Coelho (Ver. Denian Couto); Flávia Carolina Resende Jaber Francischini (Verª Flávia Francischini) e, Renato de Almeida Freitas Junior (Ver. Renato Freitas); CONSIDERANDO"
43,"20_media",TRUE,"M2024_62294_13_11777_250002126618","3506508","2025-07-30","media","cassacao",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","JOSÉ FERMINO GROSSO","https://data.queridodiario.ok.org.br/3506508/2025-07-30/3c243b5fe871f1733f32af1a49fa51b8aa45e411.pdf","de julho de 2025. Exmo. Sr. VEREADOR REGINALDO FERNANDO PEREIRA, DD. Presidente da Câmara Municipal de B I R I G Ü I. Senhor Presidente: Os Vereadores do Bloco Parlamentar “DEMOCRACIA PARTICIPATIVA”, abaixo subscritos, tendo em vista a <<perda do mandato>> eletivo do vereador José Fermino Grosso, conforme Ato do Presidente nº 03/2025, e a posse da Vereadora Daniela Tiete, se reuniram para deliberação na nova formação do bloco. Por oportuno, informamos a Vossa Excelência inclusão de novo"
44,"20_media",TRUE,"M2012_75353_13_10123_160000014972","4106902","2016-04-11","media","renuncia",NA,"tokens_primeiro_e_ultimo_nome_unico",NA,"VALDEMIR MANOEL SOARES","https://data.queridodiario.ok.org.br/4106902/2016-04-11/c27e6ce2294aace2daffdedb2f6245461d20a79c.pdf","Legislativo CÂMARA MUNICIPAL DE CURITIBA - CMC DIÁRIO OFICIAL ELETRÔNICO ATOS DO MUNICÍPIO DE CURITIBA Nº 67 - ANO V CURITIBA, SEGUNDA-FEIRA, 11 DE ABRIL DE 2016 Página 5 ATO DA MESA Nº 4 declarar, vaga uma cadeira neste Legislativo, em razão da <<renúncia>> do mandato do Vereador Valdemir Soares, nos termos do Parágrafo Único do Artigo 26 da Lei Orgânica do Município de Curitiba, combinado com o Art. 15 do Regimento Interno da Câmara Municipal de Curitiba, a partir do dia 06 de abril do corrente ano"
45,"20_media",TRUE,"M2020_75353_13_19019_160000642997","4106902","2023-03-10","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","DENIAN COUTO COELHO","https://data.queridodiario.ok.org.br/4106902/2023-03-10/3d0fdd2a564f1bb6d93e42daa5f872be8aeb5948.pdf","Fundação Estatal de Atenção à Saúde, 8 de março de 2023. Sezifredo Paulo Alves Paz : Diretor Geral ATO DA MESA Nº 7 A MESA DA CÂMARA MUNICIPAL DE CURITIBA, CAPITAL DO ESTADO DO PARANÁ, no uso de suas atribuições legais, e CONSIDERANDO a <<renúncia>> dos Vereadores Ana Carolina Moura Melo Dartora (Ver. Carol Dartora); Denian Couto Coelho (Ver. Denian Couto); Flávia Carolina Resende Jaber Francischini (Verª Flávia Francischini) e, Renato de Almeida Freitas Junior (Ver. Renato Freitas); CONSIDERANDO"
46,"20_media",TRUE,"M2024_71137_13_55055_250001930759","3550605","2025-07-10","media","cassacao",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","THIAGO VIEIRA NUNES","https://data.queridodiario.ok.org.br/3550605/2025-07-10/5d3309f5f2ef7250e841482a8305d8596b303cce.pdf","Rogério Jean da Silva submetida à Comissão Processante instituída pela Portaria nº 32/2025, de 06/02/2025, cujos trabalhos constam do Processo nº 22/2025, do qual provém o Projeto de Decreto Legislativo nº 22/2025, de 10/07/2025, que “Dispõe sobre a <<cassação>> do mandato de vereador nos termos do Decreto-Lei nº 201/1967”. IV – Explicação Pessoal (Art. 175 do Regimento Interno, conforme sequência da ata anterior): Vereador Thiago Vieira Nunes; Vereador Wanderlei Divino Antunes; Vereador William da Silva"
47,"20_media",TRUE,"M2012_90514_13_70070_120000001896","5002704","2015-10-23","media","licenca",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","FLAVIO CESAR MENDES DE OLIVEIRA","https://data.queridodiario.ok.org.br/5002704/2015-10-23/7e9bd89b3553f47d83d2ca18343dbd968eefa0a2.pdf","Regimento Interno desta Casa. Sala das Sessões, 08 de outubro de 2015. Edil Albuquerque Vereador Ao Sr. FLÁVIO CÉSAR MENDES DE OLIVEIRA Presidente em Exercício da Câmara Municipal de Campo Grande-MS Nesta DESPACHO Recebo e defiro o pedido de <<licença do Vereador>> EDIL ALBUQUERQUE, das sessões plenárias que serão realizadas dia 20, 21 e 22 de outubro do corrente ano, reconhecendo sua legitimidade posto que fundamentado no Art. 20, Inciso II da Lei Orgânica do Município e do Art. 98, Inciso III, do"
48,"20_media",TRUE,"M2024_74950_13_11000_160002028430","4104907","2025-12-15","media","cassacao",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","RENATO OSCAR DA SILVA CORDEIRO","https://data.queridodiario.ok.org.br/4104907/2025-12-15/148fff5a20df0e4feab44802c95378ac4254d7ce.pdf","passa a vigorar a seguinte redação: “Art. 48. [...] § 2o – O Prefeito não poderá se ausentar do Município ou do País, ou se afastar do cargo, por mais de quinze (15) dias consecutivos, sem licença da Câmara, sob pena de incorrer na <<perda do mandato>>.” Art. 3°. Esta Lei entrará em vigor na data de sua publicação, revogadas as disposições em contrário. Pedro Jaremczuk Gerson Sutil Vice-Presidente Presidente Jhonnathan de Sousa Flugel Renato Oscar da Silva Cordeiro"
49,"20_media",TRUE,"M2024_65552_11_22_250002216480","3522703","2026-06-24","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","VLADIMIR DO CARMO REGGIANI","https://data.queridodiario.ok.org.br/3522703/2026-06-24/b9a2ca79292c09005c41a6f381cb2185c7f1ab21.pdf","munido de todos os documentos necessários para qualificação, conforme Anexo I, até o dia 01 de julho de 2026, no horário das 09h00 às 15h00. O não comparecimento ou não fornecimento de todos os documentos exigidos implicará automaticamente na <<renúncia>> do cargo. Itápolis, 24 de junho de 2026 VLADIMIR DO CARMO REGGIANI Prefeito Municipal de Itápolis ENFERMEIRO 06 DAIANE DE GOUVEA COLETTO PIQUERA Edição Nº 2752, Quarta-feira, 24 de Junho"
50,"20_media",TRUE,"M2016_62510_13_45670_250000066983","3507605","2020-08-04","media","cassacao",NA,"tokens_primeiro_e_ultimo_nome_unico",NA,"JOÃO CARLOS DOS SANTOS CARVALHO","https://data.queridodiario.ok.org.br/3507605/2020-08-04/449bcf96485ed2ae95942deafee7920441626306.pdf","garantindo autenticidade, validade jurídica e integridade. Publicação Oficial da Prefeitura de Bragança Paulista, conforme Lei Municipal 4.464, de 16 de abril de 2015 e Decreto Municipal 2.912, de 14 de março de 2019 oposição e manifestou-se pela <<cassação>> do vereador Ditinho, tanto pelo ato em si, quanto pela falta de decoro; no entanto, ponderou que cabe à Comissão de Ética analisar o caso e ao Plenário deliberar sobre tal análise. Questionada pelo edil João Carlos Carvalho, a Presidência informou"
