"idx","amostra","na_amostra_40","id_mandato_bocel","id_municipio_ibge","data_diario","confianca","evento_inferido","evento_ancorado","metodo_pareamento","motivo_rebaixamento","nome","url_diario","trecho"
34,"20_media",TRUE,"M2020_89575_11_40_210000686551","4322707","2024-06-13","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","GILSON ADRIANO BECKER","https://data.queridodiario.ok.org.br/4322707/2024-06-13/9934841e0e3addc96e4900853dcc1761cc6f5046.pdf","apresentar no setor de Recursos Humanos, na Secretaria Municipal de Administração da Prefeitura Municipal de Vera Cruz, situada na Avenida Nestor Frederico Henn, 1645. O NÃO comparecimento no prazo estipulado será interpretado como <<renúncia>> ao contrato. Gabinete do Prefeito, 13 de junho de 2024. GILSON ADRIANO BECKER Prefeito Vera Cruz/RS, Quinta-feira, 13 de Junho de 2024 - Edição 1497 - Lei 4.683/18 _____________________________________________________________________________________"
35,"20_media",TRUE,"M2020_89575_11_40_210000686551","4322707","2024-06-17","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","GILSON ADRIANO BECKER","https://data.queridodiario.ok.org.br/4322707/2024-06-17/0fe36746af89fd9f6a33e928cbcfe85a62861cac.pdf","apresentar no setor de Recursos Humanos, na Secretaria Municipal de Administração da Prefeitura Municipal de Vera Cruz, situada na Avenida Nestor Frederico Henn, 1645. O NÃO comparecimento no prazo estipulado será interpretado como <<renúncia>> ao contrato. Gabinete do Prefeito, 17 de junho de 2024. GILSON ADRIANO BECKER Prefeito Vera Cruz/RS, Segunda-feira, 17 de Junho de 2024 - Edição 1499 - Lei 4.683/18 _____________________________________________________________________________________"
36,"20_media",TRUE,"M2024_74950_13_10200_160001974395","4104907","2026-06-29","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","JHONNATHAN DE SOUSA FLUGEL","https://data.queridodiario.ok.org.br/4104907/2026-06-29/e0d20489ec91ccef6cf36108eee9e4c2b756ddf1.pdf","procedeu-se à votação para eleição da 2ª Secretaria da Mesa Executiva da Câmara Municipal de Castro, com mandato até 31 de dezembro de 2026, tendo em vista a apresentação na Sessão Ordinária de vinte e dois (22) de junho de 2026, de Termo de <<Renúncia>> ao cargo de 2º Secretário da Mesa Executiva pelo Vereador Jhonnathan de Sousa Flugel, nos termos do artigo 12, inciso III do Regimento Interno da Casa. Estavam presentes na votação os Vereadores eleitos para a Gestão 2025 – 2028, a saber: Gerson"
37,"20_media",TRUE,"M2020_74950_13_11500_160000720447","4104907","2023-05-05","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","AUGUSTO DE CAMARGO IUCKSCH BECK","https://data.queridodiario.ok.org.br/4104907/2023-05-05/b43975777fb6e22d55937aec3ee92e719c656456.pdf","procedeu-se à votação para eleição da 1ª Secretaria da mesa Executiva da Câmara municipal de Castro, com mandato até 31 de dezembro de 2024, tendo em vista a apresentação na Sessão Ordinária de vinte e seis (26) de abril de 2023, de Termo de <<Renúncia>> ao cargo de 1º Secretário da mesa Executiva pelo Vereador Augusto de Camargo iucksch Beck, nos termos do artigo 12, inciso iii do Regimento interno da Casa. Estavam presentes na votação os Vereadores eleitos para a Gestão 2021 – 2024, a saber:"
38,"20_media",TRUE,"M2016_72451_13_15200_250000037577","3557105","2018-05-16","media","cassacao",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","VANDER MARCELO COIENCA","https://data.queridodiario.ok.org.br/3557105/2018-05-16/e38325f08eceb9fa28cfb941c550ca4c1ee98200.pdf","que enquanto munícipe acompanhou um processo de <<cassação>> e lembrou, ainda, que participou como membro da Comissão de Ética de processo de <<cassação>> em legislatura anterior, explicou que não aceita interferência externa de nenhum outro Poder no Poder Legislativo, afirmando que votará contra a <<cassação>> do Vereador denunciado, defendeu o trabalho feito pelo Vereador denunciado durante essa legislatura e voltou a afirmar que votará contra a <<cassação>>; Vander Marcelo Coienca em seu pronunciamento"
39,"20_media",TRUE,"M2020_61115_13_23000_250001125011","3500600","2023-03-13","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","TATIANA HEIDORN ALVAREZ DE AQUINO PEREIRA","https://data.queridodiario.ok.org.br/3500600/2023-03-13/b913fecc657a6064b6f83349687f9af460bb2f2d.pdf","BEBEDOUROSPÚBLICOS DO MUNICÍPIO, ESPECIALMENTENO PARQUE DAS ÁGUAS E TAMBÉM NO BEBEDOURO DO MIRANTE DA CICLOVIA, EVITANDO FURTOS AUTORIA: VEREADORA MONICA DE MITRY CORRENTE CORRESPONDÊNCIARECEBIDA CORRESPONDÉNCIARECEBIDA - 03/03/2023 ASSUNTO: PEDIDO DE <<RENÚNCIA>> DO CARGO DE VEREADORA AUTORIA: VEREADORA TATIANA HEIDORN ALVAREZ DE AQUINO PEREIRA CORRESPONDÊNCIARECEBIDA - 08/03/2023 ASSUNTO: SOLICITA INFORMAÇÕESSOBRE VIAGEM Á MINAS GERAIS AUTORIA: VEREADORA MONICA DE MITRY CORRENTE CORRESPONDÊNCIARECEBIDA"
40,"20_media",TRUE,"M2024_32450_11_55_260002136947","2807303","2026-04-07","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","LUCAS FREIRE VASCO","https://data.queridodiario.ok.org.br/2807303/2026-04-07/05df21b489ed5eecf552446a6e87d97d28157d2b.pdf","anexos II, III e IV são obrigatórias e a do anexo V é facultativa, conforme decisão pessoal e espontânea do candidato. Observação: O não comparecimento para apresentação da documentação no prazo acima estipulado, fica declarado pelo convocado a <<renúncia>> tácita e ou desistência pela vaga pleiteada. Gabinete do Prefeito Municipal de Telha, em 07 de abril de 2026. LUCAS FREIRE VASCO PREFEITO KARLA MARCELINA DE JESUS BRASIDA SECRETÁRIA MUNICIPAL DE ADMINISTRAÇÃO JULIANA RAMOS"
41,"20_media",TRUE,"M2020_89575_11_40_210000686551","4322707","2024-04-03","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","GILSON ADRIANO BECKER","https://data.queridodiario.ok.org.br/4322707/2024-04-03/8109aad3112c8200abae19053069bd5ae2a09521.pdf"," setor de Recursos Humanos, na Secretaria Municipal de Administração da Prefeitura Municipal de Vera Cruz, situada na Avenida Nestor Frederico Henn, 1645. O NÃO comparecimento no prazo estipulado será interpretado como <<renúncia>> ao contrato. Gabinete do Prefeito, 03 de abril de 2024. GILSON ADRIANO BECKER Prefeito Vera Cruz/RS, Quarta-feira, 03 de Abril de 2024 - Edição 1451 - Lei 4.683/18 _____________________________________________________________________________________"
42,"20_media",TRUE,"M2016_91510_13_15015_110000010558","5107602","2019-02-08","media","renuncia",NA,"tokens_primeiro_e_ultimo_nome_unico",NA,"THIAGO ALEXANDRE RODRIGUES DA SILVA","https://data.queridodiario.ok.org.br/5107602/2019-02-08/be8a082ba0d84ee4f778a2e97ab87885ee82072b.pdf","e trinta e quatro, foi realizado o Termo de Posse do Senhor REGINALDO DE SOUZA SANTOS, eleito 1° suplente de Vereador pela Coligação """"SEGUINDO EM FRENTE 1"""", em dois de outubro de dois mil e dezesseis. A posse se deu em decorrência da Carta <<Renúncia>> do Vereador Thiago Silva, através do Memorando nº 008/2019, ao Cargo eletivo de Vereador a partir de 24 de janeiro de 2019, conforme Regimento Interno no Art. 23 - Alínea II. O vereador Reginaldo de Souza Santos, já estava como Vereador pois"
43,"20_media",TRUE,"M2016_54011_13_55123_130000039683","3170107","2019-08-07","media","cassacao",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","ISMAR VICENTE DOS SANTOS","https://data.queridodiario.ok.org.br/3170107/2019-08-07/0d00aac248f28d1eb3b802f48104a614ded047df.pdf","Agosto de 2019. ISMAR VICENTE DOS SANTOS Vereador/Presidente RESOLUÇÕES RESOLUÇÃO Nº. 3.773 Altera a Resolução nº 2.363/2006, que “Dispõe sobre o Regimento Interno da Câmara Municipal de Uberaba”, versando sobre o processo de <<cassação>> do Prefeito Municipal, e contém outras disposições. O Povo do Município de Uberaba, Estado de Minas Gerais, por seus representantes na Câmara Municipal, aprova, e eu, presidente, em seu nome, promulgo a seguinte Resolução: Art. 1º. Dá nova"
44,"20_media",TRUE,"M2024_89575_11_40_210001970800","4322707","2025-02-04","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","GILSON ADRIANO BECKER","https://data.queridodiario.ok.org.br/4322707/2025-02-04/05b29a7f4a266bd90969f2b92e3ae1eebc7202d7.pdf","se apresentar no setor de Recursos Humanos, na Secretaria Municipal de Administração da Prefeitura Municipal de Vera Cruz, situada na Avenida Nestor Frederico Henn, 1645. O NÃO comparecimento no prazo estipulado será interpretado como <<renúncia>> ao contrato. Gabinete do Prefeito, 04 de fevereiro de 2025. GILSON ADRIANO BECKER Prefeito Vera Cruz/RS, Terça-feira, 04 de Fevereiro de 2025 - Edição 1648 - Lei 4.683/18 _____________________________________________________________________________________"
45,"20_media",TRUE,"M2020_89575_11_40_210000686551","4322707","2021-04-29","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","GILSON ADRIANO BECKER","https://data.queridodiario.ok.org.br/4322707/2021-04-29/fcd165822a427470cc0ca95ae09dfa56f1c3c164.pdf","convocado deve se apresentar no setor de Recursos Humanos, na Secretaria Municipal de Administração da Prefeitura Municipal de Vera Cruz, situada na Avenida Nestor Frederico Henn, 1645. O NÃO comparecimento no prazo estipulado será interpretado como <<renúncia>> ao contrato. Gabinete do Prefeito, 29 de Abril de 2021. GILSON ADRIANO BECKER Prefeito Vera Cruz/RS, Quinta-feira, 29 de Abril de 2021 - Edição 734 - Lei 4.683/18 _____________________________________________________________________________________"
46,"20_media",TRUE,"M2024_89575_11_40_210001970800","4322707","2025-10-07","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","GILSON ADRIANO BECKER","https://data.queridodiario.ok.org.br/4322707/2025-10-07/07ed61a18b012489e1f9ab85654d2ecc6016354c.pdf","apresentar no setor de Recursos Humanos, na Secretaria Municipal de Administração da Prefeitura Municipal de Vera Cruz, situada na Avenida Nestor Frederico Henn, 1645. O NÃO comparecimento no prazo estipulado será interpretado como <<renúncia>> ao contrato. Gabinete do Prefeito, 07 de outubro de 2025. GILSON ADRIANO BECKER Prefeito Vera Cruz/RS, Terça-feira, 07 de Outubro de 2025 - Edição 1812 - Lei 4.683/18 _____________________________________________________________________________________"
47,"20_media",TRUE,"M2024_89575_11_40_210001970800","4322707","2025-08-15","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","GILSON ADRIANO BECKER","https://data.queridodiario.ok.org.br/4322707/2025-08-15/d0622be1eb6d7c9e977135200a727e032227418d.pdf","apresentar no setor de Recursos Humanos, na Secretaria Municipal de Administração da Prefeitura Municipal de Vera Cruz, situada na Avenida Nestor Frederico Henn, 1645. O NÃO comparecimento no prazo estipulado será interpretado como <<renúncia>> ao contrato. Gabinete do Prefeito, 15 de agosto de 2025. GILSON ADRIANO BECKER Prefeito Vera Cruz/RS, Sexta-feira, 15 de Agosto de 2025 - Edição 1777 - Lei 4.683/18 _____________________________________________________________________________________"
48,"20_media",TRUE,"M2020_89575_11_40_210000686551","4322707","2021-03-08","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","GILSON ADRIANO BECKER","https://data.queridodiario.ok.org.br/4322707/2021-03-08/32001a7feffab705af2ebc4b62e7de2608333b7c.pdf","convocado deve se apresentar no setor de Recursos Humanos, na Secretaria Municipal de Administração da Prefeitura Municipal de Vera Cruz, situada na Avenida Nestor Frederico Henn, 1645. O NÃO comparecimento no prazo estipulado será interpretado como <<renúncia>> ao contrato. Gabinete do Prefeito, 08 de Março de 2021. GILSON ADRIANO BECKER Prefeito Vera Cruz/RS, Segunda-feira, 08 de Março de 2021 - Edição 698 - Lei 4.683/18 _____________________________________________________________________________________"
49,"20_media",TRUE,"M2012_66192_13_13200_250000016570","3525904","2013-10-11","media","licenca",NA,"tokens_primeiro_e_ultimo_nome_unico","nome_e_assinatura_do_ato","GERSON HENRIQUE SARTORI","https://data.queridodiario.ok.org.br/3525904/2013-10-11/d614f1c91d1cd41785cc16a89d006acab61e17b2.pdf","Presidente da República pela ampliação do período da licença maternidade de 120 para 180 dias para todas as funcionárias/empregadas do País. (APROVADA) 2.b) Requerimento ao Plenário aprovado: ANTONIO CARLOS PEREIRA NETO 150 - <<Licença do Vereador>> Antonio Carlos Pereira Neto, por trinta dias, para trato de assuntos particulares. GERSON SARTORI Presidente PROJETO DE LEI N°. 11.379 (Antonio Carlos Pereira Neto e Paulo Sergio Martins) Regula exigências para o funcionamento de academias"
50,"20_media",TRUE,"M2012_27855_13_25123_20000007823","2704302","2015-01-29","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","JOÃO LUIZ ROCHA","https://data.queridodiario.ok.org.br/2704302/2015-01-29/7734f6e3cd6d860bef55bc95537366f0b9e88815.pdf","03/2015 Ao Ilustríssimo Senhor Presidente da Câmara de Vereadores de Maceió João Luiz Rocha, Vereador com assento nesta Casa de Leis, vem, à presença de Vossa Senhoria, e perante a mesa Diretora da Câmara de Vereadores de Maceió, apresentar <<RENÚNCIA>>, do exercício do mandato de vereador, delegado pela inexpugnável vontade popular, no curso da eleição do ano 2012. Para atender ao disposto no artigo 54, inciso II, alínea “d”, da Constituição Federal, bem como a Constituição do Estado de Alagoas"
