id_mandato,esfera,forma_saida,fonte_forma_saida,data_posse,data_fim_efetiva,mandato_fim
M2000_50318_11_15_281,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_50334_11_22_61,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_50555_11_15_21,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_50695_11_23_41,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_51098_11_25_121,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_51195_11_15_121,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_51390_11_25_188,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_51470_11_14_629,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_51594_11_41_263,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_52213_11_25_72,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_52353_11_15_526,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_52418_11_13_479,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_52671_11_15_344,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_53015_11_15_271,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_53490_11_25_301,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_53597_11_15_41,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_54119_11_15_361,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_54178_11_25_238,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_54313_11_11_117,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_54453_11_25_101,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_56332_11_22_55,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_56677_11_15_34,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_56898_11_15_3,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_56936_11_25_62,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_57010_11_14_421,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_58165_11_12_221,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_58513_11_45_43,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_58653_11_12_463,municipal,substituicao_inferida_munic,ibge_munic,2001-01-01,2004-12-31,2004-12-31
M2000_58696_11_45_213,municipal,substituicao_inferida_munic,ibge_munic,2001-01-01,2004-12-31,2004-12-31
M2000_59153_11_15_357,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_59170_11_12_96,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_61000_11_45_343,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_61115_11_14_128,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_61182_11_15_23,municipal,substituicao_inferida_munic,ibge_munic,2001-01-01,2004-12-31,2004-12-31
M2000_61212_11_25_42,municipal,substituicao_inferida_munic,ibge_munic,2001-01-01,2004-12-31,2004-12-31
M2000_61417_11_12_104,municipal,substituicao_inferida_munic,ibge_munic,2001-01-01,2004-12-31,2004-12-31
M2000_61468_11_15_265,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_61506_11_43_183,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_61832_11_15_145,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_61875_11_12_130,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_61930_11_14_261,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_62111_11_41_262,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_62120_11_45_102,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_62731_11_22_266,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_62855_11_14_67,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_62910_11_13_531,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_64114_11_15_65,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_64459_11_11_147,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_64491_11_25_125,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_64572_11_23_161,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_64831_11_25_366,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_65374_11_15_328,municipal,substituicao_inferida_munic,ibge_munic,2001-01-01,2004-12-31,2004-12-31
M2000_65790_11_45_161,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_65978_11_45_384,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_66036_11_45_137,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_66150_11_15_138,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_66397_11_45_471,municipal,substituicao_inferida_munic,ibge_munic,2001-01-01,2004-12-31,2004-12-31
M2000_66672_11_15_326,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_66958_11_15_69,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_67733_11_15_69,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_68438_11_25_509,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_68497_11_23_228,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_68675_11_11_301,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_68730_11_15_305,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_68799_11_41_351,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_68870_11_22_258,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_69094_11_14_81,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_69159_11_45_75,municipal,substituicao_inferida_munic,ibge_munic,2001-01-01,2004-12-31,2004-12-31
M2000_69353_11_15_222,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_69590_11_15_472,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_69698_11_13_41,municipal,substituicao_inferida_munic,ibge_munic,2001-01-01,2004-12-31,2004-12-31
M2000_69736_11_45_383,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_69930_11_15_27,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_70750_11_23_198,municipal,substituicao_inferida_munic,ibge_munic,2001-01-01,2004-12-31,2004-12-31
M2000_70939_11_12_359,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_72419_11_45_97,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_73105_11_11_638,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_73270_11_45_202,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_73326_11_25_306,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_74152_11_25_3,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_74187_11_45_42,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_74446_11_15_15,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_74489_11_25_62,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_74560_11_14_144,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_74691_11_15_181,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_74829_11_25_63,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_74942_11_25_46,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_74993_11_45_121,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_75078_11_45_106,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_75086_11_45_391,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_75094_11_45_98,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_75302_11_25_103,municipal,substituicao_inferida_munic,ibge_munic,2001-01-01,2004-12-31,2004-12-31
M2000_75418_11_15_542,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_76473_11_45_261,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_76490_11_45_101,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_76511_11_14_243,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_76732_11_11_221,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_76899_11_15_21,municipal,substituicao_inferida_munic,ibge_munic,2001-01-01,2004-12-31,2004-12-31
M2000_76970_11_25_297,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_77178_11_17_53,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_77313_11_14_373,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_77470_11_14_41,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_77917_11_11_131,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_78034_11_25_305,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_78212_11_20_1,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_78450_11_45_316,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_78930_11_25_111,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_79090_11_20_339,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_79197_11_15_56,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_79634_11_15_101,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_80187_11_15_73,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_80284_11_11_62,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_80373_11_11_88,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_80381_11_11_218,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_80390_11_12_79,municipal,substituicao_inferida_munic,ibge_munic,2001-01-01,2004-12-31,2004-12-31
M2000_80594_11_11_141,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_80659_11_25_85,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_80691_11_45_281,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_80810_11_13_44,municipal,substituicao_inferida_munic,ibge_munic,2001-01-01,2004-12-31,2004-12-31
M2000_80829_11_11_81,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_80942_11_15_92,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_81183_11_25_24,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_81256_11_13_148,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_81639_11_25_68,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_81795_11_15_104,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_82058_11_15_115,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_82295_11_45_24,municipal,substituicao_inferida_munic,ibge_munic,2001-01-01,2004-12-31,2004-12-31
M2000_82376_11_45_121,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_82538_11_25_121,municipal,substituicao_inferida_munic,ibge_munic,2001-01-01,2004-12-31,2004-12-31
M2000_82953_11_15_97,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_83852_11_13_91,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_84557_11_45_50,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_84786_11_11_377,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_84956_11_12_281,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_85200_11_11_148,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_85308_11_15_21,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_85782_11_15_489,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_85910_11_45_300,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_86029_11_40_261,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_86070_11_11_72,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_86282_11_15_121,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_86444_11_15_271,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_86452_11_11_42,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_86517_11_40_145,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_86754_11_11_119,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_86843_11_45_41,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_86851_11_15_263,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_86916_11_11_73,municipal,substituicao_inferida_munic,ibge_munic,2001-01-01,2004-12-31,2004-12-31
M2000_87106_11_40_300,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_87203_11_11_126,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_87211_11_15_162,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_87238_11_11_94,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_87360_11_45_1,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_87408_11_12_140,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_87734_11_15_350,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_87769_11_12_195,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_88145_11_12_121,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_88234_11_15_129,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_88498_11_12_172,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_88544_11_11_88,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_88706_11_15_23,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_88730_11_15_81,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_88862_11_45_336,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_89010_11_15_211,municipal,substituicao_inferida_munic,ibge_munic,2001-01-01,2004-12-31,2004-12-31
M2000_89079_11_15_77,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_89117_11_12_141,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_89443_11_12_21,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_89960_11_45_549,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_90182_11_23_178,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_90280_11_45_537,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_90298_11_15_276,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_90409_11_45_196,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_90417_11_12_21,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_90590_11_45_198,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_90689_11_11_65,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_90816_11_12_1,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_90859_11_13_281,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_90905_11_45_381,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_90930_11_45_22,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_91138_11_25_173,municipal,substituicao_inferida_munic,ibge_munic,2001-01-01,2004-12-31,2004-12-31
M2000_91278_11_13_81,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_91413_11_45_161,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_91596_11_15_109,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_91618_11_45_88,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_91693_11_15_70,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_91820_11_15_159,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_91855_11_25_281,municipal,substituicao_inferida_munic,ibge_munic,2001-01-01,2004-12-31,2004-12-31
M2000_91898_11_15_282,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_91979_11_45_421,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_92827_11_20_334,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_92860_11_27_249,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_92924_11_15_196,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_93076_11_11_305,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_93114_11_13_170,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_93122_11_25_171,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_93750_11_25_95,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_93998_11_45_215,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_94439_11_20_68,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_94498_11_11_167,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_94676_11_11_187,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_94897_11_41_84,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_95273_11_25_388,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_95737_11_15_279,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_95915_11_45_121,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_96032_11_15_93,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_96199_11_18_86,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_98116_11_15_33,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_98132_11_45_122,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_98256_11_15_230,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_98272_11_15_210,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_98310_11_13_461,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_98396_11_18_81,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_98531_11_45_221,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_98817_11_25_331,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_98850_11_15_152,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2000_99074_11_45_277,municipal,substituicao_inferida_munic,ibge_munic,,2004-12-31,2004-12-31
M2008_00434_13_13555_3486,municipal,renuncia,sapl_observacao,2009-01-01,2012-12-31,2012-12-31
M2020_00558_13_25000_220000834403,municipal,falecimento,sapl_observacao,2021-01-01,2024-12-31,2024-12-31
M2004_00655_13_15678_20,municipal,cassacao,sapl_observacao,2005-01-01,2008-12-31,2008-12-31
M2020_00728_13_11122_220000851921,municipal,renuncia,sapl_observacao,2021-01-01,2024-12-31,2024-12-31
M2020_00779_13_12345_220001063266,municipal,renuncia,sapl_observacao,2021-01-01,2024-12-31,2024-12-31
M2000_02534_13_25123_350,municipal,renuncia,sapl_observacao,2001-01-01,2004-12-31,2004-12-31
M2008_02534_13_43123_6102,municipal,renuncia,sapl_observacao,2009-01-01,2012-12-31,2012-12-31
M2020_03018_13_15111_230000830986,municipal,renuncia,sapl_observacao,2021-01-01,2024-12-31,2024-12-31
M2016_04111_13_55123_140000008785,municipal,falecimento,sapl_observacao,2017-01-01,2020-12-31,2020-12-31
M2004_05355_13_45615_279,municipal,cassacao,sapl_observacao,2005-01-01,2008-12-31,2008-12-31
M2016_13692_13_12222_60000004958,municipal,cassacao,sapl_observacao,2017-01-01,2020-12-31,2020-12-31
M2012_13897_13_70111_60000014761,municipal,renuncia,sapl_observacao,2013-01-01,2016-12-31,2016-12-31
M2020_13897_13_12111_60000717596,municipal,renuncia,sapl_observacao,2021-01-01,2024-12-31,2024-12-31
M2020_13897_13_13132_60001006230,municipal,renuncia,sapl_observacao,2021-01-01,2024-12-31,2024-12-31
M2020_13897_13_10100_60000653349,municipal,renuncia,sapl_observacao,2021-01-01,2024-12-31,2024-12-31
M2020_13897_13_90193_60000682738,municipal,renuncia,sapl_observacao,2021-01-01,2024-12-31,2024-12-31
M2020_14931_13_25644_60000755868,municipal,cassacao,sapl_observacao,2021-01-01,2024-12-31,2024-12-31
M2008_16519_13_11500_6125,municipal,cassacao,sapl_observacao,2009-01-01,2012-12-31,2012-12-31
M2016_16675_13_25555_200000009287,municipal,renuncia,sapl_observacao,2017-01-01,2020-12-31,2020-12-31
M2004_20150_13_15601_7,municipal,falecimento,sapl_observacao,2005-01-01,2008-12-31,2008-12-31
M2004_20150_13_15605_10,municipal,cassacao,sapl_observacao,2005-01-01,2008-12-31,2008-12-31
M2004_20150_13_15607_12,municipal,cassacao,sapl_observacao,2005-01-01,2008-12-31,2008-12-31
M2004_24350_13_36678_96,municipal,falecimento,sapl_observacao,2005-01-01,2008-12-31,2008-12-31
M2012_25739_13_14000_170000017916,municipal,cassacao,sapl_observacao,2013-01-01,2016-12-31,2016-12-31
M2012_35270_13_13000_50000004646,municipal,cassacao,sapl_observacao,2013-01-01,2016-12-31,2016-12-31
M2016_40347_13_40000_130000050956,municipal,falecimento,sapl_observacao,2017-01-01,2020-12-31,2020-12-31
M2008_42501_13_22200_10997,municipal,renuncia,sapl_observacao,2009-01-01,2012-12-31,2012-12-31
M2008_42501_13_23333_21647,municipal,renuncia,sapl_observacao,2009-01-01,2012-12-31,2012-12-31
M2000_44458_13_12690_145,municipal,renuncia,sapl_observacao,2001-01-01,2004-12-31,2004-12-31
M2004_44458_13_15690_50,municipal,falecimento,sapl_observacao,2005-01-01,2008-12-31,2008-12-31
M2020_46710_13_15678_130000954715,municipal,falecimento,sapl_observacao,2021-01-01,2024-12-31,2024-12-31
M2000_50032_13_25603_621,municipal,falecimento,sapl_observacao,2001-01-01,2004-12-31,2004-12-31
M2012_51713_13_55555_130000033952,municipal,cassacao,sapl_observacao,2013-01-01,2016-12-31,2016-12-31
M2008_52973_13_19333_36043,municipal,falecimento,sapl_observacao,2009-01-01,2012-12-31,2012-12-31
M2012_53155_13_15615_130000000636,municipal,falecimento,sapl_observacao,2013-01-01,2016-12-31,2016-12-31
M2012_53155_13_22222_130000000638,municipal,falecimento,sapl_observacao,2013-01-01,2016-12-31,2016-12-31
M2016_56952_13_15777_80000003662,municipal,falecimento,sapl_observacao,2017-01-01,2020-12-31,2020-12-31
M2012_61697_13_55560_250000096250,municipal,falecimento,sapl_observacao,2013-01-01,2016-12-31,2016-12-31
M2016_62634_13_10000_250000055689,municipal,cassacao,sapl_observacao,2017-01-01,2020-12-31,2020-12-31
M2004_62910_13_45555_209,municipal,renuncia,sapl_observacao,2005-01-01,2008-12-31,2008-12-31
M2000_68250_13_25632_415,municipal,falecimento,sapl_observacao,2001-01-01,2004-12-31,2004-12-31
M2012_69191_13_10123_250000096068,municipal,cassacao,sapl_observacao,2013-01-01,2016-12-31,2016-12-31
M2012_69191_13_14500_250000096095,municipal,cassacao,sapl_observacao,2013-01-01,2016-12-31,2016-12-31
M2012_69191_13_43123_250000096132,municipal,cassacao,sapl_observacao,2013-01-01,2016-12-31,2016-12-31
M2012_69191_13_65555_250000095967,municipal,cassacao,sapl_observacao,2013-01-01,2016-12-31,2016-12-31
M2012_69191_13_12000_250000096054,municipal,cassacao,sapl_observacao,2013-01-01,2016-12-31,2016-12-31
M2008_74128_13_11111_12042,municipal,cassacao,sapl_observacao,2009-01-01,2012-12-31,2012-12-31
M2000_74330_13_11111_48,municipal,renuncia,sapl_observacao,2001-01-01,2004-12-31,2004-12-31
M2016_74330_13_40444_160000011667,municipal,renuncia,sapl_observacao,2017-01-01,2020-12-31,2020-12-31
M2004_74900_13_15630_68,municipal,cassacao,sapl_observacao,2005-01-01,2008-12-31,2008-12-31
M2012_74934_13_54100_160000008403,municipal,renuncia,sapl_observacao,2013-01-01,2016-12-31,2016-12-31
M2004_75124_13_11444_4,municipal,falecimento,sapl_observacao,2005-01-01,2008-12-31,2008-12-31
