id_mandato,sg_uf,sg_ue,cargo,ano_eleicao,forma_saida,fonte_forma_saida
"M2016_19267_12_12_150000011758","PB","19267","VICE-PREFEITO","2016","outro","tce"
"M2012_19275_12_40_150000006646","PB","19275","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19275_12_40_150000003465","PB","19275","VICE-PREFEITO","2016","fim_regular","tce"
"M2012_19283_12_55_150000012517","PB","19283","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19283_12_40_150000007729","PB","19283","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19283_12_23_150001111964","PB","19283","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19291_12_15_150000008267","PB","19291","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19291_12_14_150000007946","PB","19291","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19291_12_25_150000671755","PB","19291","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19305_12_15_150000000941","PB","19305","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19305_12_40_150000002954","PB","19305","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19305_12_40_150001266262","PB","19305","VICE-PREFEITO","2020","fim_regular","tce"
"M2016_19313_12_40_150000009026","PB","19313","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19313_12_15_150000860656","PB","19313","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19321_12_55_150000004525","PB","19321","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19321_12_14_150000008787","PB","19321","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19321_12_14_150000993543","PB","19321","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19330_12_40_150000012060","PB","19330","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19330_12_25_150000003500","PB","19330","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19330_12_25_150000975670","PB","19330","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19356_12_15_150000000004","PB","19356","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19356_12_40_150000007979","PB","19356","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19356_12_23_150000687868","PB","19356","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19364_12_40_150000001411","PB","19364","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19364_12_40_150000009363","PB","19364","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19364_12_45_150001201873","PB","19364","VICE-PREFEITO","2020","outro","tce"
"M2016_19372_12_19_150000005343","PB","19372","VICE-PREFEITO","2016","outro","tce"
"M2020_19372_12_12_150000818195","PB","19372","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19380_12_15_150000003255","PB","19380","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19380_12_40_150000001235","PB","19380","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19380_12_19_150000767240","PB","19380","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19399_12_15_150000009954","PB","19399","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19399_12_15_150000006183","PB","19399","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19399_12_12_150001178158","PB","19399","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19402_12_45_150000007911","PB","19402","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19402_12_40_150000011591","PB","19402","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19402_12_23_150000674355","PB","19402","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19429_12_15_150000001820","PB","19429","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19429_12_22_150000006025","PB","19429","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19429_12_22_150000748782","PB","19429","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19437_12_27_150000002389","PB","19437","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19437_12_55_150000002311","PB","19437","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19437_12_10_150000727732","PB","19437","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19445_12_15_150000007385","PB","19445","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19445_12_15_150000013315","PB","19445","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19445_12_11_150001157026","PB","19445","VICE-PREFEITO","2020","fim_regular","tce"
"M2016_19453_12_55_150000004877","PB","19453","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19453_12_11_150000669704","PB","19453","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19461_12_14_150000002599","PB","19461","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19461_12_45_150000006448","PB","19461","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19461_12_45_150000649051","PB","19461","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19470_12_20_150000000383","PB","19470","VICE-PREFEITO","2012","fim_regular","tce"
"M2012_19488_12_25_150000001852","PB","19488","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19488_12_15_150000001350","PB","19488","VICE-PREFEITO","2016","fim_regular","tce"
"M2012_19496_12_15_150000009742","PB","19496","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19496_12_40_150000002837","PB","19496","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19496_12_19_150000727919","PB","19496","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19500_12_15_150000000102","PB","19500","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19500_12_40_150000013236","PB","19500","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19500_12_23_150000730650","PB","19500","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19518_12_55_150000002365","PB","19518","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19518_12_55_150000005000","PB","19518","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19518_12_55_150000766325","PB","19518","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19526_12_25_150000002277","PB","19526","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19526_12_25_150000005882","PB","19526","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19526_12_23_150000733072","PB","19526","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19534_12_40_150000002794","PB","19534","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19534_12_14_150000001075","PB","19534","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19534_12_14_150000742887","PB","19534","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19542_12_15_150000001367","PB","19542","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19542_12_22_150000000870","PB","19542","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19542_12_22_150000653005","PB","19542","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19550_12_17_150000010213","PB","19550","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19550_12_14_150000009640","PB","19550","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19550_12_23_150000718599","PB","19550","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19569_12_12_150000007323","PB","19569","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19569_12_12_150000013167","PB","19569","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19569_12_12_150000717440","PB","19569","VICE-PREFEITO","2020","outro","tce"
"M2012_19577_12_22_150000000263","PB","19577","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19577_12_22_150000000856","PB","19577","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19577_12_45_150000819778","PB","19577","VICE-PREFEITO","2020","fim_regular","tce"
"M2020_19585_12_25_150000661073","PB","19585","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19593_12_70_150000001524","PB","19593","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19593_12_45_150000008159","PB","19593","VICE-PREFEITO","2016","outro","tce"
"M2020_19593_12_45_150000925782","PB","19593","VICE-PREFEITO","2020","outro","tce"
"M2012_19607_12_55_150000010739","PB","19607","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19607_12_45_150000001862","PB","19607","VICE-PREFEITO","2016","fim_regular","tce"
"M2012_19615_12_15_150000003058","PB","19615","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19615_12_12_150000002476","PB","19615","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19615_12_25_150001061046","PB","19615","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19623_12_15_150000009252","PB","19623","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19623_12_45_150000010144","PB","19623","VICE-PREFEITO","2016","fim_regular","tce"
"M2012_19631_12_40_150000009163","PB","19631","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19631_12_40_150000010480","PB","19631","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19631_12_23_150000636937","PB","19631","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19640_12_40_150000005050","PB","19640","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19640_12_14_150000007916","PB","19640","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19640_12_14_150000665949","PB","19640","VICE-PREFEITO","2020","fim_regular","tce"
"M2020_19658_12_25_150000639731","PB","19658","VICE-PREFEITO","2020","outro","tce"
"M2012_19666_12_15_150000001983","PB","19666","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19666_12_14_150000003626","PB","19666","VICE-PREFEITO","2016","outro","tce"
"M2020_19666_12_11_150000633250","PB","19666","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19674_12_25_150000015300","PB","19674","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19674_12_40_150000005445","PB","19674","VICE-PREFEITO","2016","fim_regular","tce"
"M2012_19682_12_45_150000007156","PB","19682","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19682_12_40_150000006345","PB","19682","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19682_12_10_150000654765","PB","19682","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19690_12_45_150000004350","PB","19690","VICE-PREFEITO","2012","outro","tce"
"M2016_19690_12_15_150000005468","PB","19690","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19690_12_15_150000666118","PB","19690","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19704_12_25_150000003335","PB","19704","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19704_12_25_150000006443","PB","19704","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19704_12_25_150001103268","PB","19704","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19712_12_45_150000003311","PB","19712","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19712_12_40_150000008960","PB","19712","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19712_12_23_150000763823","PB","19712","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19720_12_40_150000005899","PB","19720","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19720_12_40_150000009570","PB","19720","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19720_12_22_150001101210","PB","19720","VICE-PREFEITO","2020","fim_regular","tce"
"M2016_19739_12_40_150000001002","PB","19739","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19739_12_22_150000857497","PB","19739","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19747_12_45_150000007264","PB","19747","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19747_12_45_150000011956","PB","19747","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19747_12_23_150000847192","PB","19747","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19763_12_15_150000003719","PB","19763","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19763_12_10_150000002894","PB","19763","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19763_12_55_150001214591","PB","19763","VICE-PREFEITO","2020","fim_regular","tce"
"M2016_19771_12_15_150000006563","PB","19771","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19771_12_15_150001098008","PB","19771","VICE-PREFEITO","2020","fim_regular","tce"
"M2016_19780_12_55_150000005060","PB","19780","VICE-PREFEITO","2016","outro","tce"
"M2012_19798_12_25_150000001034","PB","19798","VICE-PREFEITO","2012","fim_regular","tce"
"M2020_19798_12_45_150001272157","PB","19798","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19801_12_20_150000000688","PB","19801","VICE-PREFEITO","2012","outro","tce"
"M2016_19801_12_55_150000008491","PB","19801","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19801_12_11_150000734997","PB","19801","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19810_12_45_150000011796","PB","19810","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19810_12_45_150000003053","PB","19810","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19810_12_55_150000774537","PB","19810","VICE-PREFEITO","2020","outro","tce"
"M2012_19828_12_14_150000003732","PB","19828","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19828_12_14_150000007441","PB","19828","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19828_12_90_150000743766","PB","19828","VICE-PREFEITO","2020","outro","tce"
"M2012_19844_12_55_150000002932","PB","19844","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19844_12_55_150000007343","PB","19844","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19844_12_22_150000803143","PB","19844","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19852_12_22_150000009346","PB","19852","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19852_12_15_150000011491","PB","19852","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19852_12_25_150001025701","PB","19852","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19860_12_45_150000004867","PB","19860","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19860_12_45_150000003831","PB","19860","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19860_12_19_150001272921","PB","19860","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19879_12_14_150000006034","PB","19879","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19879_12_14_150000009848","PB","19879","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19879_12_25_150000960638","PB","19879","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19887_12_14_150000009641","PB","19887","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19887_12_20_150000006187","PB","19887","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19887_12_23_150000653452","PB","19887","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19909_12_45_150000009136","PB","19909","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19909_12_25_150000002044","PB","19909","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19909_12_90_150000741113","PB","19909","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19917_12_22_150000008075","PB","19917","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19917_12_22_150000005243","PB","19917","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19917_12_22_150001087072","PB","19917","VICE-PREFEITO","2020","outro","tce"
"M2012_19925_12_11_150000007019","PB","19925","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19925_12_55_150000005294","PB","19925","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19925_12_40_150001133179","PB","19925","VICE-PREFEITO","2020","fim_regular","tce"
"M2016_19933_12_40_150000007051","PB","19933","VICE-PREFEITO","2016","outro","tce"
"M2020_19933_12_90_150000784423","PB","19933","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19941_12_45_150000001286","PB","19941","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19941_12_12_150000000812","PB","19941","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19941_12_12_150000645086","PB","19941","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19968_12_40_150000004469","PB","19968","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19968_12_12_150000003072","PB","19968","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19968_12_25_150000913637","PB","19968","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19976_12_45_150000002710","PB","19976","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19976_12_12_150000006820","PB","19976","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19976_12_12_150000830274","PB","19976","VICE-PREFEITO","2020","outro","tce"
"M2012_19984_12_15_150000007305","PB","19984","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19984_12_12_150000002078","PB","19984","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_19984_12_10_150001031363","PB","19984","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_19992_12_55_150000003544","PB","19992","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_19992_12_55_150000006426","PB","19992","VICE-PREFEITO","2016","fim_regular","tce"
"M2012_20001_12_40_150000000967","PB","20001","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20001_12_25_150000001369","PB","20001","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20001_12_23_150000948778","PB","20001","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20010_12_15_150000013037","PB","20010","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20010_12_40_150000004004","PB","20010","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20010_12_23_150000895812","PB","20010","VICE-PREFEITO","2020","fim_regular","tce"
"M2016_20036_12_17_150000003012","PB","20036","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20036_12_23_150000687084","PB","20036","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20052_12_40_150000008818","PB","20052","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20052_12_40_150000011372","PB","20052","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20052_12_45_150000815642","PB","20052","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20079_12_45_150000004628","PB","20079","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20079_12_45_150000001096","PB","20079","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20079_12_70_150000729221","PB","20079","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20117_12_15_150000001629","PB","20117","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20117_12_15_150000012825","PB","20117","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20117_12_15_150000691879","PB","20117","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20133_12_15_150000010472","PB","20133","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20133_12_45_150000001138","PB","20133","VICE-PREFEITO","2016","fim_regular","tce"
"M2012_20150_12_40_150000002993","PB","20150","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20150_12_55_150000004552","PB","20150","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20150_12_55_150000637708","PB","20150","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20192_12_15_150000001649","PB","20192","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20192_12_15_150000003332","PB","20192","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20192_12_23_150000821136","PB","20192","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20214_12_20_150000015454","PB","20214","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20214_12_40_150000008865","PB","20214","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20214_12_11_150000670964","PB","20214","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20230_12_40_150000001721","PB","20230","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20230_12_15_150000002207","PB","20230","VICE-PREFEITO","2016","outro","tce"
"M2020_20230_12_15_150000735432","PB","20230","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20257_12_40_150000001318","PB","20257","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20257_12_40_150000007218","PB","20257","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20257_12_23_150000642633","PB","20257","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20273_12_45_150000001134","PB","20273","VICE-PREFEITO","2012","fim_regular","tce"
"M2020_20273_12_45_150000919166","PB","20273","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20338_12_13_150000006811","PB","20338","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20338_12_40_150000009866","PB","20338","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20338_12_23_150000717483","PB","20338","VICE-PREFEITO","2020","fim_regular","tce"
"M2020_20354_12_55_150000832079","PB","20354","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20370_12_55_150000007750","PB","20370","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20370_12_55_150000005366","PB","20370","VICE-PREFEITO","2016","outro","tce"
"M2020_20370_12_12_150000872821","PB","20370","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20397_12_15_150000012736","PB","20397","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20397_12_40_150000008243","PB","20397","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20397_12_23_150000813593","PB","20397","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20419_12_14_150000015321","PB","20419","VICE-PREFEITO","2012","fim_regular","tce"
"M2020_20419_12_25_150001075039","PB","20419","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20435_12_25_150000012637","PB","20435","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20435_12_25_150000007141","PB","20435","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20435_12_25_150000781630","PB","20435","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20451_12_15_150000000279","PB","20451","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20451_12_40_150000006480","PB","20451","VICE-PREFEITO","2016","fim_regular","tce"
"M2012_20478_12_15_150000001832","PB","20478","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20478_12_15_150000005563","PB","20478","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20478_12_12_150000769652","PB","20478","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20494_12_25_150000011558","PB","20494","VICE-PREFEITO","2012","outro","tce"
"M2016_20494_12_11_150000007376","PB","20494","VICE-PREFEITO","2016","fim_regular","tce"
"M2012_20516_12_13_150000003055","PB","20516","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20516_12_55_150000001569","PB","20516","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20516_12_11_150000976694","PB","20516","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20532_12_55_150000004279","PB","20532","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20532_12_55_150000002323","PB","20532","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20532_12_77_150000790021","PB","20532","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20559_12_14_150000011144","PB","20559","VICE-PREFEITO","2012","outro","tce"
"M2016_20559_12_70_150000001527","PB","20559","VICE-PREFEITO","2016","fim_regular","tce"
"M2012_20575_12_55_150000000896","PB","20575","VICE-PREFEITO","2012","fim_regular","tce"
"M2012_20591_12_55_150000007399","PB","20591","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20591_12_40_150000007290","PB","20591","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20591_12_45_150000868063","PB","20591","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20630_12_14_150000007176","PB","20630","VICE-PREFEITO","2012","outro","tce"
"M2016_20630_12_40_150000001272","PB","20630","VICE-PREFEITO","2016","outro","tce"
"M2020_20630_12_10_150000649780","PB","20630","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20656_12_55_150000001463","PB","20656","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20656_12_55_150000007686","PB","20656","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20656_12_55_150000867544","PB","20656","VICE-PREFEITO","2020","fim_regular","tce"
"M2016_20672_12_45_150000004434","PB","20672","VICE-PREFEITO","2016","fim_regular","tce"
"M2012_20699_12_15_150000003634","PB","20699","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20699_12_45_150000003401","PB","20699","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20699_12_23_150000724330","PB","20699","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20737_12_40_150000006138","PB","20737","VICE-PREFEITO","2012","outro","tce"
"M2016_20737_12_40_150000008097","PB","20737","VICE-PREFEITO","2016","fim_regular","tce"
"M2012_20753_12_23_150000000921","PB","20753","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20753_12_15_150000001597","PB","20753","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20753_12_10_150000638643","PB","20753","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20770_12_15_150000003140","PB","20770","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20770_12_15_150000005967","PB","20770","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20770_12_12_150001041693","PB","20770","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20796_12_22_150000004482","PB","20796","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20796_12_40_150000002896","PB","20796","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20796_12_23_150000652370","PB","20796","VICE-PREFEITO","2020","fim_regular","tce"
"M2016_20818_12_33_150000002362","PB","20818","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20818_12_45_150001008517","PB","20818","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20834_12_40_150000011294","PB","20834","VICE-PREFEITO","2012","fim_regular","tce"
"M2020_20834_12_22_150001248079","PB","20834","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20850_12_20_150000005573","PB","20850","VICE-PREFEITO","2012","fim_regular","tce"
"M2020_20850_12_45_150000662990","PB","20850","VICE-PREFEITO","2020","outro","tce"
"M2012_20877_12_45_150000007667","PB","20877","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20877_12_14_150000005777","PB","20877","VICE-PREFEITO","2016","fim_regular","tce"
"M2012_20893_12_22_150000003950","PB","20893","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20893_12_22_150000005585","PB","20893","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20893_12_22_150000904055","PB","20893","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20915_12_40_150000002076","PB","20915","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20915_12_55_150000001011","PB","20915","VICE-PREFEITO","2016","outro","tce"
"M2020_20915_12_55_150000827231","PB","20915","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20931_12_25_150000014915","PB","20931","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20931_12_15_150000006584","PB","20931","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20931_12_15_150000763802","PB","20931","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20958_12_45_150000000684","PB","20958","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20958_12_45_150000012024","PB","20958","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20958_12_22_150000718885","PB","20958","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20974_12_40_150000004449","PB","20974","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20974_12_14_150000008096","PB","20974","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20974_12_14_150000666239","PB","20974","VICE-PREFEITO","2020","fim_regular","tce"
"M2012_20990_12_22_150000009326","PB","20990","VICE-PREFEITO","2012","fim_regular","tce"
"M2016_20990_12_15_150000010652","PB","20990","VICE-PREFEITO","2016","fim_regular","tce"
"M2020_20990_12_45_150001214111","PB","20990","VICE-PREFEITO","2020","fim_regular","tce"
