"rodada","amostra","na_amostra_40","idx","id_mandato_bocel","data_diario","confianca","evento_inferido","evento_ancorado","metodo_pareamento","motivo_rebaixamento","nome","correto","motivo_erro","trecho"
"regra_v2_pre_corroboracao_mandato","30_alta","FALSE","21","M2016_68314_13_45777_250000042917","2019-06-13","alta","cassacao","cassacao","nome_completo_no_trecho",NA,"EDNILSON CAZELLATO",0,"denuncia_pedindo_cassacao_sem_decisao","EXECUTIVO A CONSTRU- ÇÃO DE UMA QUADRA DE BOCHA NO COMPLEXO ESPORTIVO DO BAIRRO MORUMBI.”; 2ª PARTe - oRdeM do diA 01) LEITURA E CONSULTA AO PLENÁRIO SOBRE O RECEBIMENTO DE DE- NÚNCIA APRESENTADA PELO CIDADÃO GERSON PEREIRA DE SOUZA, QUE PEDE A <<CASSAÇÃO>> DO MANDATO DO VEREADOR EDNILSON CAZELLATO – DU CAZELLATO. 02) DISCUSSÃO ÚNICA E VOTAÇÃO DE SOLICITAÇÃO DO EXECUTIVO, SO- BRE A TRAMITAÇÃO EM REGIME DE URGÊNCIA DO PROJETO DE LEI COM- PLEMENTAR Nº 04/19, DO EXECUTIVO QUE, DISPÕE SOBRE A INCORPORA-"
"regra_v2_pre_corroboracao_mandato","30_alta","FALSE","22","M2024_75353_13_11511_160002073986","2026-08-21","alta","cassacao","cassacao","nome_completo_no_trecho",NA,"LORENS DE LIMA NOGUEIRA",1,"NA","Leonidas Edson Kuzma : Presidente ATO DA MESA Nº 8 A MESA DA CÂMARA MUNICIPAL DE CURITIBA, no uso de suas atribuições regimentais e nos termos do art. 22, II e § 2º, da Lei Orgânica do Município de Curitiba, Resolve: Art. 1º Decreta a <<perda do mandato>> do Vereador Lórens de Lima Nogueira, nos termos do art. 10, inciso I; do art. 10, inciso III, combinado com o art. 11, incisos II, XII e XIV; e do art. 10, inciso III, combinado com o art. 12, todos do Código de Ética e Decoro Parlamentar da"
"regra_v2_pre_corroboracao_mandato","30_alta","FALSE","23","M2020_70718_13_13678_250001084151","2022-10-06","alta","licenca","licenca","nome_completo_no_trecho",NA,"FRANCISCO JOSÉ NOGUEIRA DA SILVA",1,"NA","VEREADOR 6 de outubro de 2022 Diário Oficial de Santos60 A Câmara Municipal de Santos aprovou, na 54ª Sessão Ordinária realizada, em 20 de setembro de 2022, e a Mesa Diretora promulga a seguinte: RESOLUÇÃO Nº 19 05 DE OUTUBRO DE 2022 <<LICENÇA DO VEREADOR>> FRANCISCO JOSÉ NOGUEIRA DA SILVA, E DÁ OUTRAS PROVIDÊNCIAS Art. 1º Fica concedida licença para tratar de interesse particular, no período de 22/09/22 a 06/10/2022, ao Vereador Francisco José Nogueira da Silva, na forma do inciso III, do artigo"
"regra_v2_pre_corroboracao_mandato","30_alta","FALSE","24","M2008_75353_13_45647_7922","2012-03-13","alta","renuncia","renuncia","nome_completo_no_trecho",NA,"JOÃO CLÁUDIO DEROSSO",0,"renuncia_ao_cargo_de_presidente_da_mesa","E S A N° 04/2012 A MESA DA CÂMARA MUNICIPAL DE CURITIBA, CAPITAL DO ESTADO DO PARANÁ, no uso de suas atribuições legais, R E S O L V E : DECLARAR vago o cargo de Presidente da Mesa deste Legislativo, no biênio 2011/2012, em razão da <<renúncia do Vereador>> JOÃO CLAUDIO DEROSSO, deste Cargo, conforme Ofício lido na Sessão Plenária do dia 12 de março de 2012, nos termos do Art. 30 do Regimento Interno, pelo que é convocada eleição para o seu preenchimento nos termos regimentais. PALÁCIO RIO"
"regra_v2_pre_corroboracao_mandato","30_alta","FALSE","25","M2016_66192_13_45111_250000025653","2019-08-23","alta","licenca","licenca","nome_completo_no_trecho",NA,"RAFAEL ANTONUCCI",1,"NA","Requerimentos - ao Plenário: Nº. 233/2019 - DOUGLAS DO NASCIMENTO MEDEIROS - PRORROGAÇÃO do prazo dos trabalhos da Frente Parlamentar em Defesa da Família, objeto do Requerimento nº. 48/2017. Nº. 234/2019 - RAFAEL ANTONUCCI - <<LICENÇA do Vereador>> RAFAEL ANTONUCCI, no período de 28 de agosto a 26 de setembro de 2019, para trato de assuntos particulares. - à Presidência: Nº. 556/2019 - MESA DIRETORA - RETIRADA do Projeto de Resolução n.º 823, de autoria da Mesa Diretora"
"regra_v2_pre_corroboracao_mandato","30_alta","FALSE","26","M2016_70750_13_45255_250000009810","2018-01-12","alta","licenca","licenca","nome_completo_no_trecho",NA,"MARIO HENRIQUE DE ABREU",1,"NA","usando das atribuições que lhe são conferidas por lei; RESOLVE: Convocar, nos termos do parágrafo 1º, do artigo 30, da Lei Orgânica do Município de São Bernardo do Campo, combinado com o inciso XIV, do artigo 30, do Regimento Interno, a <<suplente de Vereador>> pelo Partido da Social Democracia Brasileira - PSDB, Sra. LIANIA DUARTE DE OLIVEIRA FELICIANO, para substituir a partir de 29 de dezembro de 2017, o Vereador MARIO HENRIQUE DE ABREU, em licença médica. São Bernardo do Campo, em 22 de dezembro"
"regra_v2_pre_corroboracao_mandato","30_alta","FALSE","27","M2012_90514_13_45045_120000006320","2014-12-30","alta","renuncia","renuncia","nome_completo_no_trecho",NA,"ROSIANE MODESTO DE OLIVEIRA",1,"NA","Reavaliação do Patrimônio desta Câmara Municipal. Art. 2º - Esta Portaria entra em vigor na data de sua publicação. Câmara Municipal de Campo Grande - MS, 29 de dezembro de 2014. MARIO CESAR Presidente CONVOCAÇÃO Em decorrência do pedido de <<RENÚNCIA>> da Vereadora ROSIANE MODESTO DE OLIVEIRA, protocolizado nesta Casa sob o nº 16205, em 18/12/14, e com base no art. 99 do Regimento Interno deste Poder, convoco o suplente JOSÉ CHADID, eleito no pleito realizado no dia 07 de outubro de 2012, para"
"regra_v2_pre_corroboracao_mandato","30_alta","FALSE","28","M2016_90670_13_20300_110000008463","2020-03-10","alta","cassacao","cassacao","nome_completo_no_trecho",NA,"ABILIO JACQUES BRUNINI MOUMER",1,"NA","cassação do Mandato Parlamentar do Vereador Abílio, em Sessão Plenária previamente convocada para este fim, e que os votos foram dados de forma aberta, mediante chamada nominal de cada Vereador: DECRETA: Art. 1º Fica decretada a <<PERDA DO MANDATO>> DO VEREADOR ABÍLIO JACQUES BRUNINI MOUMER, cujo nome parlamentar é ABÍLIO JÚNIOR, do Partido PSC, POR QUEBRA DE DECORO PARLAMENTAR, de acordo com a decisão proferida pelo Soberano Plenário da Câmara Municipal de Cuiabá"
"regra_v2_pre_corroboracao_mandato","30_alta","FALSE","29","M2012_90514_13_45045_120000006320","2015-01-08","alta","renuncia","renuncia","nome_completo_no_trecho",NA,"ROSIANE MODESTO DE OLIVEIRA",1,"NA","posteriormente. Em seguida o Presidente dos trabalhos da solenidade, declarou os membros da Mesa Diretora empossados. Em ato continuo a Mesa Diretora empossada deu posse ao Sr. José Chadid (sem partido), à titularidade do mandato, em decorrência da <<renúncia>> da Vereadora Rosiane Modesto de Oliveira (PSDB). Após, eu, Vereador Mario Cesar, Presidente eleito e empossado, declarei encerrada a presente sessão. Câmara Municipal de Campo Grande, 1º de Janeiro de 2015. VEREADOR MARIO CESAR Presidente ATOS"
"regra_v2_pre_corroboracao_mandato","30_alta","FALSE","30","M2020_70718_13_11611_250001085158","2022-06-23","alta","licenca","licenca","nome_completo_no_trecho",NA,"ADILSON DOS SANTOS JUNIOR",1,"NA","C/C 01 034.709-8 Santos, 21 de junho de 2022 VISON BORGES LUZ A Câmara Municipal de Santos aprovou, na 36ª Sessão Ordinária realizada, em 14 de junho de 2022, e a Mesa Diretora promulga a seguinte: RESOLUÇÃO Nº 10 14 DE JUNHO DE 2022 <<LICENÇA DO VEREADOR>> ADILSON DOS SAN- TOS JUNIOR, E DÁ OUTRAS PROVIDÊNCIAS Art. 1º O Vereador Adilson dos Santos Junior en- contra-se de licença, nos termos previstos no in- ciso II do artigo 73 do Regimento Interno, a partir de 10/06/2022 a 18/06/2022, para"
"regra_v2_pre_corroboracao_mandato","20_media","TRUE","31","M2024_89575_11_40_210001970800","2026-02-11","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","GILSON ADRIANO BECKER",0,"renuncia_ao_contrato_em_edital_assinado_pelo_prefeito","apresentar no setor de Recursos Humanos, na Secretaria Municipal de Administração da Prefeitura Municipal de Vera Cruz, situada na Avenida Nestor Frederico Henn, 1645. O NÃO comparecimento no prazo estipulado será interpretado como <<renúncia>> ao contrato. Gabinete do Prefeito, 11 de fevereiro de 2026. GILSON ADRIANO BECKER Prefeito Vera Cruz/RS, Quarta-feira, 11 de Fevereiro de 2026 - Edição 1898 - Lei 4.683/18 _____________________________________________________________________________________"
"regra_v2_pre_corroboracao_mandato","20_media","TRUE","32","M2020_89575_11_40_210000686551","2022-01-20","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","GILSON ADRIANO BECKER",0,"renuncia_ao_contrato_em_edital_assinado_pelo_prefeito"," setor de Recursos Humanos, na Secretaria Municipal de Administração da Prefeitura Municipal de Vera Cruz, situada na Avenida Nestor Frederico Henn, 1645. O NÃO comparecimento no prazo estipulado será interpretado como <<renúncia>> ao contrato. Gabinete do Prefeito, 20 de janeiro de 2022. GILSON ADRIANO BECKER Prefeito Vera Cruz/RS, Quinta-feira, 20 de Janeiro de 2022 - Edição 912 - Lei 4.683/18 _____________________________________________________________________________________"
"regra_v2_pre_corroboracao_mandato","20_media","TRUE","33","M2012_75353_13_10123_160000014972","2016-04-11","media","renuncia",NA,"tokens_primeiro_e_ultimo_nome_unico",NA,"VALDEMIR MANOEL SOARES",1,"NA","Legislativo CÂMARA MUNICIPAL DE CURITIBA - CMC DIÁRIO OFICIAL ELETRÔNICO ATOS DO MUNICÍPIO DE CURITIBA Nº 67 - ANO V CURITIBA, SEGUNDA-FEIRA, 11 DE ABRIL DE 2016 Página 5 ATO DA MESA Nº 4 declarar, vaga uma cadeira neste Legislativo, em razão da <<renúncia>> do mandato do Vereador Valdemir Soares, nos termos do Parágrafo Único do Artigo 26 da Lei Orgânica do Município de Curitiba, combinado com o Art. 15 do Regimento Interno da Câmara Municipal de Curitiba, a partir do dia 06 de abril do corrente ano"
"regra_v2_pre_corroboracao_mandato","20_media","TRUE","34","M2020_89575_11_40_210000686551","2024-06-13","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","GILSON ADRIANO BECKER",0,"renuncia_ao_contrato_em_edital_assinado_pelo_prefeito","apresentar no setor de Recursos Humanos, na Secretaria Municipal de Administração da Prefeitura Municipal de Vera Cruz, situada na Avenida Nestor Frederico Henn, 1645. O NÃO comparecimento no prazo estipulado será interpretado como <<renúncia>> ao contrato. Gabinete do Prefeito, 13 de junho de 2024. GILSON ADRIANO BECKER Prefeito Vera Cruz/RS, Quinta-feira, 13 de Junho de 2024 - Edição 1497 - Lei 4.683/18 _____________________________________________________________________________________"
