ano_eleicao,nome,condicao,forma_saida,data_inicio_exercicio,data_fim_exercicio,id_mandato_bocel,metodo_pareamento,id_fonte
1998,Cleiton Kielse,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_25250_160001607252501,ultimo_vocabulo_x_urna,1999-02-01_diario-001.zip
1998,Divanir Braz Palma,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_11900_160001607119001,nome_parlamentar_x_nome_bocel,1999-02-01_diario-001.zip
1998,Duílio Genari,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_11223_160001607112231,nome_parlamentar_x_urna,1999-02-01_diario-001.zip
1998,Durval Amaral,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_25252_160001607252521,nome_parlamentar_x_urna,1999-02-01_diario-001.zip
1998,Edgar Bueno,titular,renuncia,1999-02-01,2001-01-02,M1998_PR_7_12612_160001607126121,nome_parlamentar_x_urna,2001-02-15_diario-001.zip
1998,Edno Guimarães,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_25150_160001607251501,nome_parlamentar_x_urna,1999-02-01_diario-001.zip
1998,Edson Strapasson,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_15200_160001607152001,nome_parlamentar_x_urna,1999-02-01_diario-001.zip
1998,Eli Ghellere,suplente,suplente_efetivado,2001-01-02,2003-01-31,,,2001-02-15_diario-001.zip
1998,Élio Lino Rusch,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_25155_160001607251551,nome_parlamentar_x_urna,1999-02-01_diario-001.zip
1998,Fernando Guimarães,suplente,suplente_efetivado,2001-12-19,2003-01-31,,,2002-02-18_diario-001.zip
1998,Fernando Ribas Carli,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_11789_160001607117891,nome_parlamentar_x_urna,1999-02-01_diario-001.zip
1998,Geraldo Cartário,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_25190_160001607251901,ultimo_vocabulo_x_urna,1999-02-01_diario-001.zip
1998,Hermas Brandão,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_14110_160001607141101,nome_parlamentar_x_urna,1999-02-01_diario-001.zip
1998,Hermes Fonseca,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_13190_160001607131901,nome_parlamentar_x_urna,1999-02-01_diario-001.zip
1998,Hidekazu Takayama,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_25125_160001607251251,nome_parlamentar_x_nome_bocel,1999-02-01_diario-001.zip
1998,Irineu Colombo,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_13213_160001607132131,primeiro_ultimo_x_nome_bocel,1999-02-01_diario-001.zip
1998,João Arruda,nao_informado,nao_observado,,,,,joao-arruda-1
1998,José Domingos Scarpellini,suplente,suplente_efetivado,,,,,2003-01-20_diario-003-especial.zip
1998,José Maria Ferreira,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_45255_160001607452551,nome_parlamentar_x_urna,1999-02-01_diario-001.zip
1998,Luciana Rafagnin,suplente,suplente_efetivado,1999-10-07,2003-01-31,,,1999-10-07_diario-135.zip
1998,Luiz Accorsi,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_14123_160001607141231,nome_parlamentar_x_urna,1999-02-01_diario-001.zip
1998,Luiz Carlos Alborghetti,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_25123_160001607251231,nome_parlamentar_x_nome_bocel,1999-02-01_diario-001.zip
1998,Luiz Carlos Martins,suplente,suplente_efetivado,1999-02-01,2003-01-31,,,1999-02-01_solene.zip
1998,Luiz Carlos Zuk,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_12222_160001607122221,nome_parlamentar_x_nome_bocel,1999-02-01_diario-001.zip
1998,Luiz Fernandes da Silva Litro,titular,outro,1999-02-01,2002-06-26,M1998_PR_7_45160_160001607451601,ultimo_vocabulo_x_urna,1999-02-01_solene.zip
1998,Marcos Isfer,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_25255_160001607252551,primeiro_ultimo_x_urna,1999-02-01_diario-001.zip
1998,Miltinho Puppio,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_14234_160001607142341,nome_parlamentar_x_urna,1999-02-01_diario-001.zip
1998,Moysés Leônidas,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_12654_160001607126541,nome_parlamentar_x_urna,1999-02-01_diario-001.zip
1998,Neivo Beraldin,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_11144_160001607111441,nome_parlamentar_x_urna,1999-02-01_diario-001.zip
1998,Nelson Garcia,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_25200_160001607252001,nome_parlamentar_x_urna,1999-02-01_diario-001.zip
1998,Nelson Justus,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_14111_160001607141111,nome_parlamentar_x_urna,1999-02-01_diario-001.zip
1998,Nelson Tureck,suplente,suplente_efetivado,2000-05-15,2003-01-31,,,2000-05-15_diario-050.zip
1998,Nereu Moura,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_15178_160001607151781,nome_parlamentar_x_urna,1999-02-01_diario-001.zip
1998,Orlando Pessuti,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_15130_160001607151301,nome_parlamentar_x_urna,1999-02-01_diario-001.zip
1998,Pastor Edson Praczyk,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_45198_160001607451981,nome_parlamentar_x_urna,1999-02-01_diario-001.zip
1998,Péricles de H. Mello,titular,renuncia,1999-02-01,2001-01-02,M1998_PR_7_13115_160001607131151,primeiro_ultimo_x_urna,2001-02-15_diario-001.zip
1998,Plauto Miró Guimarães,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_25110_160001607251101,primeiro_vocabulo_x_urna,1999-02-01_diario-001.zip
1998,Renato Gaúcho,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_45667_160001607456671,nome_parlamentar_x_urna,1999-02-01_diario-001.zip
1998,Ricardo Chab,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_14170_160001607141701,nome_parlamentar_x_urna,1999-02-01_diario-001.zip
1998,Ricardo Maia,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_40500_160001607405001,nome_parlamentar_x_urna,1999-02-01_diario-001.zip
1998,Serafina Carrilho,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_45999_160001607459991,primeiro_ultimo_x_nome_bocel,1999-02-01_diario-001.zip
1998,Sérgio Spada,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_45450_160001607454501,nome_parlamentar_x_urna,1999-02-01_diario-001.zip
1998,Tiago de Amorim Novaes,titular,falecimento,1999-02-01,2001-12-19,M1998_PR_7_11650_160001607116501,primeiro_ultimo_x_nome_bocel,2002-02-18_diario-001.zip
1998,Toni Garcia,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_11112_160001607111121,nome_parlamentar_x_urna,1999-02-01_diario-001.zip
1998,Valdir Rossoni,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_14160_160001607141601,primeiro_ultimo_x_nome_bocel,1999-02-01_diario-001.zip
1998,Valdir Pugliesi,titular,fim_regular,1999-02-01,2003-01-31,M1998_PR_7_15123_160001607151231,nome_parlamentar_x_urna,1999-02-01_diario-001.zip
2002,Ademar Traiano,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_45789_135,primeiro_ultimo_x_nome_bocel,2003-02-12_avulso-i.zip
2002,Ademir Bier,suplente,suplente_efetivado,2003-02-12,2007-01-31,,,2004-03-31_diario-021.zip
2002,* Ailton Araújo,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_45645_94,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Ademir Bler Alexandre Curz,titular,fim_regular,2003-02-18,2007-01-31,M2002_PR_7_15128_201,nome_parlamentar_x_urna,2003-02-18_especial-iii.zip
2002,André Vargas,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_13813_789,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Ângelo Vanhoni,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_13222_792,primeiro_ultimo_x_nome_bocel,2003-02-12_avulso-i.zip
2002,Antonio Anibelli,suplente,suplente_efetivado,2003-02-12,2007-01-31,,,2003-02-12_avulso-i.zip
2002,Arlete Caramês,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_23655_394,primeiro_ultimo_x_nome_bocel,2003-02-12_avulso-i.zip
2002,Artagão Júnior,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_15015_208,primeiro_ultimo_x_nome_bocel,2003-02-12_avulso-i.zip
2002,Augustinho Zucchi,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_12345_577,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Barbosa Neto,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_12123_593,nome_parlamentar_x_urna,2003-02-17_diario-007-instalacao.zip
2002,Caíto Quintana,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_15107_242,nome_parlamentar_x_urna,2003-02-18_avulso-ii.zip
2002,Carlos Simões,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_14190_582,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Cesar Seleme,suplente,suplente_efetivado,2005-02-01,2007-01-31,,,2005-01-18_avulso.zip
2002,Chico Noroeste,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_22104_749,nome_parlamentar_x_urna,2003-02-17_diario-007-instalacao.zip
2002,Cida Borghetti,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_11511_640,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Cleiton FKielse,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_25250_102,ultimo_vocabulo_x_urna,2003-02-12_avulso-i.zip
2002,Delegado Bradock,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_15150_247,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Dobrandino da Silva,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_15115_215,primeiro_ultimo_x_nome_bocel,2003-02-12_avulso-i.zip
2002,Doutor Luciano,suplente,suplente_efetivado,2003-03-12,2004-03-29,,,2003-03-12_solene-iii.zip
2002,Dr. Luciano Ducci,titular,outro,2003-02-01,2004-12-16,M2002_PR_7_40123_535,ultimo_vocabulo_x_nome_bocel,2003-02-12_avulso-i.zip
2002,Duílio Genari,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_11223_587,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Durval Amaral,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_25252_121,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Edson Strapasson,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_15200_219,nome_parlamentar_x_urna,2003-02-18_avulso-ii.zip
2002,Elio Rusch,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_25155_107,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Elton Carlos Welter,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_13166_725,nome_parlamentar_x_nome_bocel,2003-02-12_avulso-i.zip
2002,Elza Correia,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_15456_221,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Felipe Lucas,suplente,suplente_efetivado,2003-11-20,2007-01-30,,,2003-11-20_solene-xix.zip
2002,Fernando Ribas Carli,titular,outro,2003-02-25,2004-12-16,M2002_PR_7_11789_626,ultimo_vocabulo_x_nome_bocel,2003-02-25_especial-iv.zip
2002,Francisco Biihrer,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_45680_137,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Geraldo Cartário,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_17777_114,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,FHermas Brandão,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_45678_115,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Hermes da Fonseca Filho,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_13190_783,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,João Arruda,nao_informado,nao_observado,,,,,joao-arruda-1
2002,Jocelito Canto,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_44123_600,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,José D Domingos Scarpellini,suplente,suplente_efetivado,2005-02-01,2007-01-31,,,2005-02-01_avulso.zip
2002,José Maria Ferreira,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_12255_613,nome_parlamentar_x_nome_bocel,2003-02-12_avulso-i.zip
2002,Luciana Rafagnin,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_13233_747,primeiro_ultimo_x_urna,2003-02-12_avulso-i.zip
2002,Luiz Accorsi,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_14123_619,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Luiz Carlos Martins,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_17550_130,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Luiz Fernandes da Silva Litro,suplente,suplente_efetivado,2003-03-11,2007-01-31,,,2003-03-11_diario-005.zip
2002,Luís Nishimori,suplente,suplente_efetivado,2003-08-05,2007-01-31,,,2003-08-05_diario-057.zip
2002,Marcos Isfer,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_23123_447,primeiro_ultimo_x_urna,2003-02-12_avulso-i.zip
2002,Mauro Moraes,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_20655_348,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Miltinho Pupio,titular,fim_regular,2003-02-25,2007-01-31,M2002_PR_7_11234_646,nome_parlamentar_x_urna,2003-02-25_especial-iv.zip
2002,Natálio Stica,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_13444_657,nome_parlamentar_x_nome_bocel,2003-02-12_avulso-i.zip
2002,Neivo Beraldin,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_12800_558,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Nelsinho Dal Santos,suplente,suplente_efetivado,2004-03-03,2004-09-10,,,2004-03-03_avulso.zip
2002,Nelson Garcia,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_25200_139,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Nelson Justus,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_25111_142,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Nelson Tureck,titular,outro,2003-02-01,2004-12-16,M2002_PR_7_45123_141,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Nereu Moura,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_15178_251,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Padre Paulo Campos,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_13369_670,ultimo_vocabulo_x_nome_bocel,2003-02-12_avulso-i.zip
2002,Pastor Edson Praczyk,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_22123_716,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Pedro Ivo IHlkiv,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_13567_675,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Plauto Miró Guimarães,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_25110_64,primeiro_vocabulo_x_urna,2003-02-12_avulso-i.zip
2002,Raáfael Greca,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_25003_68,primeiro_vocabulo,2003-02-12_avulso-i.zip
2002,Ratinho Júnior,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_40840_492,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Renato Gaúcho,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_12121_580,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Reni Pereira,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_40111_516,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Tadeu Veneri,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_13131_800,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,ciieilciiciie eA Valdir Rossoni,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_14560_627,primeiro_ultimo_x_nome_bocel,2003-02-12_avulso-i.zip
2002,Vandereli Iensen,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_12730_631,nome_parlamentar_x_urna,2003-02-12_avulso-i.zip
2002,Waldir Leite Representaçao Partzdarza,titular,fim_regular,2003-02-01,2007-01-31,M2002_PR_7_23400_473,primeiro_ultimo_x_nome_bocel,2003-02-12_avulso-i.zip
2006,Ademar Traiano,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_45789_10829,primeiro_ultimo_x_nome_bocel,2007-02-01_avulso.zip
2006,Ademir Bier,suplente,suplente_efetivado,2009-05-11,2011-01-31,,,2009-05-11_diario-046.zip
2006,Alexandre Curi,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_15128_10176,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Alysson Wandscheer,suplente,suplente_efetivado,2008-08-05,2008-11-13,,,2008-08-05_diario-089.zip
2006,Antonio Anibelli,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_15190_10184,primeiro_ultimo_x_nome_bocel,2007-02-01_avulso.zip
2006,Antonio Belinati,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_11789_10454,primeiro_ultimo_x_nome_bocel,2007-02-01_avulso.zip
2006,Artagão Júnior,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_15015_10168,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Augustinho Zucchi,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_12345_10486,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Artagao Junzor Beti Pavin,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_15333_10191,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Cafto Quintana,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_15107_10173,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Carlos Simões,titular,cassacao,2007-02-01,2009-05-25,M2006_PR_7_14190_10515,nome_parlamentar_x_urna,2009-05-25_diario-053.zip
2006,Chico Noroeste,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_22104_10318,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Cida Borghetti,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_11511_10452,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Cleiton RKielse,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_15156_10181,ultimo_vocabulo_x_urna,2007-02-01_avulso.zip
2006,Democratas,suplente,suplente_efetivado,2007-04-09,2008-12-10,,,2007-04-09_diario-024.zip
2006,Dobrandino da Silva,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_15115_10174,primeiro_ultimo_x_nome_bocel,2007-02-01_avulso.zip
2006,icviicccs sa Douglas Fabrício,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_23600_10082,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Dr. Batista,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_33014_10709,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Duílio S Genari,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_11223_10446,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Durval Amaral,titular,afastamento,2007-02-01,2011-01-03,M2006_PR_7_25252_10123,nome_parlamentar_x_urna,2011-01-18_di-rio-131.zip
2006,Edgar Bueno,titular,renuncia,2007-02-01,2008-12-18,M2006_PR_7_12612_10494,nome_parlamentar_x_urna,2009-02-03_diario-001.zip
2006,Edson Strapasson,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_15200_10185,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Elio Rusch PMDEB,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_25155_10121,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Elton Carlos Welter,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_13166_10261,primeiro_ultimo_x_nome_bocel,2007-02-01_avulso.zip
2006,Enio Verri,titular,fim_regular,2008-06-02,2011-01-31,M2006_PR_7_13300_10269,nome_parlamentar_x_urna,2008-06-02_diario-060.zip
2006,Fábio Camargo ª,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_25654_10130,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Felipe Lucas,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_23500_10076,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Fernando Scanavaca,suplente,suplente_efetivado,2009-02-03,2011-01-31,,,2009-02-03_diario-001.zip
2006,Francisco Biilhrer,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_45680_10826,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Geraldo Cartário,titular,licenca,2007-02-01,2009-02-18,M2006_PR_7_15777_10209,nome_parlamentar_x_urna,2009-02-18_diario-010.zip
2006,Jocelito Canto,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_14123_10513,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Jonas Guimarães,suplente,suplente_efetivado,2008-02-13,2011-01-31,,,2008-02-13_avulso.zip
2006,Luciana Rafagnin,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_13233_10265,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Luiz AÁccorsi,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_45000_10802,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Luiz Carlos Martins &,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_12550_10492,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,scA NAA Luiz Claudio Romanelli,titular,renuncia,2007-02-01,2011-01-03,M2006_PR_7_15678_10205,nome_parlamentar_x_nome_bocel,2011-01-18_di-rio-131.zip
2006,Luíiz Eduardo Cheida,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_15999_10214,nome_parlamentar_x_nome_bocel,2007-02-01_avulso.zip
2006,Luiz Fernandes da Silva Litro,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_45160_10813,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Luiz Malucelli,suplente,suplente_efetivado,2007-06-26,2008-09-30,,,2007-06-26_avulso.zip
2006,Luiz Nishimori,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_45123_10810,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Mamede,titular,outro,2007-03-08,2008-12-10,M2006_PR_7_15615_10199,nome_parlamentar_x_urna,2007-03-08_solene-iv.zip
2006,Marcelo Rangel,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_23100_10051,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Mário Roque,suplente,cassacao,2007-12-20,2009-11-30,,,2009-11-30_diario-147.zip
2006,Mauro Moraes,titular,outro,2007-02-01,2010-04-19,M2006_PR_7_15655_10202,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Miltinho Puppio,suplente,suplente_efetivado,2007-05-23,2010-03-31,,,2007-06-06_diario-061.zip
2006,Mohamad Ali Hamzê,suplente,suplente_efetivado,2007-02-01,2007-03-13,,,2007-02-01_avulso.zip
2006,Neivo > Beraldin,suplente,suplente_efetivado,2009-05-25,2011-01-31,,,2009-05-25_diario-053.zip
2006,Nelson Garcia,titular,fim_regular,2010-04-05,2011-01-31,M2006_PR_7_45200_10814,nome_parlamentar_x_urna,2010-04-05_diario-031.zip
2006,Neison Justus,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_25111_10118,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Nereu Moura,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_15178_10182,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Ney Leprevost,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_11669_10453,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Osmar Bertoldi,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_25625_10129,primeiro_ultimo_x_nome_bocel,2007-02-01_avulso.zip
2006,Pastor Edson Praczyvk,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_10123_10339,ultimo_vocabulo_x_urna,2007-02-01_avulso.zip
2006,Pedro Ivo Ilkiv,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_13567_10278,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Péricles de Mello,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_13115_10254,primeiro_ultimo_x_nome_bocel,2007-02-01_avulso.zip
2006,Plauto Miró Guimarães,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_25110_10117,primeiro_vocabulo_x_urna,2007-02-01_avulso.zip
2006,Pnofessor Lemos,suplente,suplente_efetivado,2009-01-02,2009-12-17,,,2009-02-03_diario-001.zip
2006,Professor Luizão,suplente,renuncia,2007-02-01,2009-01-02,,,2009-02-03_diario-001.zip
2006,Rafael Greca,suplente,suplente_efetivado,2010-04-20,2011-01-31,,,2010-04-20_diario-038.zip
2006,Reni Pereira Jocelito Canio,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_40111_10529,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,L Ribas Carli Filho,titular,renuncia,2007-02-01,2009-06-01,M2006_PR_7_40789_10552,ultimo_vocabulo_x_urna,2009-06-01_diario-057.zip
2006,Rosane Ferreira n,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_43043_10951,ultimo_vocabulo_x_nome_bocel,2007-02-01_avulso.zip
2006,Rui Hara,suplente,suplente_efetivado,2007-02-01,2007-06-28,,,2007-02-01_avulso.zip
2006,Stephanes Jánior,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_15000_10163,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Tadeuy Veneri,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_13131_10257,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Teruo Kato,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_15450_10193,primeiro_vocabulo_x_urna,2007-02-01_avulso.zip
2006,16iiii sa man Valdir Rossoni,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_45120_10809,primeiro_ultimo_x_nome_bocel,2007-02-01_avulso.zip
2006,Waidyr Pugliesi,titular,fim_regular,2007-02-01,2011-01-31,M2006_PR_7_15123_10175,nome_parlamentar_x_urna,2007-02-01_avulso.zip
2006,Wilson Quinteiro,suplente,afastamento,2009-12-04,2011-01-03,,,2011-01-18_di-rio-131.zip
2010,Adelino Ribeiro,titular,fim_regular,2011-02-01,2015-01-31,M2010_PR_7_17800_160000000385,nome_parlamentar_x_urna,2011-02-02_1095.pdf
