ano,sigla_uf,cargo_n,bocel,bd,dif,pct_dif
2000,MS,vice prefeito,20,0,20,
2000,MT,vice prefeito,47,0,47,
2000,PA,vice prefeito,40,0,40,
2000,PB,vice prefeito,128,0,128,
2000,PE,vice prefeito,70,0,70,
2000,PI,vice prefeito,79,0,79,
2000,PR,vice prefeito,116,0,116,
2000,RJ,vice prefeito,32,0,32,
2000,RN,vice prefeito,73,0,73,
2000,RO,vice prefeito,17,0,17,
2000,RR,vice prefeito,2,0,2,
2000,RS,vice prefeito,257,0,257,
2000,SC,vice prefeito,123,0,123,
2000,SE,vice prefeito,27,0,27,
2000,SP,vice prefeito,271,0,271,
2000,TO,vice prefeito,62,0,62,
2004,AC,vice prefeito,22,0,22,
2004,AL,vice prefeito,100,0,100,
2004,AM,vice prefeito,61,0,61,
2004,AP,vice prefeito,16,0,16,
2004,BA,vice prefeito,413,0,413,
2004,CE,vice prefeito,181,0,181,
2004,ES,vice prefeito,78,0,78,
2004,GO,vice prefeito,245,0,245,
2004,MA,vice prefeito,213,0,213,
2004,MG,vice prefeito,839,0,839,
2004,MS,vice prefeito,78,0,78,
2004,MT,vice prefeito,139,0,139,
2004,PA,vice prefeito,143,0,143,
2004,PB,vice prefeito,222,0,222,
2004,PE,vice prefeito,183,0,183,
2004,PI,vice prefeito,222,0,222,
2004,PR,vice prefeito,395,0,395,
2004,RJ,vice prefeito,91,0,91,
2004,RN,vice prefeito,165,0,165,
2004,RO,vice prefeito,50,0,50,
2004,RR,vice prefeito,15,0,15,
2004,RS,vice prefeito,495,0,495,
2004,SC,vice prefeito,293,0,293,
2004,SE,vice prefeito,75,0,75,
2004,SP,vice prefeito,637,0,637,
2004,TO,vice prefeito,139,0,139,
2008,AC,vice prefeito,22,0,22,
2008,AL,vice prefeito,99,0,99,
2008,AM,vice prefeito,60,0,60,
2008,AP,vice prefeito,16,0,16,
2008,BA,vice prefeito,412,0,412,
2008,CE,vice prefeito,183,0,183,
2008,ES,vice prefeito,77,0,77,
2008,GO,vice prefeito,244,0,244,
2008,MA,vice prefeito,214,0,214,
2008,MG,vice prefeito,850,0,850,
2008,MS,vice prefeito,78,0,78,
2008,MT,vice prefeito,139,0,139,
2008,PA,vice prefeito,140,0,140,
2008,PB,vice prefeito,220,0,220,
2008,PE,vice prefeito,184,0,184,
2008,PI,vice prefeito,219,0,219,
2008,PR,vice prefeito,392,0,392,
2008,RJ,vice prefeito,89,0,89,
2008,RN,vice prefeito,166,0,166,
2008,RO,vice prefeito,52,0,52,
2008,RR,vice prefeito,15,0,15,
2008,RS,vice prefeito,496,0,496,
2008,SC,vice prefeito,291,0,291,
2008,SE,vice prefeito,72,0,72,
2008,SP,vice prefeito,638,0,638,
2008,TO,vice prefeito,139,0,139,
2012,AC,vice prefeito,22,0,22,
2012,AL,vice prefeito,102,0,102,
2012,AM,vice prefeito,62,0,62,
2012,AP,vice prefeito,16,0,16,
2012,BA,vice prefeito,417,0,417,
2012,CE,vice prefeito,184,0,184,
2012,ES,vice prefeito,78,0,78,
2012,GO,vice prefeito,245,0,245,
2012,MA,vice prefeito,217,0,217,
2012,MG,vice prefeito,853,0,853,
2012,MS,vice prefeito,79,0,79,
2012,MT,vice prefeito,141,0,141,
2012,PA,vice prefeito,144,0,144,
2012,PB,vice prefeito,223,0,223,
2012,PE,vice prefeito,184,0,184,
2012,PI,vice prefeito,224,0,224,
2012,PR,vice prefeito,399,0,399,
2012,RJ,vice prefeito,92,0,92,
2012,RN,vice prefeito,167,0,167,
2012,RO,vice prefeito,52,0,52,
2012,RR,vice prefeito,15,0,15,
2012,RS,vice prefeito,497,0,497,
2012,SC,vice prefeito,295,0,295,
2012,SE,vice prefeito,75,0,75,
2012,SP,vice prefeito,645,0,645,
2012,TO,vice prefeito,139,0,139,
2016,AC,vice prefeito,22,0,22,
2016,AL,vice prefeito,102,0,102,
2016,AM,vice prefeito,62,0,62,
2016,AP,vice prefeito,16,0,16,
2016,BA,vice prefeito,417,0,417,
2016,CE,vice prefeito,184,0,184,
2016,ES,vice prefeito,77,0,77,
2016,GO,vice prefeito,245,0,245,
2016,MA,vice prefeito,216,0,216,
2016,MG,vice prefeito,836,0,836,
2016,MS,vice prefeito,79,0,79,
2016,MT,vice prefeito,141,0,141,
2016,PA,vice prefeito,144,0,144,
2016,PB,vice prefeito,223,0,223,
2016,PE,vice prefeito,184,0,184,
2016,PI,vice prefeito,224,0,224,
2016,PR,vice prefeito,398,0,398,
2016,RJ,vice prefeito,92,0,92,
2016,RN,vice prefeito,167,0,167,
2016,RO,vice prefeito,52,0,52,
2016,RR,vice prefeito,15,0,15,
2016,RS,vice prefeito,491,0,491,
2016,SC,vice prefeito,292,0,292,
2016,SE,vice prefeito,73,0,73,
2016,SP,vice prefeito,629,0,629,
2016,TO,vice prefeito,139,0,139,
2020,AC,vice prefeito,22,0,22,
2020,AL,vice prefeito,101,0,101,
2020,AM,vice prefeito,61,0,61,
2020,AP,vice prefeito,16,0,16,
2020,BA,vice prefeito,415,0,415,
2020,CE,vice prefeito,179,0,179,
2020,ES,vice prefeito,77,0,77,
2020,GO,vice prefeito,246,0,246,
2020,MA,vice prefeito,217,0,217,
2020,MG,vice prefeito,846,0,846,
2020,MS,vice prefeito,75,0,75,
2020,MT,vice prefeito,138,0,138,
2020,PA,vice prefeito,142,0,142,
2020,PB,vice prefeito,221,0,221,
2020,PE,vice prefeito,180,0,180,
2020,PI,vice prefeito,222,0,222,
2020,PR,vice prefeito,396,0,396,
2020,RJ,vice prefeito,89,0,89,
2020,RN,vice prefeito,166,0,166,
2020,RO,vice prefeito,52,0,52,
2020,RR,vice prefeito,15,0,15,
2020,RS,vice prefeito,493,0,493,
2020,SC,vice prefeito,293,0,293,
2020,SE,vice prefeito,75,0,75,
2020,SP,vice prefeito,623,0,623,
2020,TO,vice prefeito,139,0,139,
2024,AC,vice prefeito,22,0,22,
2024,AL,vice prefeito,102,0,102,
2024,AM,vice prefeito,62,0,62,
2024,AP,vice prefeito,16,0,16,
2024,BA,vice prefeito,416,0,416,
2024,CE,vice prefeito,183,0,183,
2024,ES,vice prefeito,78,0,78,
2024,GO,vice prefeito,244,0,244,
2024,MA,vice prefeito,214,0,214,
2024,MG,vice prefeito,848,0,848,
2024,MS,vice prefeito,78,0,78,
2024,MT,vice prefeito,142,0,142,
2024,PA,vice prefeito,143,0,143,
2024,PB,vice prefeito,222,0,222,
2024,PE,vice prefeito,183,0,183,
2024,PI,vice prefeito,224,0,224,
2024,PR,vice prefeito,398,0,398,
2024,RJ,vice prefeito,90,0,90,
2024,RN,vice prefeito,167,0,167,
2024,RO,vice prefeito,52,0,52,
2024,RR,vice prefeito,15,0,15,
2024,RS,vice prefeito,497,0,497,
2024,SC,vice prefeito,295,0,295,
2024,SE,vice prefeito,72,0,72,
2024,SP,vice prefeito,631,0,631,
2024,TO,vice prefeito,139,0,139,
2002,BR,vice presidente,1,0,1,
2006,BR,vice presidente,1,0,1,
2010,BR,vice presidente,1,0,1,
2014,BR,vice presidente,1,0,1,
2018,BR,vice presidente,1,0,1,
2022,BR,vice presidente,1,0,1,
