tipo_pareamento,qid,url,nome_wikidata,nome_completo,dt_nascimento,cargo,uf,inicio,fim,id_pessoa_bocel,nome_bocel,nasc_bocel,id_mandato_bocel,nasc_igual,tokens_contidos
nome+uf+cargo+ano,Q5964218,https://www.wikidata.org/wiki/Q5964218,Hélio de Oliveira Santos,,1950-09-07,PREFEITO,SP,2005-01-01,2008-12-31,BOCEL0076061,HÉLIO DE OLIVEIRA SANTOS,1950-09-06,M2004_62910_11_12_225,FALSE,TRUE
nome+uf+cargo+ano,Q5964218,https://www.wikidata.org/wiki/Q5964218,Hélio de Oliveira Santos,,1950-09-07,PREFEITO,SP,2009-01-01,2011-08-22,BOCEL0076061,HÉLIO DE OLIVEIRA SANTOS,1950-09-06,M2008_62910_11_12_25121,FALSE,TRUE
nome+uf+cargo+ano,Q94994353,https://www.wikidata.org/wiki/Q94994353,Maurício Trindade,Maurício Gonçalves Trindade,1962-04-10,DEPUTADO ESTADUAL,BA,2003-02-01,2007-01-31,BOCEL0125292,MAURÍCIO GONÇALVES TRINDADE,1962-09-10,M2002_BA_7_18700_770,FALSE,TRUE
nome+uf+cargo+ano,Q10294958,https://www.wikidata.org/wiki/Q10294958,Heraldo Eduardo Rocha,,1942-01-25,DEPUTADO ESTADUAL,BA,1999-02-01,2003-01-31,BOCEL0149205,HERALDO EDUARDO ROCHA,1942-02-25,M1998_BA_7_25155_500000507251551,FALSE,TRUE
nome+uf+cargo+ano,Q10294958,https://www.wikidata.org/wiki/Q10294958,Heraldo Eduardo Rocha,,1942-01-25,DEPUTADO ESTADUAL,BA,2003-02-01,2007-01-31,BOCEL0149205,HERALDO EDUARDO ROCHA,1942-02-25,M2002_BA_7_25155_610,FALSE,TRUE
nome+uf+cargo+ano,Q10294958,https://www.wikidata.org/wiki/Q10294958,Heraldo Eduardo Rocha,,1942-01-25,DEPUTADO ESTADUAL,BA,2007-02-01,2011-01-31,BOCEL0149205,HERALDO EDUARDO ROCHA,1942-02-25,M2006_BA_7_25155_10253,FALSE,TRUE
nome+uf+cargo+ano,Q65161732,https://www.wikidata.org/wiki/Q65161732,Daniel Barbosa Santos,,1986-01-01,DEPUTADO ESTADUAL,PA,2019-02-01,2020-12-01,BOCEL0173116,DANIEL BARBOSA SANTOS,1986-08-25,M2018_PA_7_45678_140000614283,FALSE,TRUE
nome+uf+cargo+ano,Q65161732,https://www.wikidata.org/wiki/Q65161732,Daniel Barbosa Santos,,1986-01-01,PREFEITO,PA,2021-01-01,2023-12-31,BOCEL0173116,DANIEL BARBOSA SANTOS,1986-08-25,M2020_04154_11_15_140001027099,FALSE,TRUE
nome+uf+cargo+ano,Q119953845,https://www.wikidata.org/wiki/Q119953845,Osvaldo de Oliveira Rosa,,1966-06-11,PREFEITO,SP,2021-01-01,2025-01-01,BOCEL0188495,OSVALDO DE OLIVEIRA ROSA,1966-11-06,M2020_63231_11_45_250000834845,FALSE,TRUE
nome+uf+cargo+ano,Q137041089,https://www.wikidata.org/wiki/Q137041089,Luis Guilherme Panone,,1974-10-09,PREFEITO,SP,2025-01-01,,BOCEL0251054,LUIS GUILHERME PANONE,1981-11-18,M2024_63754_11_55_250002016768,FALSE,TRUE
nome+uf+cargo+ano,Q61000696,https://www.wikidata.org/wiki/Q61000696,Sérgio Victor,Sérgio Luiz Victor Júnior,1987-01-01,DEPUTADO ESTADUAL,SP,2019-03-15,2023-03-15,BOCEL0265667,SERGIO LUIZ VICTOR JUNIOR,1987-06-18,M2018_SP_7_30500_250000601932,FALSE,TRUE
nome+uf+cargo+ano,Q116546877,https://www.wikidata.org/wiki/Q116546877,Ricardo Longatti França,,,DEPUTADO ESTADUAL,SP,2023-02-01,,BOCEL0266606,RICARDO LONGATTI FRANÇA,1991-05-25,M2022_SP_7_19100_250001610539,FALSE,TRUE
nome+uf+cargo+ano,Q133887472,https://www.wikidata.org/wiki/Q133887472,Lucas Sanches Promessia,,,PREFEITO,SP,2025-01-01,,BOCEL0266953,LUCAS SANCHES PROMESSIA,1996-04-09,M2024_64777_11_22_250001921615,FALSE,TRUE
rotulo+nascimento,Q379563,https://www.wikidata.org/wiki/Q379563,José Serra,José Serra Chirico,1942-03-19,GOVERNADOR,SP,2007-01-01,2010-04-02,BOCEL0217622,JOSÉ SERRA,1942-03-19,M2006_SP_3_45_10106,TRUE,TRUE
rotulo+nascimento,Q379563,https://www.wikidata.org/wiki/Q379563,José Serra,José Serra Chirico,1942-03-19,GOVERNADOR,SP,2007-01-01,2010-04-02,BOCEL0217622,JOSÉ SERRA,1942-03-19,M2006_SP_3_45_10106,TRUE,TRUE
rotulo+nascimento,Q379563,https://www.wikidata.org/wiki/Q379563,José Serra,José Serra Chirico,1942-03-19,PREFEITO,SP,2005-01-01,2006-03-31,BOCEL0217622,JOSÉ SERRA,1942-03-19,M2004_71072_11_45_1317,TRUE,TRUE
