"tabela","id_mandato","sg_uf","ano_eleicao","cargo","nome","forma","url_1","tipo_1","url_2","tipo_2","tipo_declarado","tem_oficial","tem_noticia_oficial","so_imprensa_ou_referencia","melhor_tipo"
"eventos_governos_fonte_oficial.csv","M2022_AM_3_44_40001619528","AM","2022","GOVERNADOR","WILSON MIRANDA LIMA","renuncia","https://g1.globo.com/am/amazonas/eleicoes/2026/noticia/2026/05/04/roberto-cidade-e-eleito-governador-do-amazonas-em-eleicao-indireta.ghtml","imprensa","https://www.acritica.com/politica/wilson-e-tadeu-renunciam-e-roberto-cidade-e-o-novo-governador-do-am-1.400449","imprensa",NA,FALSE,FALSE,TRUE,"imprensa"
"eventos_governos_fonte_oficial.csv","M2006_AM_4_15_10594","AM","2006","VICE-GOVERNADOR","OMAR JOSÉ ABDEL AZIZ","assumiu_titular","https://web.archive.org/web/20160602233427/http://www.amazonas.am.gov.br/2010/12/posse-de-omar-aziz-e-jos-melo-hoje-no-teatro-amazonas","oficial","https://www.cmm.am.gov.br/memorial/omar-jose-abdel-aziz/","oficial",NA,TRUE,FALSE,FALSE,"oficial"
"eventos_governos_fonte_oficial.csv","M2010_AM_4_33_40000000290","AM","2010","VICE-GOVERNADOR","JOSÉ MELO DE OLIVEIRA","assumiu_titular","https://web.archive.org/web/20140404025122/http://www.amazonas.am.gov.br/2014/03/omar-aziz-declara-que-deixara-governo-no-proximo-dia-4-de-abril/","oficial","http://g1.globo.com/am/amazonas/noticia/2014/04/jose-melo-assume-o-governo-do-amazonas-nesta-sexta-feira-04.html","imprensa",NA,TRUE,FALSE,FALSE,"oficial"
"eventos_governos_fonte_oficial.csv","M2014_AM_4_90_40000000488","AM","2014","VICE-GOVERNADOR","JOSÉ HENRIQUE OLIVEIRA","cassacao","http://web.archive.org/web/20210523121927/http://www.tse.jus.br/imprensa/noticias-tse/2017/Maio/tse-cassa-governador-do-amazonas-e-determina-nova-eleicao-para-o-cargo","noticia_oficial","https://agenciabrasil.ebc.com.br/politica/noticia/2017-05/tse-confirma-cassacao-do-governador-do-amazonas-e-decide-por-novas-eleicoes","imprensa",NA,FALSE,TRUE,FALSE,"noticia_oficial"
"eventos_governos_fonte_oficial.csv","M2022_AM_4_44_40001619527","AM","2022","VICE-GOVERNADOR","TADEU DE SOUZA SILVA","renuncia","https://g1.globo.com/am/amazonas/eleicoes/2026/noticia/2026/05/04/roberto-cidade-e-eleito-governador-do-amazonas-em-eleicao-indireta.ghtml","imprensa","https://www.acritica.com/politica/wilson-e-tadeu-renunciam-e-roberto-cidade-e-o-novo-governador-do-am-1.400449","imprensa",NA,FALSE,FALSE,TRUE,"imprensa"
"eventos_governos_fonte_oficial.csv","M1998_AP_3_40_300000303000401","AP","1998","GOVERNADOR","JOAO ALBERTO RODRIGUES CAPIBERIBE","renuncia","https://www1.folha.uol.com.br/fsp/brasil/fc0904200219.htm","imprensa","https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/joao-alberto-rodrigues-capiberibe","referencia_academica",NA,FALSE,FALSE,TRUE,"referencia_academica"
"eventos_governos_fonte_oficial.csv","M2006_AP_3_12_10081","AP","2006","GOVERNADOR","ANTONIO WALDEZ GÓES DA SILVA","renuncia","http://g1.globo.com/politica/noticia/2010/09/ex-governador-do-amapa-waldez-goes-tambem-e-preso-diz-advogado.html","imprensa","https://web.archive.org/web/20110724150414/http://www.istoedinheiro.com.br/noticias/18410_DEZ+GOVERNADORES+DEVEM+DEIXAR+O+CARGO+ATE+SABADO","imprensa",NA,FALSE,FALSE,TRUE,"imprensa"
"eventos_governos_fonte_oficial.csv","M1998_AP_4_131_300000304001311","AP","1998","VICE-GOVERNADOR","MARIA DALVA DE SOUZA FIGUEIREDO","assumiu_titular","https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/figueiredo-dalva","referencia_academica","https://www1.folha.uol.com.br/fsp/brasil/fc0904200219.htm","imprensa",NA,FALSE,FALSE,TRUE,"referencia_academica"
"eventos_governos_fonte_oficial.csv","M2006_AP_4_12_10082","AP","2006","VICE-GOVERNADOR","PEDRO PAULO DIAS DE CARVALHO","assumiu_titular","http://g1.globo.com/politica/noticia/2010/09/ex-governador-do-amapa-waldez-goes-tambem-e-preso-diz-advogado.html","imprensa","https://web.archive.org/web/20110724150414/http://www.istoedinheiro.com.br/noticias/18410_DEZ+GOVERNADORES+DEVEM+DEIXAR+O+CARGO+ATE+SABADO","imprensa",NA,FALSE,FALSE,TRUE,"imprensa"
"eventos_governos_fonte_oficial.csv","M2014_AP_4_12_30000000099","AP","2014","VICE-GOVERNADOR","JOÃO BOSCO PAPALÉO PAES","renuncia","https://g1.globo.com/ap/amapa/eleicoes/2018/noticia/2018/08/07/vice-governador-do-amapa-papaleo-paes-anuncia-que-vai-renunciar-ao-cargo.ghtml","imprensa","https://www.diariodoamapa.com.br/cadernos/politica/medico-papaleo-paes-morre-aos-67-anos-vitima-da-covid-19/","imprensa",NA,FALSE,FALSE,TRUE,"imprensa"
"eventos_governos_fonte_oficial.csv","M2018_AP_4_12_30000613619","AP","2018","VICE-GOVERNADOR","JAIME DOMINGUEZ NUNES","fim_regular","https://g1.globo.com/ap/amapa/noticia/2023/01/01/clecio-luis-toma-posse-para-o-1o-mandato-como-governador-do-amapa.ghtml","imprensa","https://www.cnnbrasil.com.br/politica/pesquisa-ipec-governo-do-amapa-clecio-luis-tem-41-jaime-nunes-35/","imprensa",NA,FALSE,FALSE,TRUE,"imprensa"
"eventos_governos_fonte_oficial.csv","M1998_BA_3_25_500000503000251","BA","1998","GOVERNADOR","CÉSAR AUGUSTO RABELLO BORGES","renuncia","https://www.al.ba.gov.br/deputados/ex-deputado-estadual/5000455","oficial","https://www1.folha.uol.com.br/folha/brasil/ult96u31011.shtml","imprensa",NA,TRUE,FALSE,FALSE,"oficial"
"eventos_governos_fonte_oficial.csv","M1998_BA_4_221_500000504002211","BA","1998","VICE-GOVERNADOR","OTTO ROBERTO MENDONCA DE ALENCAR","assumiu_titular","https://www.al.ba.gov.br/deputados/ex-deputado-estadual/5000455","oficial","https://politicaaovivo.com/agora-com-rui-costa-bahia-tem-oito-ex-governadores-vivos-relembre/","imprensa",NA,TRUE,FALSE,FALSE,"oficial"
"eventos_governos_fonte_oficial.csv","M1998_CE_3_45_600000603000451","CE","1998","GOVERNADOR","TASSO RIBEIRO JEREISSATI","renuncia","https://diariodonordeste.verdesmares.com.br/opiniao/colunistas/inacio-aguiar/apos-20-anos-ceara-volta-a-ter-renuncia-de-um-governador-veja-como-e-a-transmissao-do-cargo-1.3212079","imprensa","https://www1.folha.uol.com.br/fsp/brasil/fc0704200202.htm","imprensa",NA,FALSE,FALSE,TRUE,"imprensa"
"eventos_governos_fonte_oficial.csv","M2018_CE_3_13_60000610979","CE","2018","GOVERNADOR","CAMILO SOBREIRA DE SANTANA","renuncia","https://www.fortaleza.ce.gov.br/noticias/primeira-mulher-governadora-efetiva-do-ceara-izolda-cela-toma-posse-neste-sabado-02-04","noticia_oficial","https://g1.globo.com/ce/ceara/eleicoes/2022/noticia/2022/04/02/posse-de-izolda-cela-no-ceara.ghtml","imprensa",NA,FALSE,TRUE,FALSE,"noticia_oficial"
"eventos_governos_fonte_oficial.csv","M1998_CE_4_451_600000604004511","CE","1998","VICE-GOVERNADOR","BENEDITO CLAYTON VERAS ALCÂNTARA","assumiu_titular","https://diariodonordeste.verdesmares.com.br/opiniao/colunistas/inacio-aguiar/apos-20-anos-ceara-volta-a-ter-renuncia-de-um-governador-veja-como-e-a-transmissao-do-cargo-1.3212079","imprensa","https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/veras-beni","referencia_academica",NA,FALSE,FALSE,TRUE,"referencia_academica"
"eventos_governos_fonte_oficial.csv","M2018_CE_4_13_60000610980","CE","2018","VICE-GOVERNADOR","MARIA IZOLDA CELA DE ARRUDA COELHO","assumiu_titular","https://www.fortaleza.ce.gov.br/noticias/primeira-mulher-governadora-efetiva-do-ceara-izolda-cela-toma-posse-neste-sabado-02-04","noticia_oficial","https://g1.globo.com/ce/ceara/eleicoes/2022/noticia/2022/04/02/posse-de-izolda-cela-no-ceara.ghtml","imprensa",NA,FALSE,TRUE,FALSE,"noticia_oficial"
