grupo,uf,sg_ue,nome,dominio,n_leg_inventario,n_legislatura_json,n_parlamentar_json,n_mandato_json,n_arquivos_html,n_caracteres_texto_html,n_nomes_recuperados,diagnostico,evidencia
"B_marcador_sapl_no_html","SP","69639","Ribeirão Corrente","camararibeiraocorrente.sp.gov.br",NA,NA,NA,NA,1,2722,0,"sem_coleta_de_api_html_sem_lista_de_parlamentares","instancia SAPL nunca consultada por API (fora do inventario sapl_municipal); so ha HTML em cache"
"B_marcador_sapl_no_html","SP","69710","Riversul","camarariversul.sp.gov.br",NA,NA,NA,NA,1,1,0,"sem_coleta_de_api_html_sem_texto_renderizado","instancia SAPL nunca consultada por API (fora do inventario sapl_municipal); so ha HTML em cache"
"B_marcador_sapl_no_html","SP","69850","Riolândia","riolandia.sp.leg.br",NA,NA,NA,NA,2,5149,9,"sem_coleta_de_api_html_com_lista_recuperada","instancia SAPL nunca consultada por API (fora do inventario sapl_municipal); so ha HTML em cache"
"B_marcador_sapl_no_html","SP","70777","São Caetano do Sul","www.saocaetanodosul.sp.leg.br",NA,NA,NA,NA,1,4518,0,"sem_coleta_de_api_html_sem_lista_de_parlamentares","instancia SAPL nunca consultada por API (fora do inventario sapl_municipal); so ha HTML em cache"
"B_marcador_sapl_no_html","SP","71250","Sarutaiá","camarasarutaia.sp.gov.br",NA,NA,NA,NA,3,1,0,"sem_coleta_de_api_html_sem_texto_renderizado","instancia SAPL nunca consultada por API (fora do inventario sapl_municipal); so ha HTML em cache"
"B_marcador_sapl_no_html","SP","71277","Sebastianópolis do Sul","camarasebastianopolisdosul.sp.gov.br",NA,NA,NA,NA,1,1,0,"sem_coleta_de_api_html_sem_texto_renderizado","instancia SAPL nunca consultada por API (fora do inventario sapl_municipal); so ha HTML em cache"
"B_marcador_sapl_no_html","SP","71676","Tambaú","camaratambau.sp.gov.br",NA,NA,NA,NA,1,1,0,"sem_coleta_de_api_html_sem_texto_renderizado","instancia SAPL nunca consultada por API (fora do inventario sapl_municipal); so ha HTML em cache"
"B_marcador_sapl_no_html","SP","71838","Taubaté","camarataubate.sp.gov.br",NA,NA,NA,NA,1,1,0,"sem_coleta_de_api_html_sem_texto_renderizado","instancia SAPL nunca consultada por API (fora do inventario sapl_municipal); so ha HTML em cache"
"B_marcador_sapl_no_html","SP","71854","Tejupá","camaratejupa.sp.gov.br",NA,NA,NA,NA,1,2356,0,"sem_coleta_de_api_html_sem_lista_de_parlamentares","instancia SAPL nunca consultada por API (fora do inventario sapl_municipal); so ha HTML em cache"
"B_marcador_sapl_no_html","SP","71897","Terra Roxa","camaraterraroxa.sp.gov.br",NA,NA,NA,NA,1,1,0,"sem_coleta_de_api_html_sem_texto_renderizado","instancia SAPL nunca consultada por API (fora do inventario sapl_municipal); so ha HTML em cache"
"B_marcador_sapl_no_html","SP","72230","Valentim Gentil","camaravalentimgentil.sp.gov.br",NA,NA,NA,NA,1,1,0,"sem_coleta_de_api_html_sem_texto_renderizado","instancia SAPL nunca consultada por API (fora do inventario sapl_municipal); so ha HTML em cache"
