fonte,cd_cargo,ano_eleicao,unidade,sg_uf,id_pessoa_fonte,nome_fonte,nome_alt,partido_fonte,data_inicio,data_fim,forma_saida,titular_nome,url,tipo_ocupante,id_mandato_explicito,linha,ja_titular
wikipedia,11,2016,58653,RJ,BOCEL0224015,Rodrigo Neves,Rodrigo Neves,,2017-12-11,2020-12-31,fim_regular,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_Niterói,interino,,7741,TRUE
wikipedia,11,2004,59234,RJ,BOCEL0147246,Eurico Bernardes Pinheiro Júnior,Eurico Bernardes Pinheiro Júnior,Partido Verde PV,2006-02-21,2008-12-31,fim_regular,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_Vassouras,interino,,7752,TRUE
wikipedia,11,2012,16195,RN,BOCEL0056028,Flaviano Moreira Monteiro,Flaviano Moreira Monteiro,PCdoB,2016-08-31,2016-12-31,fim_regular,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_Apodi,interino,,7756,TRUE
wikipedia,11,2020,17159,RN,BOCEL0100016,Francisco Damião de Oliveira,Francisco Damião de Oliveira,PP,2022-10-24,2024-08-27,,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_João_Dias_(Rio_Grande_do_Norte),interino,,7796,TRUE
wikipedia,11,2004,17230,RN,BOCEL0017661,Gizelda Rodrigues de França Gomes,Gizelda Rodrigues de França Gomes,PMDB,2005-05-11,2008-12-31,fim_regular,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_Lagoa_d'Anta,interino,,7798,TRUE
wikipedia,11,2004,17671,RN,BOCEL0035752,José Jackson Queiroga de Morais,José Jackson Queiroga de Morais,PMDB,2006-03-18,2012-12-31,fim_regular,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_Olho-d'Água_do_Borges,interino,,7813,TRUE
wikipedia,11,2000,16063,RN,BOCEL0020055,João Wilson Teixeira Neri,João Wilson Teixeira Neri,PMDB,2001-05-05,2004-12-31,fim_regular,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_São_Miguel_do_Gostoso,interino,,7846,TRUE
wikipedia,11,2012,86371,RS,BOCEL0173187,Paulo Pólis,Paulo Pólis,PT,2013-03-01,2016-12-31,fim_regular,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_Erechim,interino,,7883,TRUE
wikipedia,11,2016,86835,RS,BOCEL0167038,Marco Aurélio Soares Alba,Marco Aurélio Soares Alba,MDB,2017-04-07,2020-12-31,fim_regular,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_Gravataí,interino,,7887,TRUE
wikipedia,11,2004,87718,RS,BOCEL0073461,Jair Foscarini,Jair Foscarini,PMDB,2005-03-23,2008-12-31,fim_regular,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_Novo_Hamburgo,interino,,7889,TRUE
wikipedia,11,2016,88129,RS,BOCEL0102324,Aldi Minetto,Aldi Minetto,Partido Democrático TrabalhistaPDT,2017-07-27,2020-12-31,fim_regular,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_Vitória_das_Missões,interino,,7908,TRUE
wikipedia,11,2012,82333,SC,BOCEL0135643,Camilo Martins,Camilo Martins,PSD,2013-06-10,2016-12-31,fim_regular,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_Palhoça,interino,,7950,TRUE
wikipedia,11,2012,83798,SC,BOCEL0068238,Wilmar Carelli,Wilmar Carelli,PMDB,2013-11-29,2016-12-31,fim_regular,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_Videira_(Santa_Catarina),interino,,7958,TRUE
wikipedia,11,2004,62138,SP,BOCEL0196058,Rubens Furlan,Rubens Furlan,PPS,2005-02-01,2012-12-31,fim_regular,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_Barueri,interino,,7980,TRUE
wikipedia,11,2000,62197,SP,BOCEL0059069,Nilson Ferreira Costa,Nilson Ferreira Costa,PTB,2003-10-13,2004-12-31,fim_regular,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_Bauru,interino,,7987,TRUE
wikipedia,11,2012,65374,SP,BOCEL0256355,Valmir Domingos,Valmir Domingos,PR,2013-09-08,2015-07-06,,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_Itaí,interino,,8025,TRUE
wikipedia,11,2008,66192,SP,BOCEL0112816,Miguel Haddad,Miguel Haddad,,2010-04-04,2012-12-31,fim_regular,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_Jundiaí,interino,,8027,TRUE
wikipedia,11,2004,66710,SP,BOCEL0208812,Antônio Shigueyuki Aiacyda,Antônio Shigueyuki Aiacyda,Partido da Social Democracia Brasileira(PSDB),2005-01-31,2008-12-31,fim_regular,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_Mairiporã,interino,,8031,TRUE
wikipedia,11,2004,66893,SP,BOCEL0244682,Leonel Damo,Leonel Damo,Partido VerdePV,2005-12-07,2008-12-31,fim_regular,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_Mauá,interino,,8034,TRUE
wikipedia,11,2016,66893,SP,BOCEL0257196,Átila César Monteiro Jacomussi,Átila César Monteiro Jacomussi,Partido Socialista BrasileiroPSB,2019-09-10,2020-12-31,fim_regular,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_Mauá,interino,,8036,TRUE
wikipedia,11,2012,67890,SP,BOCEL0244138,Jorge Lapas,Jorge Lapas,Partido Democrático Trabalhista PDT,2015-02-01,2016-12-01,,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_Osasco,interino,,8039,TRUE
wikipedia,11,2008,68314,SP,BOCEL0241664,José Pavan Júnior,José Pavan Júnior,DEM,2009-07-22,2012-12-31,fim_regular,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_Paulínia,interino,,8041,TRUE
wikipedia,11,2012,68314,SP,BOCEL0241664,José Pavan Júnior,José Pavan Júnior,PSDB,2015-02-06,2016-12-31,fim_regular,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_Paulínia,interino,,8049,TRUE
wikipedia,11,2016,68470,SP,BOCEL0136782,Célio José de Oliveira,Célio José de Oliveira,PSDB,2017-05-12,2020-12-31,fim_regular,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_Penápolis,interino,,8053,TRUE
wikipedia,11,2008,70173,SP,BOCEL0119122,Mário Celso Heins,Mário Celso Heins,Partido DemocráticoTrabalhista PDT,2012-07-25,2012-11-20,,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_Santa_Bárbara_d'Oeste,interino,,8074,TRUE
wikipedia,11,2016,71455,SP,BOCEL0170108,José Caldini Crespo,José Caldini Crespo,,2017-10-06,2019-08-02,,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_Sorocaba,interino,,8078,TRUE
wikipedia,11,2024,70750,SP,BOCEL0264225,Marcelo Lima,Marcelo Lima,"",2025-10-11,,,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_São_Bernardo_do_Campo,interino,,8082,TRUE
wikipedia,11,2020,70777,SP,BOCEL0260374,José Auricchio Júnior,José Auricchio Júnior,Partido da SocialDemocracia Brasileira PSDB,2021-12-23,2024-12-31,fim_regular,,https://pt.wikipedia.org/wiki/Lista_de_prefeitos_de_São_Caetano_do_Sul,interino,,8084,TRUE
