fonte,cd_cargo,ano_eleicao,unidade,sg_uf,id_pessoa_fonte,nome_fonte,nome_alt,partido_fonte,data_inicio,data_fim,forma_saida,titular_nome,url,tipo_ocupante,id_mandato_explicito,linha,ja_titular
camara_api,6,2002,AC,AC,BOCEL0002228,FRANCISCO BRÍGIDO DA COSTA,CHICÃO BRÍGIDO,PMDB,2005-02-23,2005-03-31,afastamento,,https://dadosabertos.camara.leg.br/api/v2/deputados/74181/historico,suplente,,209,TRUE
camara_api,6,2010,RO,RO,BOCEL0041208,MARCOS ROGÉRIO DA SILVA BRITO,MARCOS ROGÉRIO,PDT,2011-11-17,2015-01-31,fim_regular,,https://dadosabertos.camara.leg.br/api/v2/deputados/167722/historico,suplente,,667,TRUE
camara_api,6,2014,MG,MG,BOCEL0199924,ADELMO CARNEIRO LEAO,ADELMO CARNEIRO LEÃO,PT,2015-03-06,2018-04-06,afastamento,,https://dadosabertos.camara.leg.br/api/v2/deputados/178890/historico,suplente,,788,TRUE
camara_api,6,2022,CE,CE,BOCEL0181289,PRISCILA BEZERRA DA COSTA,Priscila Costa,PL,2023-06-30,2023-10-27,afastamento,,https://dadosabertos.camara.leg.br/api/v2/deputados/226075/historico,suplente,,1187,TRUE
assembleia:2,7,1998,RS,RS,BOCEL0151775,Cezar Busatto,Cezar Busatto,,,2003-01-31,suplente_efetivado,,http://www2.al.rs.gov.br/memorial/Informa%C3%A7%C3%B5esParlamentares/Legislaturas/tabid/3543/Default.aspx,suplente,,2576,TRUE
assembleia:2,7,1998,RS,RS,BOCEL0067759,Paulo Azeredo,Paulo Azeredo,,,2003-01-31,suplente_efetivado,,http://www2.al.rs.gov.br/memorial/Informa%C3%A7%C3%B5esParlamentares/Legislaturas/tabid/3543/Default.aspx,suplente,,2583,TRUE
assembleia:2,7,2006,RS,RS,BOCEL0172823,Luís Augusto Lara,Luís Augusto Lara,,2008-03-01,2011-01-31,suplente_efetivado,,https://transparencia.al.rs.gov.br/parlamentares/presencas-plenario/pesquisa,suplente,,2610,TRUE
assembleia:2,7,2006,RS,RS,BOCEL0104237,Luiz Fernando Záchia,Luiz Fernando Záchia,,2008-08-01,2011-01-31,suplente_efetivado,,https://transparencia.al.rs.gov.br/parlamentares/presencas-plenario/pesquisa,suplente,,2611,TRUE
assembleia:2,7,2006,RS,RS,BOCEL0067759,Paulo Azeredo,Paulo Azeredo,,2007-05-01,2011-01-31,suplente_efetivado,,https://transparencia.al.rs.gov.br/parlamentares/presencas-plenario/pesquisa,suplente,,2614,TRUE
assembleia:2,7,2006,RS,RS,BOCEL0150190,Pedro Westphalen,Pedro Westphalen,,2007-11-01,2011-01-31,suplente_efetivado,,https://transparencia.al.rs.gov.br/parlamentares/presencas-plenario/pesquisa,suplente,,2615,TRUE
assembleia:2,7,2010,RS,RS,BOCEL0090924,Adroaldo Loureiro,Adroaldo Loureiro,,2011-01-31,2011-10-31,renuncia,,https://transparencia.al.rs.gov.br/parlamentares/presencas-plenario/pesquisa,suplente,,2616,TRUE
assembleia:2,7,2018,RS,RS,BOCEL0109931,Juvir Costella,Juvir Costella,,2020-12-01,2023-01-31,suplente_efetivado,,https://transparencia.al.rs.gov.br/parlamentares/presencas-plenario/pesquisa,suplente,,2634,TRUE
assembleia:2,7,2018,RS,RS,BOCEL0045759,Stela Farias,Stela Farias,,2022-03-01,2023-01-31,suplente_efetivado,,https://transparencia.al.rs.gov.br/parlamentares/presencas-plenario/pesquisa,suplente,,2639,TRUE
assembleia:2,7,2022,RS,RS,BOCEL0165156,Gilmar Sossella,Gilmar Sossella,PDT,2026-04-01,,nao_observado,,https://transparencia.al.rs.gov.br/parlamentares/presencas-plenario/pesquisa,suplente,,2641,TRUE
assembleia:2,7,2022,RS,RS,BOCEL0109931,Juvir Costella,Juvir Costella,MDB,2026-04-01,,nao_observado,,https://transparencia.al.rs.gov.br/parlamentares/presencas-plenario/pesquisa,suplente,,2643,TRUE
assembleia:2,7,2022,RS,RS,BOCEL0179574,Ronaldo Santini,Ronaldo Santini,PODE,2023-07-01,,nao_observado,,https://transparencia.al.rs.gov.br/parlamentares/presencas-plenario/pesquisa,suplente,,2644,TRUE
assembleia:,7,2018,AM,AM,BOCEL0063116,JOSÉ AUGUSTO FERRAZ DE LIMA,Augusto Ferraz,DEM,2019-02-01,2020-12-31,afastamento,,https://sapl.al.am.leg.br/api/parlamentares/mandato/67/,suplente,,2782,TRUE
assembleia:,8,2018,DF,DF,BOCEL0026890,Luzia de Paula,Luzia de Paula,Partido Socialista Brasileiro (PSB),,,nao_observado,,https://www.cl.df.gov.br/legislaturas-anteriores (8a legislatura),suplente,,2811,TRUE
assembleia:,7,2018,PI,PI,BOCEL0045943,Fernando Alberto de  Brito Monteiro,Fernando Monteiro,PTB,2019-02-04,2022-12-31,falecimento,,https://sapl.al.pi.leg.br/api/parlamentares/mandato/678/,suplente,,2861,TRUE
assembleia:,7,2018,RO,RO,BOCEL0058229,ADAILTON ANTUNES FERREIRA,ADAILTON FÚRIA,PSD,2019-02-01,2020-12-30,renuncia,,https://sapl.al.ro.leg.br/api/parlamentares/mandato/421/,suplente,,2876,TRUE
assembleia:,7,2018,RO,RO,BOCEL0038113,EYDER BRASIL DO CARMO,EYDER BRASIL,PSL,2019-02-01,2023-01-31,suplente_efetivado,,https://sapl.al.ro.leg.br/api/parlamentares/mandato/405/,suplente,,2880,TRUE
assembleia:,7,2006,RR,RR,BOCEL0001602,Francisco Flamarion Portela,Flamarion Portela,PTC,2008-05-16,2010-12-31,suplente_efetivado,,https://sapl.al.rr.leg.br/api/parlamentares/mandato/84/,suplente,,2891,TRUE
assembleia:,7,2022,TO,TO,BOCEL0058886,FABION GOMES DE SOUSA,FABION GOMES,,2023-02-01,2024-12-31,outro,,https://sapl.al.to.leg.br/api/parlamentares/mandato/47/,suplente,,2898,TRUE
exercicio_camaras_municipais,13,2020,98353,AM,BOCEL0133341,Luiz Fernandes de Moraes Filho,Luizinho Félix,,2021-01-01,2024-07-29,renuncia,,https://sapl.iranduba.am.leg.br/api/parlamentares/mandato/27/,suplente,,3155,TRUE
exercicio_camaras_municipais,13,2024,33553,BA,BOCEL0212621,Aparecido Leite Ledo,Ide Ledo,,2025-01-01,2028-12-31,fim_regular,,https://sapl.barradaestiva.ba.leg.br/api/parlamentares/mandato/206/,suplente,,3170,TRUE
exercicio_camaras_municipais,13,2024,33553,BA,BOCEL0190578,Manoel Messias Pereira Lacerda,Messias dos Morrinhos,,2025-01-01,2028-12-31,fim_regular,,https://sapl.barradaestiva.ba.leg.br/api/parlamentares/mandato/204/,suplente,,3171,TRUE
exercicio_camaras_municipais,13,2016,33995,BA,BOCEL0202972,FÁBIO ROCHA DE BRITO,FÁBIO ROCHA DE BRITO,,2017-01-01,2020-12-31,fim_regular,,https://sapl.cacule.ba.leg.br/api/parlamentares/mandato/26/,suplente,,3173,TRUE
exercicio_camaras_municipais,13,2016,33995,BA,BOCEL0176589,JOANA D'ARC DA SILVA OLIVEIRA,JOANA D'ARC,,2017-01-01,2020-12-31,fim_regular,,https://sapl.cacule.ba.leg.br/api/parlamentares/mandato/29/,suplente,,3174,TRUE
exercicio_camaras_municipais,13,2016,33995,BA,BOCEL0161488,LUIZ CARLOS PEREIRA,LUIZ CARLOS,,2017-01-01,2020-12-31,fim_regular,,https://sapl.cacule.ba.leg.br/api/parlamentares/mandato/33/,suplente,,3175,TRUE
exercicio_camaras_municipais,13,2016,35955,BA,BOCEL0208326,ZENILDO NASCIMENTO ARAGÃO,PARANÁ,,2017-01-01,2020-12-31,fim_regular,,https://sapl.itaberaba.ba.leg.br/api/parlamentares/mandato/299/,suplente,,3187,TRUE
exercicio_camaras_municipais,13,2008,37214,BA,BOCEL0212283,Elcio Ramayana Carneiro Pombo,Elcinho,,2009-01-01,2012-12-31,fim_regular,,https://sapl.matadesaojoao.ba.leg.br/api/parlamentares/mandato/21/,suplente,,3198,TRUE
exercicio_camaras_municipais,13,2024,37818,BA,BOCEL0199614,Albério Carlos Caetano da Silva,Bero do Jardim Aeroporto,,2025-01-01,2025-07-17,falecimento,,https://sapl.pauloafonso.ba.leg.br/api/parlamentares/mandato/35/,suplente,,3202,TRUE
exercicio_camaras_municipais,13,2016,37893,BA,BOCEL0138327,JESSÉ ALVES FILHO,JESSÉ ALVES,,2017-01-01,2020-02-12,outro,,https://sapl.pilaoarcado.ba.leg.br/api/parlamentares/mandato/4/,suplente,,3203,TRUE
exercicio_camaras_municipais,13,2016,37893,BA,BOCEL0230059,ORGETO BASTOS DOS SANTOS,ORGETO BASTOS,,2017-01-01,2020-02-12,outro,,https://sapl.pilaoarcado.ba.leg.br/api/parlamentares/mandato/1/,suplente,,3204,TRUE
exercicio_camaras_municipais,13,2020,38075,BA,BOCEL0233019,Rodrigo Borges de Souza,Rodrigo Borges,,2024-04-15,2024-12-31,fim_regular,,https://sapl.portoseguro.ba.leg.br/api/parlamentares/mandato/25/,suplente,,3209,TRUE
exercicio_camaras_municipais,13,2016,13218,CE,BOCEL0106669,Luiz Carlos Solheiro,Kaka,,2017-01-01,2018-08-15,outro,,https://sapl.aracati.ce.leg.br/api/parlamentares/mandato/27/,suplente,,3241,TRUE
exercicio_camaras_municipais,13,2016,13218,CE,BOCEL0199959,Michelson dos Santos Silva,Michelson Bernardes,,2017-01-01,2018-04-30,outro,,https://sapl.aracati.ce.leg.br/api/parlamentares/mandato/25/,suplente,,3243,TRUE
exercicio_camaras_municipais,13,2024,13692,CE,BOCEL0166262,Antônio Vanderval de Araújo Junior,Vanderval Junior (in Memoriam),,2025-01-01,2026-05-23,falecimento,,https://sapl.cascavel.ce.leg.br/api/parlamentares/mandato/95/,suplente,,3280,TRUE
exercicio_camaras_municipais,13,2016,13897,CE,BOCEL0183728,Célio Studart Barbosa,Célio Studart,,2017-01-01,2019-01-31,outro,,https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/400/,suplente,,3300,TRUE
exercicio_camaras_municipais,13,2016,13897,CE,BOCEL0156487,João Salmito Filho,Salmito Filho,,2017-01-01,2019-01-31,outro,,https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/380/,suplente,,3307,TRUE
exercicio_camaras_municipais,13,2016,13897,CE,BOCEL0111843,José Acrísio de Sena,Acrísio Sena,,2017-01-01,2019-01-31,outro,,https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/395/,suplente,,3311,TRUE
exercicio_camaras_municipais,13,2016,13897,CE,BOCEL0002910,Luciram Girão Sales,Luciram Girão,,2017-01-01,2019-05-06,outro,,https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/388/,suplente,,3317,TRUE
exercicio_camaras_municipais,13,2016,13897,CE,BOCEL0189924,Noelio da Rocha Oliveira,Soldado Noelio,,2017-01-01,2019-01-31,outro,,https://sapl.fortaleza.ce.leg.br/api/parlamentares/mandato/407/,suplente,,3319,TRUE
exercicio_camaras_municipais,13,2020,15032,CE,BOCEL0205722,MAIARA REIS CAMPOS,MAIARA CAMPOS,,2021-01-01,2023-10-11,outro,,https://sapl.palmacia.ce.leg.br/api/parlamentares/mandato/68/,suplente,,3391,TRUE
exercicio_camaras_municipais,13,2016,56235,ES,BOCEL0008524,SEBASTIÃO GOMES,Sebastião Gomes,,2017-01-01,2017-10-24,falecimento,,https://sapl.cachoeirodeitapemirim.es.leg.br/api/parlamentares/mandato/102/,suplente,,3441,TRUE
exercicio_camaras_municipais,13,2000,56375,ES,BOCEL0019554,Adimar Alves de Souza,Adimar Alves de Souza,,2001-01-01,2004-12-31,fim_regular,,https://sapl.domingosmartins.es.leg.br/api/parlamentares/mandato/238/,suplente,,3442,TRUE
exercicio_camaras_municipais,13,2016,56952,ES,BOCEL0016636,José Ailton Cardoso Boca,Boca,,2017-01-01,2020-12-31,fim_regular,,https://sapl.saojosedocalcado.es.leg.br/api/parlamentares/mandato/7/,suplente,,3451,TRUE
exercicio_camaras_municipais,13,2020,92215,GO,BOCEL0137989,DIVINO CAVALHEIRO LEITE,DIVININHO DO SINDICATO,,2021-01-01,2021-03-10,falecimento,,https://sapl.anapolis.go.leg.br/api/parlamentares/mandato/255/,suplente,,3474,TRUE
exercicio_camaras_municipais,13,2004,92320,GO,BOCEL0107494,Marlene Maria do Carmo,Marlene,,2005-01-01,2008-12-31,fim_regular,,https://sapl.matrincha.go.leg.br/api/parlamentares/mandato/99/,suplente,,3480,TRUE
exercicio_camaras_municipais,13,2008,92320,GO,BOCEL0128181,Ederson Batista de Souza,Ederson Batista,,2009-01-01,2012-12-31,fim_regular,,https://sapl.matrincha.go.leg.br/api/parlamentares/mandato/34/,suplente,,3481,TRUE
exercicio_camaras_municipais,13,2008,92320,GO,BOCEL0134236,Eurípedes Teodoro da Mata,Eurípedes Teodoro,,2009-01-01,2012-12-31,fim_regular,,https://sapl.matrincha.go.leg.br/api/parlamentares/mandato/39/,suplente,,3482,TRUE
exercicio_camaras_municipais,13,2008,92320,GO,BOCEL0105947,Luiz Henrique Esteves,Luiz Henrique,,2009-01-01,2012-12-31,fim_regular,,https://sapl.matrincha.go.leg.br/api/parlamentares/mandato/38/,suplente,,3484,TRUE
exercicio_camaras_municipais,13,2008,92320,GO,BOCEL0107494,Marlene Maria do Carmo,Marlene,,2009-01-01,2012-12-31,fim_regular,,https://sapl.matrincha.go.leg.br/api/parlamentares/mandato/98/,suplente,,3485,TRUE
exercicio_camaras_municipais,13,2012,92320,GO,BOCEL0107494,Marlene Maria do Carmo,Marlene,,2013-01-01,2016-12-31,fim_regular,,https://sapl.matrincha.go.leg.br/api/parlamentares/mandato/97/,suplente,,3486,TRUE
exercicio_camaras_municipais,13,2020,92851,GO,BOCEL0148561,VIRGINIA BERNARDES DE FREITAS SILVA,VIRGINIA BERNARDES,,2021-01-01,2024-12-31,fim_regular,,https://sapl.cacu.go.leg.br/api/parlamentares/mandato/147/,suplente,,3488,TRUE
exercicio_camaras_municipais,13,2024,92932,GO,BOCEL0195073,Vinicius Stephany Carvalho Manduca,Vinicius Manduca,,2025-01-01,2028-12-31,fim_regular,,https://sapl.campinorte.go.leg.br/api/parlamentares/mandato/15/,suplente,,3490,TRUE
exercicio_camaras_municipais,13,2020,95451,GO,BOCEL0200310,JOSÉ HUMBERTO MONTEIRO DE PAIVA FILHO,BETIM MONTEIRO,,2021-01-01,2024-09-10,renuncia,,https://sapl.piresdorio.go.leg.br/api/parlamentares/mandato/7/,suplente,,3511,TRUE
exercicio_camaras_municipais,13,2016,40088,MG,BOCEL0163137,Júlio Cesar Felício,Júlio Cesar Felício,,2017-01-01,2018-12-06,falecimento,,https://sapl.carneirinho.mg.leg.br/api/parlamentares/mandato/70/,suplente,,3542,TRUE
exercicio_camaras_municipais,13,2016,40177,MG,BOCEL0244388,CÂMARA MUNICIPAL DE ÁGUAS FORMOSAS,Jesus Fonseca,,2017-01-01,2020-12-31,fim_regular,,https://sapl.aguasformosas.mg.leg.br/api/parlamentares/mandato/1/,suplente,,3545,TRUE
exercicio_camaras_municipais,13,2016,40177,MG,BOCEL0237378,CÂMARA MUNICIPAL DE ÁGUAS FORMOSAS,PEDRO ANTONIO DE ALMEIDA,,2017-01-01,2020-12-31,fim_regular,,https://sapl.aguasformosas.mg.leg.br/api/parlamentares/mandato/8/,suplente,,3546,TRUE
exercicio_camaras_municipais,13,2016,40177,MG,BOCEL0212169,CÂMARA MUNICIPAL DE ÁGUAS FORMOSAS,OSMAR RODRIGUES DOS SANTOS,,2017-01-01,2020-12-31,fim_regular,,https://sapl.aguasformosas.mg.leg.br/api/parlamentares/mandato/6/,suplente,,3547,TRUE
exercicio_camaras_municipais,13,2016,40177,MG,BOCEL0247591,CÂMARA MUNICIPAL DE ÁGUAS FORMOSAS,MARCIEL NERES PEREIRA,,2017-01-01,2020-12-31,fim_regular,,https://sapl.aguasformosas.mg.leg.br/api/parlamentares/mandato/5/,suplente,,3548,TRUE
exercicio_camaras_municipais,13,2016,40177,MG,BOCEL0243596,CÂMARA MUNICIPAL DE ÁGUAS FORMOSAS,LETÍCIA VIANA SALOMÃO,,2017-01-01,2020-12-31,fim_regular,,https://sapl.aguasformosas.mg.leg.br/api/parlamentares/mandato/3/,suplente,,3549,TRUE
exercicio_camaras_municipais,13,2016,40177,MG,BOCEL0216861,CÂMARA MUNICIPAL DE ÁGUAS FORMOSAS,NILTON TEIXEIRA CHAVES,,2017-01-01,2020-12-31,fim_regular,,https://sapl.aguasformosas.mg.leg.br/api/parlamentares/mandato/7/,suplente,,3550,TRUE
exercicio_camaras_municipais,13,2016,40177,MG,BOCEL0209825,CÂMARA MUNICIPAL DE ÁGUAS FORMOSAS,LUIZ ROGÉRIO CORDEIRO DOS SANTOS,,2017-01-01,2020-12-31,fim_regular,,https://sapl.aguasformosas.mg.leg.br/api/parlamentares/mandato/4/,suplente,,3551,TRUE
exercicio_camaras_municipais,13,2016,40177,MG,BOCEL0188560,CÂMARA MUNICIPAL DE ÁGUAS FORMOSAS,SERGIO MURILLO LIMA VIANA,,2017-01-01,2020-12-31,fim_regular,,https://sapl.aguasformosas.mg.leg.br/api/parlamentares/mandato/11/,suplente,,3552,TRUE
exercicio_camaras_municipais,13,2016,40363,MG,BOCEL0243402,ANTONIO POLICARPO GARCIA,TONHO DIVINO,,2017-01-01,2020-12-31,licenca,,https://sapl.limeiradooeste.mg.leg.br/api/parlamentares/mandato/59/,suplente,,3555,TRUE
exercicio_camaras_municipais,13,2016,40835,MG,BOCEL0246959,Vinícius Jair Machado,Vinícius Jair Machado,,2019-03-27,2020-12-31,fim_regular,,https://sapl.arcos.mg.leg.br/api/parlamentares/mandato/19/,suplente,,3576,TRUE
exercicio_camaras_municipais,13,2020,40894,MG,BOCEL0076795,Flaviano Nogueira Vargas,Bertim Vargas,,2021-01-01,2024-12-31,fim_regular,,https://sapl.arinos.mg.leg.br/api/parlamentares/mandato/151/,suplente,,3577,TRUE
exercicio_camaras_municipais,13,2000,41025,MG,BOCEL0240994,Elson da Silva Santos Junior,Juninho,,2001-01-01,2004-12-31,fim_regular,,https://sapl.mariocampos.mg.leg.br/api/parlamentares/mandato/39/,suplente,,3579,TRUE
exercicio_camaras_municipais,13,2012,41025,MG,BOCEL0231637,Renato Sebastião Campos,Renato Campos,,2013-01-01,2016-12-31,fim_regular,,https://sapl.mariocampos.mg.leg.br/api/parlamentares/mandato/42/,suplente,,3580,TRUE
exercicio_camaras_municipais,13,2012,41025,MG,BOCEL0172824,Wilson Francisco Pereira,Sargento Wilson,,2013-01-01,2016-12-31,fim_regular,,https://sapl.mariocampos.mg.leg.br/api/parlamentares/mandato/41/,suplente,,3581,TRUE
exercicio_camaras_municipais,13,2016,41025,MG,BOCEL0240165,Andresa Aparecida Rocha Rodrigues,Professora Andresa,,2017-01-01,2020-12-31,fim_regular,,https://sapl.mariocampos.mg.leg.br/api/parlamentares/mandato/11/,suplente,,3582,TRUE
exercicio_camaras_municipais,13,2016,41025,MG,BOCEL0223987,Claudio Ferreira dos Anjos,Claudio,,2017-01-01,2020-12-31,fim_regular,,https://sapl.mariocampos.mg.leg.br/api/parlamentares/mandato/12/,suplente,,3583,TRUE
exercicio_camaras_municipais,13,2016,41025,MG,BOCEL0239996,Marcos Paulo de Oliveira,Marcos Paulo,,2017-01-01,2020-12-31,fim_regular,,https://sapl.mariocampos.mg.leg.br/api/parlamentares/mandato/19/,suplente,,3584,TRUE
exercicio_camaras_municipais,13,2016,41025,MG,BOCEL0223875,Reginaldo Ferreira Gonçalves,Reginaldo Federal,,2017-01-01,2020-12-31,fim_regular,,https://sapl.mariocampos.mg.leg.br/api/parlamentares/mandato/16/,suplente,,3585,TRUE
exercicio_camaras_municipais,13,2016,41025,MG,BOCEL0231637,Renato Sebastião Campos,Renato Campos,,2017-01-01,2020-12-31,fim_regular,,https://sapl.mariocampos.mg.leg.br/api/parlamentares/mandato/15/,suplente,,3586,TRUE
exercicio_camaras_municipais,13,2016,41025,MG,BOCEL0204651,Roney Ferreira da Rocha,Roney Rocha,,2017-01-01,2020-12-31,fim_regular,,https://sapl.mariocampos.mg.leg.br/api/parlamentares/mandato/14/,suplente,,3587,TRUE
exercicio_camaras_municipais,13,2016,41025,MG,BOCEL0253152,Thalles Bernard Campos,Thalles Campos,,2017-01-01,2020-12-31,fim_regular,,https://sapl.mariocampos.mg.leg.br/api/parlamentares/mandato/17/,suplente,,3588,TRUE
exercicio_camaras_municipais,13,2016,41025,MG,BOCEL0244693,Valdirene da Silva Gonçalves,Valdirene,,2017-01-01,2020-12-31,fim_regular,,https://sapl.mariocampos.mg.leg.br/api/parlamentares/mandato/18/,suplente,,3589,TRUE
exercicio_camaras_municipais,13,2004,41637,MG,BOCEL0236777,Adilson Luiz dos Santos,Adilson dos Santos,,2005-01-01,2008-12-31,fim_regular,,https://sapl.bonfinopolisdeminas.mg.leg.br/api/parlamentares/mandato/93/,suplente,,3596,TRUE
exercicio_camaras_municipais,13,2020,43311,MG,BOCEL0221546,Reginaldo Teixeira Santos,Reginaldo Teixeira Santos,,2021-01-01,2024-12-31,fim_regular,,https://sapl.claudio.mg.leg.br/api/parlamentares/mandato/2/,suplente,,3621,TRUE
exercicio_camaras_municipais,13,2012,43575,MG,BOCEL0230538,Valdecir Pereira de Alvarenga,Valdão,,2013-01-01,2016-12-31,fim_regular,,https://sapl.congonhal.mg.leg.br/api/parlamentares/mandato/24/,suplente,,3626,TRUE
exercicio_camaras_municipais,13,2016,44458,MG,BOCEL0256895,Cleiton Gontijo de Azevedo,Cleitinho Azevedo,,2017-01-01,2019-01-30,renuncia,,https://sapl.divinopolis.mg.leg.br/api/parlamentares/mandato/443/,suplente,,3636,TRUE
exercicio_camaras_municipais,13,2016,44458,MG,BOCEL0218764,Elton Geraldo Tavares,Sargento Elton,,2017-01-01,2020-12-22,renuncia,,https://sapl.divinopolis.mg.leg.br/api/parlamentares/mandato/449/,suplente,,3637,TRUE
exercicio_camaras_municipais,13,2020,44458,MG,BOCEL0239227,Eduardo Azevedo,Eduardo Azevedo,,2021-01-01,2023-01-23,renuncia,,https://sapl.divinopolis.mg.leg.br/api/parlamentares/mandato/461/,suplente,,3642,TRUE
exercicio_camaras_municipais,13,2020,44458,MG,BOCEL0255927,Lohanna Souza França Moreira de OLiveira,Lohanna França,,2021-01-01,2023-01-23,renuncia,,https://sapl.divinopolis.mg.leg.br/api/parlamentares/mandato/460/,suplente,,3643,TRUE
exercicio_camaras_municipais,13,2020,44458,MG,BOCEL0189421,Rodrigo Vasconcelos de Almeida Kaboja,Rodrigo Kaboja,,2021-01-01,2024-12-31,fim_regular,,https://sapl.divinopolis.mg.leg.br/api/parlamentares/mandato/469/,suplente,,3644,TRUE
exercicio_camaras_municipais,13,2008,45837,MG,BOCEL0108708,Valdir Bueno de Souza,Valdir Bueno de Souza,,2009-01-01,2012-12-31,fim_regular,,https://sapl.heliodora.mg.leg.br/api/parlamentares/mandato/330/,suplente,,3648,TRUE
exercicio_camaras_municipais,13,2000,46370,MG,BOCEL0222937,Valdir José de Morais,Valdir José de Morais (Valdir Tira Leite),,2001-01-01,2004-12-31,fim_regular,,https://sapl.itabirito.mg.leg.br/api/parlamentares/mandato/72/,suplente,,3655,TRUE
exercicio_camaras_municipais,13,2016,46370,MG,BOCEL0227458,Gilmar Alfenas,Gilmar Alfenas (Gilmar Capoeira),,2017-01-01,2020-12-31,fim_regular,,https://sapl.itabirito.mg.leg.br/api/parlamentares/mandato/38/,suplente,,3657,TRUE
exercicio_camaras_municipais,13,2016,46370,MG,BOCEL0044528,Nilson Esteves Lopes,Nilson Tem Tudo,,2017-01-01,2020-12-31,fim_regular,,https://sapl.itabirito.mg.leg.br/api/parlamentares/mandato/37/,suplente,,3658,TRUE
exercicio_camaras_municipais,13,2020,46752,MG,BOCEL0039902,Lucimar Nunes Nogueira,Lucimar Nunes,,2021-01-01,2022-09-14,outro,,https://sapl.itauna.mg.leg.br/api/parlamentares/mandato/32/,suplente,,3665,TRUE
exercicio_camaras_municipais,13,2016,46957,MG,BOCEL0246801,Taís Tânia Pereira Silva,Taís Tânia Pereira Silva (Taís Tânia),,2017-01-01,2020-12-31,fim_regular,,https://sapl.jacui.mg.leg.br/api/parlamentares/mandato/36/,suplente,,3670,TRUE
exercicio_camaras_municipais,13,2016,48658,MG,BOCEL0238069,Sérgio Pereira dos Santos,Sérgio Pereira dos Santos,,2017-01-01,2020-12-31,fim_regular,,https://sapl.montesclaros.mg.leg.br/api/parlamentares/mandato/39/,suplente,,3703,TRUE
exercicio_camaras_municipais,13,2020,48771,MG,BOCEL0242870,CARLOS DELFIM SOARES RIBEIRO,VEREADOR CARLOS DELFIM,,2021-01-01,2023-05-17,cassacao,,https://sapl.muriae.mg.leg.br/api/parlamentares/mandato/41/,suplente,,3711,TRUE
exercicio_camaras_municipais,13,2020,49417,MG,BOCEL0244855,Márcia Flávia Marzagão Albano,Márcia Marzagão,,2021-01-01,2022-11-29,outro,,https://sapl.parademinas.mg.leg.br/api/parlamentares/mandato/70/,suplente,,3719,TRUE
exercicio_camaras_municipais,13,2020,49590,MG,BOCEL0213643,João Batista de Oliveira,João Batista de Oliveira - João Marra,,2021-01-01,2023-03-02,cassacao,,https://sapl.patosdeminas.mg.leg.br/api/parlamentares/mandato/347/,suplente,,3720,TRUE
exercicio_camaras_municipais,13,2020,49590,MG,BOCEL0214459,Lásaro Borges de Oliveira,Lásaro Borges de Oliveira - Lásaro Borges,,2021-01-01,2021-11-19,cassacao,,https://sapl.patosdeminas.mg.leg.br/api/parlamentares/mandato/350/,suplente,,3721,TRUE
exercicio_camaras_municipais,13,2020,49590,MG,BOCEL0232373,Marcos Antônio Rodrigues,Marcos Antônio Rodrigues - Marquim das Bananas,,2021-01-01,2021-11-04,cassacao,,https://sapl.patosdeminas.mg.leg.br/api/parlamentares/mandato/353/,suplente,,3722,TRUE
exercicio_camaras_municipais,13,2004,49816,MG,BOCEL0121534,Gerson Luiz Correa,Gerson Luiz Correa,,2005-01-01,2008-12-31,fim_regular,,https://sapl.pedralva.mg.leg.br/api/parlamentares/mandato/129/,suplente,,3726,TRUE
exercicio_camaras_municipais,13,2020,49816,MG,BOCEL0250631,Aline de Fátima Silva Guedes,Aline de Fátima Silva Guedes,,2021-01-01,2024-09-16,outro,,https://sapl.pedralva.mg.leg.br/api/parlamentares/mandato/149/,suplente,,3727,TRUE
exercicio_camaras_municipais,13,2016,49859,MG,BOCEL0220797,Aziz José Ferreira,Aziz José Ferreira,,2017-01-01,2020-12-31,fim_regular,,https://sapl.pedroleopoldo.mg.leg.br/api/parlamentares/mandato/67/,suplente,,3728,TRUE
exercicio_camaras_municipais,13,2016,49859,MG,BOCEL0229669,João Moreira Indiano Júnior,João Moreira Indiano Júnior,,2017-01-01,2020-12-31,fim_regular,,https://sapl.pedroleopoldo.mg.leg.br/api/parlamentares/mandato/64/,suplente,,3729,TRUE
exercicio_camaras_municipais,13,2020,49859,MG,BOCEL0125161,José Justino Pires Damaso,José Justino Pires Damaso,,2021-01-01,2022-10-11,falecimento,,https://sapl.pedroleopoldo.mg.leg.br/api/parlamentares/mandato/86/,suplente,,3730,TRUE
exercicio_camaras_municipais,13,2008,49891,MG,BOCEL0200409,Rosangela Iambao Silva Nina Galão,Rosangela Iambao Silva Nina Galão,,2009-01-01,2009-12-31,falecimento,,https://sapl.pequeri.mg.leg.br/api/parlamentares/mandato/50/,suplente,,3733,TRUE
exercicio_camaras_municipais,13,2008,49891,MG,BOCEL0197475,Rozália Maria Marconato Ferreira Lima,Rozália Maria Marconato Ferreira Lima,,2009-01-01,2012-12-31,renuncia,,https://sapl.pequeri.mg.leg.br/api/parlamentares/mandato/51/,suplente,,3734,TRUE
