"rodada","amostra","na_amostra_40","idx","id_mandato_bocel","data_diario","confianca","evento_inferido","evento_ancorado","metodo_pareamento","motivo_rebaixamento","nome","correto","motivo_erro","trecho"
"regra_v3_corroboracao_mandato","30_alta","FALSE","21","M2016_85995_11_10_210000020853","2019-12-26","alta","cassacao","cassacao","nome_completo_no_trecho",NA,"DANIEL ANTONIO GUERRA",1,"NA","Reg. no Livro de Portarias n°. 694, à folha n°. 026. VANGELISA FOGACA CASSANEGO LORANDI SECRETÁRIA MUNICIPAL DE RECURSOS HUMANOS E LOGÍSTICA Poder Legislativo DECRETO LEGISLATIVO N° 414/A, DE 22 DE DEZEMBRO DE 2019. Fica decretada a <<cassação>> do Mandato do Prefeito Municipal de Caxias do Sul, Sr. Daniel Antônio Guerra. A MESA DIRETORA DA CÂMARA MUNICIPAL DE CAXIAS DO SUL. Faz saber que o Plenário da Câmara Municipal de Caxias do Sul aprovou e a Mesa Diretora, na forma da Lei"
"regra_v3_corroboracao_mandato","30_alta","FALSE","22","M2020_70718_13_40660_250000929669","2024-06-24","alta","licenca","licenca","nome_completo_no_trecho",NA,"BENEDITO FURTADO DE ANDRADE",1,"NA","(Requerimento C.E.V. nº 04/2024 – Processo nº 4.397/2024). JEAN RODRIGUES TEIXEIRA SECRETÁRIO LEGISLATIVO A Mesa Diretora, na 23ª Sessão Ordinária, reali- zada em 25 de abril de 2024, promulga o seguinte: RESOLUÇÃO Nº 11 21 DE JUNHO DE 2024 <<LICENÇA DO VEREADOR>> BENEDITO FURTADO DE ANDRADE, E DÁ OUTRAS PROVIDÊNCIAS Art. 1º Fica concedida a licença para tratar de assuntos de interesse particular, no período de 25/04/2024 a 26/04/2024 ao Vereador Benedito Furtado de Andrade, na forma do inciso III"
"regra_v3_corroboracao_mandato","30_alta","FALSE","23","M2020_72435_13_45120_250000670827","2024-05-17","alta","renuncia","renuncia","nome_completo_no_trecho",NA,"THIAGO DA SILVA SCHIMING",1,"NA","consequentemente o Sr. Alfredo Pissinato Junior foi empossado como Vereador Suplente, no dia 9 de maio de 2024; Considerando que o renunciante é o Presidente (Titular) eleito da Câmara Municipal de Votorantim para o biênio 2023/2024; Considerando que a <<renúncia>> do Vereador Thiago da Silva Schiming tornou vago seu cargo eletivo, bem como o cargo de Presidente da Mesa Diretora; Considerando que o Regimento Interno em seu art. 4º, § 1º, determina que para substituir ou suceder o Presidente haverá um"
"regra_v3_corroboracao_mandato","30_alta","FALSE","24","M2012_72257_13_43007_250000038738","2016-09-23","alta","cassacao","cassacao","nome_completo_no_trecho",NA,"CÉSAR ROCHA ANDRADE DA SILVA",1,"NA","na presente data através do Ofício TRE/SP nº 2782/2016 para as devidas providências. RESOLVE: Art. 1º. É revogado o Ato nº 05, de 16 de agosto de 2016, e revigorado, a partir desta data, o Ato nº 04, de 04 de agosto de 2016, que declarou a <<perda do mandato>> eletivo do vereador César Rocha Andrade da Silva, decretada pela Justiça Eleitoral em decisão confirmada no julgamento dos embargos de declaração na Petição nº 7- 04.2016.6.26.0000. Parágrafo único. São ratificados os atos praticados na vigência"
"regra_v3_corroboracao_mandato","30_alta","FALSE","25","M2020_75817_13_12789_160001056408","2022-04-01","alta","licenca","licenca","nome_completo_no_trecho",NA,"LEANDRO RIGO",1,"NA","Expediente; colocou a Ata da 08ª Sessão Ordinária realizada no dia 14 de março de 2022 em discussão e votação sendo aprovada por todos os Vereadores presentes. Na sequência solicitou a leitura do Ofício nº 024/2022/ADM e informou que devido a <<Licença do Vereador>> Leandro Rigo por ter sido nomeado Secretário Municipal de Administração e Planejamento, de imediato foi convocado o suplente para tomar posse nesta Casa de Leis e na sequência convidou o Sr. Ricardo Pinaffi Cassimiro, 1º suplente do partido"
"regra_v3_corroboracao_mandato","30_alta","FALSE","26","M2016_03018_13_40000_230000002062","2020-09-24","alta","renuncia","renuncia","nome_completo_no_trecho",NA,"RENATO ANDRADE QUEIROZ",1,"NA","GABINETE DA PRESIDÊNCIA ATO DA PRESIDÊNCIA N.º 003/2020 CONSIDERANDO a necessidade de suprir a vaga remanescente na Comissão Permanente deste Poder Legis- lativo Municipal, com o fi to de aprimorar os trabalhos Legis- lativos, em decorrência da <<renúncia>> do Cargo de Vereador do Município de Boa Vista pelo Vereador Renato Andrade Queiroz, através de termo próprio, consequentemente a Vice-Presidência da Comissão de Legislação, Justiça e Re- dação Final; CONSIDERANDO observância à proporcionalidade"
"regra_v3_corroboracao_mandato","30_alta","FALSE","27","M2024_58530_13_13133_190002066784","2025-02-19","alta","licenca","licenca","nome_completo_no_trecho",NA,"HELTER VIANA FERREIRA DE ALMEIDA",1,"NA","de Vereador, a Senhora AN- DRÉA CUNHA DA SILVA MONKEN – PT – eleito em 06 de outubro de 2024 e diplomado pelo Tribunal Eleitoral do Estado do Rio de Janeiro, no Gabinete da Presidência, a fim de tomar posse em vaga decorrente do pedido de <<licença do Vereador>> Helter Viana Ferreira de Almeida - PT, que ocupará a Secretaria de Meio Ambiente e Sustentabilidade. A Suplente empossou-se nesta data, prestando compromisso e posse, atendendo ao que preceitua o art. 91 § 1º, da Lei Orgânica do Muni- cípio"
"regra_v3_corroboracao_mandato","30_alta","FALSE","28","M2020_75353_13_13123_160001202847","2022-06-28","alta","cassacao","cassacao","nome_completo_no_trecho",NA,"RENATO DE ALMEIDA FREITAS JUNIOR",1,"NA","CÂMARA MUNICIPAL DE CURITIBA, no uso de suas atribuições legais, RESOLVE: DECLARAR vaga uma cadeira neste Legislativo, em razão da publicação no Diário Oficial do Município nº 118, de 23 de junho de 2022, da Resolução nº 04/2022 que """"""""Decreta a <<perda do mandato>> do Vereador Renato de Almeida Freitas Junior"""""""" pelo que convocar-se-á no prazo de cinco dias úteis o Suplente do Partido dos Trabalhadores (PT) na devida ordem para tomar posse. PALÁCIO RIO BRANCO, 27 de junho de 2022. Leonidas Edson Kuzma"
"regra_v3_corroboracao_mandato","30_alta","FALSE","29","M2020_62499_13_45100_250000921568","2021-01-19","alta","licenca","licenca","nome_completo_no_trecho",NA,"ANDRE ROGERIO BARBOSA",1,"NA"," Walner Clayton Rodrigues Superintendente do BOTUPREV Fabiana Roberta de Barros Gerente de Benefício do BOTUPREV PODER LEGISLATIVO CÂMARA MUNICIPAL Tornamos público que em virtude de <<licença do vereador>> André Rogério Barbosa (PSDB), nomeado como Secretário Municipal, o senhor Luiz Aurélio Pagani (PSDB) tomou posse como Suplente de Vereador em 18/01/2021, na Câmara Municipal de Botucatu, tendo apresentado sua declaração de bens, que se encontra"
"regra_v3_corroboracao_mandato","30_alta","FALSE","30","M2020_78875_13_17777_160000775291","2023-08-07","alta","cassacao","cassacao","nome_completo_no_trecho",NA,"JECIEL FERREIRA FRANCO",1,"NA","2023 Declara a <<perda do mandato>> do Vereador Jeciel Ferreira Franco, conforme processo administrativo n° 001/2023, a partir de 07 de agosto de 2023. Considerando a reunião da mesa diretora realizada em 07 de agosto de 2023, às quatorze horas, no recinto da Câmara Municipal de São Mateus do Sul para tratar sobre o ofício n° 29/2023 da 12° Zona Eleitoral de São Mateus do Sul enviado para a Câmara Municipal de São Mateus do Sul em 26 de julho de 2023. Considerando que a <<perda do mandato>> é atribuição da"
