"idx","amostra","na_amostra_40","id_mandato_bocel","id_municipio_ibge","data_diario","confianca","evento_inferido","evento_ancorado","metodo_pareamento","motivo_rebaixamento","nome","url_diario","trecho"
31,"20_media",TRUE,"M2020_90514_11_55_120001083149","5002704","2022-04-06","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","MARCOS MARCELLO TRAD","https://data.queridodiario.ok.org.br/5002704/2022-04-06/572c0455267b1c2ea34c191bddcc1b4abd026bb3.pdf","Park, foi aberto pelo senhor presidente, vereador Carlos Augusto Borges, o Ato de Posse da senhora Adriane Barbosa Nogueira Lopes na titularidade do mandato de prefeita, com base no art. 61 da Lei Orgânica do Município, em decorrência da Carta de <<Renúncia>> do senhor Marcos Marcello Trad ao mandato de prefeito, protocolada nesta Casa no dia primeiro de abril, com efeitos a partir do dia dois de abril do ano de dois mil e vinte e dois. Foi anunciada a composição da Mesa dos trabalhos: vereador Carlos"
32,"20_media",TRUE,"M2008_54011_13_12345_55200","3170107","2011-03-23","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","LUIZ HUMBERTO DUTRA","https://data.queridodiario.ok.org.br/3170107/2011-03-23/d9f4bce33d74606d83ac1cbd5884b11f24e4df9b.pdf","impetrado por José Antônio Fernandes Cardoso, em desfavor de ato praticado pelo Excelentíssimo Senhor Presidente da Câmara Municipal, Luiz Humberto Dutra, com pedido de liminar para pronta tomada de posse no cargo de vereador deixado vago pela <<renúncia>> do ex-parlamentar Lerin, por ser o primeiro suplente do partido correlato, PSB. Decido: pela farta documentação inclusa, denota-se que o impetrante figura como primeiro suplente do partido PSB, folhas 17, diplomado pela Justiça Eleitoral, folhas"
33,"20_media",TRUE,"M2024_90670_13_10888_110002120641","5103403","2025-06-04","media","licenca",NA,"nome_de_urna_unico_no_trecho",NA,"DANIEL SOUZA SILVA MONTEIRO","https://data.queridodiario.ok.org.br/5103403/2025-06-04/aa80a1d295d18b87eb6c2161d6c97a8f7131e509.pdf","de Apoio Legislativo Termos de Posse TERMO DE POSSE No dia quatorze do mês de maio do ano de dois mil e vinte e cinco (14/05/2025) compareceu na Presidência da Câmara Municipal de Cuiabá, o Senhor CARLOS FREDERICCO REINERS GAHYVA – 1º <<suplente de Vereador>> do Partido, Republicanos, para assumir o cargo, tendo em vista a licença do Vereador Daniel Monteiro, que se licenciou para tratar de assunto de interesse particular, por trinta e um dias, no período de 14 de maio a 13 de junho de 2025,"
34,"20_media",TRUE,"M2016_70750_13_12012_250000020282","3548708","2019-02-15","media","suplente_efetivado",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","RAMON RAMOS","https://data.queridodiario.ok.org.br/3548708/2019-02-15/38950d612fac224142380b1d06b7d94f53d36122.pdf","Orgânica do Município de São Bernardo do Campo, R E S O L V E: Convocar, nos termos do parágrafo 1º, do artigo 30, da Lei Orgânica do Município de São Bernardo do Campo, combinado com o inciso XV, do artigo 30, do Regimento Interno, o 1º <<suplente de Vereador>> pelo partido SD, o Sr. ALAN GOMES FERREIRA, para exercer a vereança, em substituição, a partir de 13 de fevereiro de 2019. São Bernardo do Campo, em 12 de fevereiro de 2019. RAMON RAMOS Presidente Registrada na Secretaria Administrativa"
35,"20_media",TRUE,"M2012_46752_11_45_130000051407","3133808","2014-03-20","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","OSMANDO PEREIRA DA SILVA","https://data.queridodiario.ok.org.br/3133808/2014-03-20/9e4607a2b13d21abd2120a61648809ad249b6886.pdf","Itaúna-MG, 19 de março de 2014 Osmando Pereira da silva Prefeito Municipal Otacília de Cássia Barbosa Parreiras Procuradora-Geral do Município (Vereador: JMA) ----------------------------------- LEI Nº 4.832, DE 21 DE MARÇO DE 2014 Autoriza <<renúncia>> de direito nas condições que menciona e dá outras providências. A Câmara Municipal de Itaúna, Estado de Minas Gerais, aprovou e eu, Prefeito Municipal, sanciono a seguinte Lei: Art. 1o Fica o Executivo Municipal autorizado a renunciar o"
36,"20_media",TRUE,"M2020_70718_13_11611_250001085158","3548500","2022-06-14","media","licenca",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","ADILSON DOS SANTOS JUNIOR","https://data.queridodiario.ok.org.br/3548500/2022-06-14/2165e62df9e1c1190bba6cc73c84f9b664a4673e.pdf","FIGUEREDO EQUIPE DE APOIO WENDSON SANTANA SANTOS EQUIPE DE APOIO A Câmara Municipal de Santos aprovou, na 35ª Sessão Ordinária realizada em 09 de junho de 2022, e a Mesa Diretora promulga a seguinte: RESOLUÇÃO Nº 09 09 DE JUNHO DE 2022 <<LICENÇA DO VEREADOR>> ADILSON DOS SANTOS JUNIOR, E DÁ OUTRAS PROVIDÊNCIAS Art. 1º Fica concedida licença ao Vereador Adilson dos Santos Junior para desempenhar missão tem- porária de interesse do Município, no período de 10/06/2022 a 18/06/2022, nos termos do inciso"
37,"20_media",TRUE,"M2016_90670_13_11456_110000001648","5103403","2018-10-05","media","licenca",NA,"nome_de_urna_unico_no_trecho",NA,"PAULO ROBERTO ARAUJO","https://data.queridodiario.ok.org.br/5103403/2018-10-05/193d6306b025638995e9bbb8796ce78b60e26968.pdf","licença do titular, senhor Paulo Araújo conforme dispõe o Art. 21, II da Lei Orgânica do Município de Cuiabá c/c Art. 96., III do Regimento Interno desta Casa de Leis e, em razão do 1º suplente estar investido em cargo de Vereador devido a <<licença do Vereador>> titular Vinicyus Hugueney e da desistência do 2º suplente Vereador Demilson Nogueira. O Presidente no uso da palavra saudou os presentes e convidou o empossado a se aproximar e fazer a entrega do seu Diploma e sua Declaração de Bens ao Primeiro"
38,"20_media",TRUE,"M2016_90670_13_11456_110000001648","5103403","2018-04-05","media","licenca",NA,"nome_de_urna_unico_no_trecho",NA,"PAULO ROBERTO ARAUJO","https://data.queridodiario.ok.org.br/5103403/2018-04-05/c68815e567d843ed81cabc5f20d21519b2f5f359.pdf","licença do titular, senhor Paulo Araújo conforme dispõe o Art. 21, II da Lei Orgânica do Município de Cuiabá c/c Art. 96., III do Regimento Interno desta Casa de Leis e, em razão do 1º suplente estar investido em cargo de Vereador devido a <<licença do Vereador>> titular Vinicyus Hugueney que está em cargo de Secretário Municipal e da desistência do 2º suplente Vereador Demilson Nogueira. O 1º Vice-Presidente no uso da palavra saudou os presentes e convidou o empossado a se aproximar"
39,"20_media",TRUE,"M2016_27855_13_45000_20000001477","2704302","2018-09-19","media","suplente_efetivado",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","KELMANN VIEIRA DE OLIVEIRA","https://data.queridodiario.ok.org.br/2704302/2018-09-19/656109f32424d254d9efe6086db78e651275973b.pdf","GABINETE DE VEREADOR. DÊ-SE CIÊNCIA, PUBLIQUE-SE E CUMPRA-SE. KELMANN VIEIRA DE OLIVEIRA Presidente Publicado por: Evandro José Cordeiro Código Identificador:BCB4533F CÂMARA MUNICIPAL DE MACEIÓ - CMM EDITAL DE CONVOCAÇÃO DE <<SUPLENTE DE VEREADOR>> N°. 003/2018. Em conformidade com o Regimento Interno, fica devidamente CONVOCADA, a senhora ANA MARIA PEREIRA HORA (PSD), 1a. suplente da ColigaçãoPRA MACEIÓ VOLTA A CRESCER I. (PMDB / PSC / PC do B / PRB / PSD) para a partir de 19"
40,"20_media",TRUE,"M2020_65579_13_23611_250001070077","3522802","2024-08-06","media","cassacao",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","CARLOS DA SILVA","https://data.queridodiario.ok.org.br/3522802/2024-08-06/8155d2fd3ed4650c6a3d7bb15c86904e150d575c.pdf","ATOS DA MESA ATO DA PRESIDÊNCIA 003/2024 Ato da Presidência 003/2024 Dispõe sobre a convocação de suplente. Carlos da Silva, Presidente da Câmara Municipal de Itaporanga, Estado de São Paulo, no uso de suas atribuições legais, e: Considerando a <<cassação>> do mandato do Prefeito Municipal, decidida pela maioria qualificada dos membros desta Edilidade, ocorrida em 26 de abril, durante a 2ª Sessão Extraordinária de 2024; Considerando que, devido à dupla vacância no comando do Poder Executivo, o Presidente"
41,"20_media",TRUE,"M2020_75353_13_55538_160001175305","4106902","2022-05-30","media","cassacao",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","EDER FABIANO BORGES ADÃO","https://data.queridodiario.ok.org.br/4106902/2022-05-30/836f397851c98f135e1ee2b826730bbfa6fd2ead.pdf","SEGUNDA-FEIRA, 30 DE MAIO DE 2022 Página 68 ATO DA MESA Nº 3 A MESA DA CÂMARA MUNICIPAL DE CURITIBA, no uso de suas atribuições regimentais e nos termos do art. 22, IV e § 3º, da Lei Orgânica do Município de Curitiba, resolve: DECLARAR A <<PERDA DO MANDATO>> de Vereador do Senhor EDER FABIANO BORGES ADÃO, nome parlamentar EDER BORGES (PP), tendo em vista a suspensão de seus direitos políticos em virtude de condenação criminal transitada em julgado proferida pela 4ª Turma Recursal do Tribunal de Justiça"
42,"20_media",TRUE,"M2016_90670_12_15_110000007471","5103403","2017-08-21","media","licenca",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","NIUAN RIBEIRO ROBERTO","https://data.queridodiario.ok.org.br/5103403/2017-08-21/afddd5bf9fbcee6e3a6e4fc83e4a1cddbe92ddd9.pdf"," sessão solene no Plenário das Deliberações da Câmara Municipal de Cuiabá, compareceu o Senhor Niuan Ribeiro Roberto, Vice-Prefeito do município de Cuiabá, para assumir o cargo de Prefeito Municipal de Cuiabá, tendo em vista a <<licença do Prefeito>> Municipal Excelentíssimo Senhor Emanuel Pinheiro nos termos do Art. 39 da Lei Orgânica do Município. O Presidente da Câmara Municipal de Cuiabá no uso da palavra saudou os presentes e convidou o empossado a se aproximar, fazer a entrega"
43,"20_media",TRUE,"M2016_03018_13_65192_230000002588","1400100","2020-02-21","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","WESLEY CARLOS THOMÉ","https://data.queridodiario.ok.org.br/1400100/2020-02-21/b01a188571af0e8505062f295d1a3994d330372a.pdf","CONSIDERANDO a necessidade de suprir a vaga re- manescente na Comissão Permanente deste Poder Legislati- vo Municipal, com o fi to de aprimorar os trabalhos Legislati- vos, em decorrência da <<renúncia>> do Cargo de Presidente da Comissão de Finanças e Orçamento solicitada pelo Vereador José Francisco Lopes Albuquerque e <<renúncia>> da participa- ção na Comissão do Vereador Wesley Carlos Thomé, através de memorando próprio. CONSIDERANDO observância à proporcionalidade de representação de cada partido na Câmara"
44,"20_media",TRUE,"M2012_90670_13_15222_110000002367","5103403","2016-07-05","media","renuncia",NA,"tokens_primeiro_e_ultimo_nome_unico",NA,"HAROLDO YUKIO ALVES KUZAI","https://data.queridodiario.ok.org.br/5103403/2016-07-05/c841912b078d4ee2a2fa0158d436d067088ff2d1.pdf","MUNICIPAL DE CUIABÁ. A Câmara Municipal de Cuiabá no uso de suas atribuições exclusivas aprovou e o Presidente, com base no artigo 16, inciso IV da Lei Orgânica do Município, promulga o seguinte Decreto Legislativo: Art. 1º Tendo em vista a <<renúncia do Vereador>> Haroldo Kuzai ao cargo de 1º Vice-Presidente, em razão de ter sido eleito Presidente da Câmara Municipal de Cuiabá no dia 30 de junho de 2016, a Mesa Diretora DECLARA VAGO O CARGO DE 1º VICE-PRESIDENTE. Art. 2º Este Decreto entra em"
45,"20_media",TRUE,"M2020_71358_13_43000_250001156129","3551702","2023-04-12","media","suplente_efetivado",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","RENATO APARECIDO SCHIAVINATO","https://data.queridodiario.ok.org.br/3551702/2023-04-12/a71f77379f25bc9dac88f55f8a7a97a11db1dd1c.pdf","Secretário: Renato Aparecido Schiavinato .....................................O Senhor Presidente solicita aos Senhores Vereadores Cássia Guarneire Soares Daneze e William da Silva Domingos que acompanhem o Senhor Inácio de Almeida Luz, <<suplente de Vereador>> pelo PSDB, à dirigir-se à Mesa Diretora e após a leitura do Termo de Posse e de feito seu juramento, declara-o empossado para ocupar a cadeira do Senhor Duílio Soares Machado, licenciado por 60 (sessenta) dias"
46,"20_media",TRUE,"M2016_58530_13_77456_190000008773","3302700","2018-10-17","media","cassacao",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","FRANK FRANCISCO FONSECA DA COSTA","https://data.queridodiario.ok.org.br/3302700/2018-10-17/88e2bd2960c57e4aab64544377f1f2b3ad3f2ee0.pdf","Suplente de Vereador pelo SD, com a fim de tomar posse em virtude da recepção do Ofício nº 198/ COSES/2018, de 28 de setembro de 2018, do Tribunal Regional Elei- toral do Rio de Janeiro (Ref. Procedimento nº 488-88.2016.6.19.0055), do qual comunica a <<cassação>> do diploma e declaração de inelegibili- dade do Vereador FRANK FRANCISCO FONSECA DA COSTA, do Partido Solidariedade – SD. O Suplente empossou-se nesta data, prestando Compromisso e Pos- se, atendendo ao que preceitua o Art. 1§ 1º, da Lei orgânica"
47,"20_media",TRUE,"M2020_64777_13_23023_250000752366","3518800","2023-06-02","media","suplente_efetivado",NA,"nome_de_urna_unico_no_trecho","nome_a_mais_de_120_caracteres_do_termo","TICIANO NEVES TAVARES","https://data.queridodiario.ok.org.br/3518800/2023-06-02/b34c390015415a3ee7db4c6b5d7c9249654fc31a.pdf","Presidente da Câmara Municipal de Guarulhos, Senhor TICIANO AMERICANO, no uso de suas atribuições legais, tendo em vista o comunicado, através do Processo Administrativo 1627/2023, expede a presente Portaria registrando concessão de licença ao <<Suplente de Vereador>>, ACÁCIO BOAVENTURA PORTELLA FILHO, a partir da data de hoje, conforme § 4º do artigo 30 e possibilidade instituída pelo art. 20 do Regimento Interno, por encontrar-se investido na função de Secretário Adjunto do Trabalho. C U M P R A - S E"
48,"20_media",TRUE,"M2016_71714_13_15111_250000023814","3553500","2019-09-05","media","licenca",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","JULIO COLOMBO","https://data.queridodiario.ok.org.br/3553500/2019-09-05/1f81910827da3f986720767b8c8bf994c324cddc.pdf","DELGADO NETO, Presidente da Câmara Municipal de Tapiraí, Estado de São Paulo, no uso de suas atribuições legais: FAZ SABER que a Câmara Municipal de Tapiraí aprovou e ele sanciona e promulga a seguinte resolução: ARTIGO 1º - Fica concedida a <<licença do Vereador>> Julio Colombo do exercício do mandato de Vereador nos ter- mos do inciso III do Artigo 87 do Regimento Interno com- binando com inciso II e §4º do Artigo 39 da Lei Orgânica Municipal de Tapiraí. ARTIGO 2º - A Licença concedida será partir"
49,"20_media",TRUE,"M2020_58122_13_55333_190000861211","3304144","2024-05-10","media","cassacao",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","ELERSON LEANDRO ALVES","https://data.queridodiario.ok.org.br/3304144/2024-05-10/f2823681c7b9bdd776f3a12d885c65e960b0272d.pdf","Queimados, 10 de maio de 2024 ANTÔNIO CHRISPE DE OLIVEIRA Presidente da Câmara Municipal de Queimados ATO nº 062/2024. O Presidente da Câmara Municipal de Queimados, no uso das suas atribuições legais e regimentais; Considerando a <<Cassação>> do Vereador Elerson Leandro Alves, através do Decreto Legislativo n. 568, de 02 de maio de 2024; RESOLVE: Art. 1º - Determinar ao Senhor Elerson Leandro Alves que proceda a devolução do carro oficial de propriedade da Câmara Municipal"
50,"20_media",TRUE,"M2016_17612_11_12_200000011007","2408102","2018-04-07","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","CARLOS EDUARDO NUNES ALVES","https://data.queridodiario.ok.org.br/2408102/2018-04-07/7ac7bcd5e5f21caac46d9b1cdff016d1004eee78.pdf","MUNICIPAL PODER LEGISLATIVO MESA DIRETORA ATO N.º 04/2018-GP O PRESIDENTE DA MESA DIRETORA DA CÂMARA MUNICIPAL DE NATAL, no uso de suas atribuições legais; RESOLVE: I - Tornar público que recebeu nesta data, através do Ofício nº 118/2018-GP, a <<renúncia>> de Sua Excelência CARLOS EDUARDO NUNES ALVES, Prefeito da Capital do Estado do Rio Grande do Norte, nos termos do Artigo 22, Inciso VII da Lei Orgânica do Município, acatando o ato unilateral, irretratável e irrevogável, dando por afastado do"
