legislatura,nome,forma_saida,data_fim_exercicio,causa_original,url
12,Max Lemos,fim_regular,2023-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 12a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=19&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/12aLegislatura.pdf
12,MÁRCIO PACHECO,outro,,"Exerceram o mandato (ALERJ, Deputados/QuemSao, 12a Legislatura, situacaoDeputado=2) | vaga deixada pelo ex-deputado Márcio Pacheco, que foi eleito conselheiro do Tribunal de Contas do Estado (TCE-RJ) . A Comissão de Constituição e Justiça é a primeira a dar parecer sobre as pro",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=19&situacaoDeputado=2 ; https://www.alerj.rj.gov.br/Visualizar/Noticia/53845
12,Márcio Canella,fim_regular,2023-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 12a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=19&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/12aLegislatura.pdf
12,Márcio Gualberto,fim_regular,2023-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 12a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=19&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/12aLegislatura.pdf
12,Mônica Francisco,fim_regular,2023-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 12a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=19&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/12aLegislatura.pdf
12,RENAN FERREIRINHA,licenca,,"deputado licenciado Renan Ferreirinha, que cria o “Selo Escola Amiga da Saúde Mental”, dado às instituições que contribuam com a inclusão social de pessoas com transtornos mentais e com Transtorno do",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=19&situacaoDeputado=2 ; https://www.alerj.rj.gov.br/Visualizar/Noticia/50280
12,RENATO COZZOLINO,outro,,"Exerceram o mandato (ALERJ, Deputados/QuemSao, 12a Legislatura, situacaoDeputado=2) | a a população de todo o estado”, comentou o deputado. Com a eleição de Renato Cozzolino à prefeitura de Magé, a deputada Célia Jordão (Patriota) assumiu o mandato efetivo na Casa. Célia já esta",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=19&situacaoDeputado=2 ; https://www.alerj.rj.gov.br/Visualizar/Noticia/50007
12,RODRIGO BACELLAR,licenca,,"deputado licenciado Rodrigo Bacellar, que cria a Política Estadual de Atenção, Acompanhamento e Tratamento para Pessoas com Traqueostomia e de seus representantes legais, com o Ministério da Saúde e",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=19&situacaoDeputado=2 ; https://www.alerj.rj.gov.br/Visualizar/Noticia/52880
12,Renata Souza,fim_regular,2023-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 12a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=19&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/12aLegislatura.pdf
12,Renato Zaca,fim_regular,2023-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 12a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=19&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/12aLegislatura.pdf
12,Rodrigo Amorim,fim_regular,2023-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 12a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=19&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/12aLegislatura.pdf
12,Rosane Felix,fim_regular,2023-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 12a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=19&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/12aLegislatura.pdf
12,Rosenverg Reis,fim_regular,2023-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 12a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=19&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/12aLegislatura.pdf
12,Samuel Malafaia,fim_regular,2023-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 12a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=19&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/12aLegislatura.pdf
12,Subtenente Bernardo,fim_regular,2023-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 12a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=19&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/12aLegislatura.pdf
12,THIAGO PAMPOLHA,outro,,"Exerceram o mandato (ALERJ, Deputados/QuemSao, 12a Legislatura, situacaoDeputado=2)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=19&situacaoDeputado=2
12,Tia Ju,fim_regular,2023-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 12a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=19&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/12aLegislatura.pdf
12,Val Ceasa,fim_regular,2023-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 12a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=19&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/12aLegislatura.pdf
12,Valdecy da Saúde,fim_regular,2023-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 12a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=19&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/12aLegislatura.pdf
12,WELBERTH REZENDE,outro,,"Exerceram o mandato (ALERJ, Deputados/QuemSao, 12a Legislatura, situacaoDeputado=2) | no lugar de Welberth Rezende, eleito prefeito de Macaé. “Eu não sei que tipo de problemas enfrentaremos daqui pra frente, mas já me coloquei à disposição da presidência da Casa. Acredito que",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=19&situacaoDeputado=2 ; https://www.alerj.rj.gov.br/Visualizar/Noticia/50007
12,Waldeck Carneiro,fim_regular,2023-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 12a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=19&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/12aLegislatura.pdf
12,Zeidan,fim_regular,2023-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 12a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=19&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/12aLegislatura.pdf
13,ANDREZINHO CECILIANO,outro,,"Exerceram o mandato (ALERJ, Deputados/QuemSao, 13a Legislatura, situacaoDeputado=2) | deixa a Alerj é o petista Andrezinho Ceciliano, empossado prefeito da cidade de Paracambi, e quem assume em seu lugar é Lilian Behring (PCdoB), que está na sua primeira legislatura. A também es",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=20&situacaoDeputado=2 ; https://www.alerj.rj.gov.br/Visualizar/Noticia/55208 ; https://www.alerj.rj.gov.br/Visualizar/Noticia/72650
13,DR. SERGINHO,outro,,"Exerceram o mandato (ALERJ, Deputados/QuemSao, 13a Legislatura, situacaoDeputado=2) | no lugar de Dr. Serginho (PL), agora prefeito do município de Cabo Frio. O deputado Marcelo Dino (União) também passa a ter o mandato de maneira definitiva, pois herda a vaga de Márcio Canell",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=20&situacaoDeputado=2 ; https://www.alerj.rj.gov.br/Visualizar/Noticia/55208 ; https://www.alerj.rj.gov.br/Visualizar/Noticia/72650
13,EDUARDO CAVALIERE,outro,,"Exerceram o mandato (ALERJ, Deputados/QuemSao, 13a Legislatura, situacaoDeputado=2) | em substituição a Eduardo Cavaliere (PSD), agora vice-prefeito do Rio de Janeiro. Estreantes no Parlamento Outro deputado que deixa a Alerj é o petista Andrezinho Ceciliano, empossado prefeito da c",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=20&situacaoDeputado=2 ; https://www.alerj.rj.gov.br/Visualizar/Noticia/55208 ; https://www.alerj.rj.gov.br/Visualizar/Noticia/72650
13,JULIO ROCHA,licenca,,"uplente do partido, ela foi convocada para assumir a vaga do parlamentar Júlio Rocha, que se licenciou por motivos de saúde, e o Termo de Posse foi publicado no Diário Oficial do Poder Legisla",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=20&situacaoDeputado=2 ; https://www.alerj.rj.gov.br/Visualizar/Noticia/55208 ; https://www.alerj.rj.gov.br/Visualizar/Noticia/86151
13,LEO VIEIRA,outro,,"Exerceram o mandato (ALERJ, Deputados/QuemSao, 13a Legislatura, situacaoDeputado=2) | no lugar de Léo Vieira (PSC), novo prefeito de São João de Meriti. Knoploch retorna para o seu segundo mandato na Alerj, assim como o delegado Carlos Augusto (PL),que entra no lugar de Dr. Se",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=20&situacaoDeputado=2 ; https://www.alerj.rj.gov.br/Visualizar/Noticia/55208 ; https://www.alerj.rj.gov.br/Visualizar/Noticia/72650
13,MÁRCIO CANELLA,outro,,"Exerceram o mandato (ALERJ, Deputados/QuemSao, 13a Legislatura, situacaoDeputado=2) | a ter o mandato de maneira definitiva, pois herda a vaga de Márcio Canella (União), recém-empossado prefeito de Belford Roxo. Por sua vez, o parlamentar Sérgio Fernandes (PSD) consolida sua presença",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=20&situacaoDeputado=2 ; https://www.alerj.rj.gov.br/Visualizar/Noticia/55208 ; https://www.alerj.rj.gov.br/Visualizar/Noticia/72650
13,OTONI DE PAULA PAI,falecimento,2024-05-27,ALERJ LAMENTA MORTE DO DEPUTADO OTONI DE PAULA PAI E DECRETA LUTO OFICIAL DE TRÊS DIAS,https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=20&situacaoDeputado=2 ; https://www.alerj.rj.gov.br/Visualizar/Noticia/55208 ; https://www.alerj.rj.gov.br/Visualizar/Noticia/66410
13,TANDE VIEIRA,outro,,"Exerceram o mandato (ALERJ, Deputados/QuemSao, 13a Legislatura, situacaoDeputado=2) | na vaga de Tande Vieira (Pros) , que tomou posse como prefeito do município de Resende. Suplentes Quem também retorna à Casa para mais um mandato é o deputado Átila Nunes (PSD). Ele entra co",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=20&situacaoDeputado=2 ; https://www.alerj.rj.gov.br/Visualizar/Noticia/55208 ; https://www.alerj.rj.gov.br/Visualizar/Noticia/72650
13,THIAGO RANGEL,renuncia,2026-08-12,ALERJ RECEBE PEDIDO DE RENÚNCIA DO DEPUTADO THIAGO RANGEL,https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=20&situacaoDeputado=2 ; https://www.alerj.rj.gov.br/Visualizar/Noticia/55208 ; https://www.alerj.rj.gov.br/Visualizar/Noticia/87312
8,Albano Reis,falecimento,2004-12-19,NOTA DA PRESIDÊNCIA SOBRE A MORTE DO DEPUTADO ALBANO REIS,https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/8aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/9621
8,Altineu Côrtes,licenca,,"deputado licenciado Altineu Cortes (PMDB), que outorga à Polícia Militar o título de Defensora da Cidadania e da Paz. """"Policiar o Estado do Rio de Janeiro é um desafio complexo, mas ao mesmo tempo,",https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/8aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/8152
8,Comte Bittencourt,outro,,"u possível ingresso na Casa, que depende da renúncia do deputado Comte Bittencourt (PPS), eleito vice-prefeito de Niterói. """"Pode ser que o Comte se licencie para ficar com alguma secretaria e eu entr",https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/8aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/12775
8,Eider Dantas,licenca,,"deputados licenciados Eider Dantas (PFL), atual secretário municipal de Obras do Rio de Janeiro, e Délio Leal (PMDB), secretário estadual de Desenvolvimento da Baixada e Região Metropolitana.",https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/8aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/12912
8,Marco Figueiredo,licenca,,"deputado licenciado Marco Figueiredo (PSC), que comanda a Secretaria estadual de Desenvolvimento da Baixada Fluminense e da Região Metropolitana. Mais recursos para Nova Iguaçu Depois de dez anos, o",https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/8aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/9743
8,Márcio Corrêa,falecimento,2005-04-06,NOTA DA ALERJ SOBRE A MORTE DO DEPUTADO MÁRCIO CORRÊA,https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/8aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/10294
8,Nelson do Posto,outro,,"vaga do deputado Nelson do Posto, que tomou posse como prefeito de Guapimirim. """"Não vou dizer que não estou feliz, isto seria uma hipocrisia. Essa nova condição me dá mais segurança, obviamente.",https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/8aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/9752
8,Núbia Cozzolino,outro,,"rto"""", o deputado também é o autor de 81 leis estaduais. Núbia Cozzolino (PMDB) assumiu a Prefeitura de Magé e abriu espaço para o deputado Iranildo Campos (PP). Em 2002, ambos foram eleitos pe",https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/8aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/9735
8,Otávio Leite,outro,,"plente da coligação Todos pelo Rio Reduto: Belford Roxo 34.213 votos *Otávio Leite (PSDB) Eleito vice-prefeito do município do Rio de Janeiro, na chapa de César Maia (PFL). *Walney Rocha (PMDB) Suplen",https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/8aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/12775
8,Pedro Fernandes,falecimento,2005-12-27,PRESIDENTE DECRETA LUTO OFICIAL PELA MORTE DE PEDRO FERNANDES,https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/8aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/12882
8,Rogério do Salão,outro,,"cadeira deixada pelo deputado Rogério do Salão (PL), que se elegeu prefeito de Queimados. Respeito pela polícia José Guilherme Godinho, o Sivuca (PSC), vai para seu quarto mandato prometendo luta",https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/8aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/9743
8,Uzias Mocotó,outro,,"feito eleito de Queimados, Rogério do Salão (PL). A eleição de Uzias Mocotó (PMDB) para a Prefeitura de São João de Meriti faz com que o deputado suplente Doutor Ogando (PSC) seja efetivado na",https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/8aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/9735
8,Valdeci Paiva de Jesus,nao_tomou_posse,,"ábado (01/02), na Assembléia Legislativa do Estado do Rio de Janeiro, teve início com um minuto de silêncio em memória a Valdeci Paiva de Jesus - deputado eleito para este mandato, na Alerj, assassinado no dia 24 de janeiro. O primeiro-suplente da coligação, Marco",https://www.alerj.rj.gov.br/Visualizar/Noticia/4591
8,Washington Reis,outro,,"m a colocação geral na chapa, e não por partido. Com a posse de Washington Reis (PMDB) na Prefeitura de Duque de Caxias, a Alerj efetiva o mandato do deputado Renato de Jesus (PMDB), cujo redut",https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/8aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/9735
9,Carlos Minc,licenca,,"deputado licenciado Carlos Minc classificou a emenda como irresponsável. “Se tiver um acidente aqui, o impacto ambiental não será no Mato Grosso”, salientou ele. “Será desastroso para o nosso meio am",https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/9aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/26261
9,Chiquinho da Mangueira,licenca,,"deputado licenciado Chiquinho da Mangueira (PMDB), o projeto de lei 959/07, que obriga a concessionária a disponibilizar pelo menos dois acessos em cada estação e a instalar escadas rolantes e elevad",https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/9aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/22707
9,Marcelino D´Almeida,licenca,,"deputado licenciado Marcelino D’Almeida (DEM), atual secretário de Governo da Prefeitura do Rio, acusou o ex-funcionário da Casa Renato Sivuca Ferreira, o Sivuquinha, de ser o responsável pela nomeaç",https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/9aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/20131
9,Pedro Fernandes,licenca,,"deputado licenciado Pedro Fernandes (DEM), convidado a ser secretário municipal de Meio Ambiente do Rio. “Chego a esta Casa com o principal dever de somar e, principalmente, com a vontade de aprender",https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/9aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/20143
9,Rodrigo Dantas,licenca,,"deputado licenciado Rodrigo Dantas (DEM), que deixou a Alerj para ser secretário Municipal de Obras do Rio. “Pretendo dar continuidade aos trabalhos que sempre realizei na Assembléia, priorizando os",https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/9aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/20159
9,Sheila Gama,outro,,"assumiu a vaga da também pedetista Sheila Gama, eleita vice-prefeita de Nova Iguaçu, outra cidade da Baixada Fluminense. Tamborindeguy, representante do município de São Gonçalo, na região Metro",https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/9aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/22164
9,Walney Rocha,licenca,,"deputado licenciado Walney Rocha (PTB), que vai assumir o cargo de titular da Secretaria Municipal de Saúde de Nova Iguaçu. O parlamentar recém-empossado garantiu que seu mandato será voltado para pr",https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/9aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/20133
9,Álvaro Lins,cassacao,2008-08-05,CONSELHO DE ÉTICA DECIDE PELA PERDA DE MANDATO DO DEPUTADO ÁLVARO LINS,https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/9aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/21062
