legislatura,nome,condicao,ev_chave,ev_forte,ev_data,ev_origem,ultima_exerc,ult_licenciado,chegou_ao_fim_exerc,ev_contradito,forma_saida,aplicado,motivo
16,NELSON PEREIRA DE CARVALHO,suplente,licenca,FALSE,2009-02-20,do,2011-01-05,FALSE,TRUE,TRUE,suplente_efetivado,FALSE,serie mostra exercicio depois da data do ato
16,AMAURY PINTO,suplente,licenca,FALSE,2009-05-06,do,2010-03-30,FALSE,FALSE,TRUE,suplente_efetivado,FALSE,serie mostra exercicio depois da data do ato
16,SEBASTIÃO OLIVEIRA JÚNIOR,titular,afastamento,FALSE,2007-02-06,do,2011-01-05,FALSE,TRUE,TRUE,fim_regular,FALSE,serie mostra exercicio depois da data do ato
17,ALBERTO FEITOSA,titular,afastamento,FALSE,2015-02-11,noticia,2014-12-22,FALSE,TRUE,FALSE,fim_regular,FALSE,voltou ao exercicio ate a reta final da legislatura
17,ALUÍSIO LESSA,titular,licenca,FALSE,2014-10-15,do,2014-12-22,FALSE,TRUE,TRUE,fim_regular,FALSE,serie mostra exercicio depois da data do ato
17,ANDRÉ CAMPOS,titular,afastamento,FALSE,2011-02-23,noticia,2014-12-17,FALSE,TRUE,TRUE,fim_regular,FALSE,serie mostra exercicio depois da data do ato
17,ÂNGELO FERREIRA,titular,licenca,FALSE,2011-04-19,do,2014-12-22,FALSE,TRUE,TRUE,fim_regular,FALSE,serie mostra exercicio depois da data do ato
17,ANTÔNIO MORAES,titular,licenca,FALSE,2012-10-03,do,2014-12-22,FALSE,TRUE,TRUE,fim_regular,FALSE,serie mostra exercicio depois da data do ato
17,BETINHO GOMES,titular,licenca,FALSE,2014-11-27,do,2014-12-22,FALSE,TRUE,FALSE,fim_regular,FALSE,voltou ao exercicio ate a reta final da legislatura
17,CARLOS SANTANA,titular,licenca,FALSE,2012-12-05,do,2014-03-17,FALSE,FALSE,TRUE,outro,FALSE,serie mostra exercicio depois da data do ato
17,CLODOALDO MAGALHÃES,titular,licenca,FALSE,2012-05-24,do,2014-12-18,FALSE,TRUE,TRUE,fim_regular,FALSE,serie mostra exercicio depois da data do ato
