legislatura,nome,condicao,ev_chave,ev_forte,ev_data,ev_origem,ultima_exerc,ult_licenciado,chegou_ao_fim_exerc,ev_contradito,forma_saida,aplicado,motivo
17,DANIEL COELHO,titular,licenca,FALSE,2014-11-20,do,2014-12-22,FALSE,TRUE,TRUE,fim_regular,FALSE,serie mostra exercicio depois da data do ato
17,DIOGO MORAES,titular,licenca,FALSE,2014-02-28,do,2014-12-22,FALSE,TRUE,TRUE,fim_regular,FALSE,serie mostra exercicio depois da data do ato
17,ERIBERTO MEDEIROS,titular,licenca,FALSE,2014-03-11,do,2014-12-18,FALSE,TRUE,TRUE,fim_regular,FALSE,serie mostra exercicio depois da data do ato
17,EVERALDO CABRAL,titular,licenca,FALSE,2011-09-01,do,2014-12-22,FALSE,TRUE,TRUE,fim_regular,FALSE,serie mostra exercicio depois da data do ato
17,GUILHERME UCHÔA,titular,licenca,FALSE,2014-11-05,do,2014-12-22,FALSE,TRUE,TRUE,fim_regular,FALSE,serie mostra exercicio depois da data do ato
17,GUSTAVO NEGROMONTE,titular,licenca,FALSE,2013-04-02,do,2014-12-22,FALSE,TRUE,TRUE,fim_regular,FALSE,serie mostra exercicio depois da data do ato
17,ISALTINO NASCIMENTO,titular,afastamento,FALSE,2011-10-26,do,2014-12-18,FALSE,TRUE,TRUE,fim_regular,FALSE,serie mostra exercicio depois da data do ato
17,IZAÍAS RÉGIS,titular,licenca,FALSE,2013-07-04,do,2012-12-19,FALSE,FALSE,FALSE,licenca,TRUE,aplicado
17,JOÃO FERNANDO COUTINHO,titular,licenca,FALSE,2014-11-04,do,2014-12-17,FALSE,TRUE,TRUE,fim_regular,FALSE,serie mostra exercicio depois da data do ato
17,JULIO CAVALCANTI,titular,licenca,FALSE,2014-01-17,do,2014-12-18,FALSE,TRUE,TRUE,fim_regular,FALSE,serie mostra exercicio depois da data do ato
17,LAURA GOMES,titular,licenca,FALSE,2014-10-15,do,2014-12-22,FALSE,TRUE,TRUE,fim_regular,FALSE,serie mostra exercicio depois da data do ato
17,LEONARDO DIAS,titular,licenca,FALSE,2013-08-08,do,2014-12-18,FALSE,TRUE,TRUE,fim_regular,FALSE,serie mostra exercicio depois da data do ato
17,MANOEL SANTOS,titular,licenca,FALSE,2014-10-30,do,2014-12-18,FALSE,TRUE,TRUE,fim_regular,FALSE,serie mostra exercicio depois da data do ato
17,MARY GOUVEIA,titular,licenca,FALSE,2014-12-16,do,2014-12-22,FALSE,TRUE,FALSE,fim_regular,FALSE,voltou ao exercicio ate a reta final da legislatura
17,MAVIAEL CAVALCANTI,titular,licenca,FALSE,2011-10-06,do,2014-12-18,FALSE,TRUE,TRUE,fim_regular,FALSE,serie mostra exercicio depois da data do ato
17,PEDRO SERAFIM NETO,titular,licenca,FALSE,2013-04-02,do,2014-12-22,FALSE,TRUE,TRUE,fim_regular,FALSE,serie mostra exercicio depois da data do ato
17,RAQUEL LYRA,titular,licenca,FALSE,2013-06-07,do,2014-12-18,FALSE,TRUE,TRUE,fim_regular,FALSE,serie mostra exercicio depois da data do ato
17,RILDO BRAZ,titular,licenca,FALSE,2013-09-25,do,2014-12-18,FALSE,TRUE,TRUE,fim_regular,FALSE,serie mostra exercicio depois da data do ato
