"tabela","id_mandato","sg_uf","ano_eleicao","cargo","nome","forma","url_1","tipo_1","url_2","tipo_2","tipo_declarado","tem_oficial","tem_noticia_oficial","so_imprensa_ou_referencia","melhor_tipo"
"eventos_governos_fonte_oficial.csv","M2018_CE_3_13_60000610979","CE","2018","GOVERNADOR","CAMILO SOBREIRA DE SANTANA","renuncia","https://www.fortaleza.ce.gov.br/noticias/primeira-mulher-governadora-efetiva-do-ceara-izolda-cela-toma-posse-neste-sabado-02-04","noticia_oficial","https://g1.globo.com/ce/ceara/eleicoes/2022/noticia/2022/04/02/posse-de-izolda-cela-no-ceara.ghtml","imprensa",NA,FALSE,TRUE,FALSE,"noticia_oficial"
"eventos_governos_fonte_oficial.csv","M1998_CE_4_451_600000604004511","CE","1998","VICE-GOVERNADOR","BENEDITO CLAYTON VERAS ALCÂNTARA","assumiu_titular","https://diariodonordeste.verdesmares.com.br/opiniao/colunistas/inacio-aguiar/apos-20-anos-ceara-volta-a-ter-renuncia-de-um-governador-veja-como-e-a-transmissao-do-cargo-1.3212079","imprensa","https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/veras-beni","referencia_academica",NA,FALSE,FALSE,TRUE,"referencia_academica"
"eventos_governos_fonte_oficial.csv","M2018_CE_4_13_60000610980","CE","2018","VICE-GOVERNADOR","MARIA IZOLDA CELA DE ARRUDA COELHO","assumiu_titular","https://www.fortaleza.ce.gov.br/noticias/primeira-mulher-governadora-efetiva-do-ceara-izolda-cela-toma-posse-neste-sabado-02-04","noticia_oficial","https://g1.globo.com/ce/ceara/eleicoes/2022/noticia/2022/04/02/posse-de-izolda-cela-no-ceara.ghtml","imprensa",NA,FALSE,TRUE,FALSE,"noticia_oficial"
"eventos_governos_fonte_oficial.csv","M2002_DF_4_15_1594","DF","2002","VICE-GOVERNADOR","MARIA DE LOURDES ABADIA","assumiu_titular","https://www.psdb.org.br/acompanhe/noticias/abadia-assume-o-governo-do-distrito-federal/","imprensa","https://bernadetealves.com/2023/10/23/abadia-primeira-mulher-a-governar-brasilia-toma-posse-como-academica-no-ihg-df/","imprensa",NA,FALSE,FALSE,TRUE,"imprensa"
"eventos_governos_fonte_oficial.csv","M2022_ES_3_40_80001649123","ES","2022","GOVERNADOR","JOSÉ RENATO CASAGRANDE","renuncia","https://www.agazeta.com.br/es/politica/ricardo-ferraco-toma-posse-como-governador-do-espirito-santo-0426","imprensa","https://www.montanhascapixabas.com.br/assembleia-legislativa-admite-renuncia-do-governador-renato-casagrande/","imprensa",NA,FALSE,FALSE,TRUE,"imprensa"
"eventos_governos_fonte_oficial.csv","M2002_ES_4_40_148","ES","2002","VICE-GOVERNADOR","WELINGTON COIMBRA","fim_regular","https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/coimbra-lelo","referencia_academica","https://eshoje.com.br/politica/2026/02/mdb-consolida-comando-e-blinda-caminho-de-ricardo-para-2026/","imprensa",NA,FALSE,FALSE,TRUE,"referencia_academica"
"eventos_governos_fonte_oficial.csv","M2014_ES_4_15_80000000428","ES","2014","VICE-GOVERNADOR","CÉSAR ROBERTO COLNAGHI","fim_regular","https://emdiaes.com.br/politica/cesar-colnago-retorna-ao-palacio-anchieta-para-integrar-equipe-de-ricardo-ferraco/","imprensa","https://eshoje.com.br/politica/2026/02/mdb-consolida-comando-e-blinda-caminho-de-ricardo-para-2026/","imprensa",NA,FALSE,FALSE,TRUE,"imprensa"
"eventos_governos_fonte_oficial.csv","M2022_ES_4_40_80001649124","ES","2022","VICE-GOVERNADOR","RICARDO DE REZENDE FERRAÇO","assumiu_titular","https://www.agazeta.com.br/es/politica/ricardo-ferraco-toma-posse-como-governador-do-espirito-santo-0426","imprensa","https://emdiaes.com.br/politica/ricardo-ferraco-toma-posse-como-governador-do-espirito-santo-apos-renuncia-de-casagrande/","imprensa",NA,FALSE,FALSE,TRUE,"imprensa"
"eventos_governos_fonte_oficial.csv","M2014_GO_3_45_90000000637","GO","2014","GOVERNADOR","MARCONI FERREIRA PERILLO JUNIOR","renuncia","https://portal.al.go.leg.br/noticias/92968/renuncia-de-marconi-perillo","noticia_oficial","https://www.jornalopcao.com.br/ultimas-noticias/governador-com-mais-tempo-no-cargo-marconi-renuncia-neste-sabado-7-121727/","imprensa",NA,FALSE,TRUE,FALSE,"noticia_oficial"
"eventos_governos_fonte_oficial.csv","M2022_GO_3_44_90001646326","GO","2022","GOVERNADOR","RONALDO RAMOS CAIADO","renuncia","https://portal.al.go.leg.br/noticias/163542","noticia_oficial","https://g1.globo.com/go/goias/eleicoes/2026/noticia/2026/03/31/ronaldo-caiado-deixa-governo-e-transfere-cargo-a-daniel-vilela.ghtml","imprensa",NA,FALSE,TRUE,FALSE,"noticia_oficial"
"eventos_governos_fonte_oficial.csv","M2002_GO_4_45_336","GO","2002","VICE-GOVERNADOR","ALCIDES RODRIGUES FILHO","assumiu_titular","https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/rodrigues-alcides","referencia_academica","https://jotacidade.com/noticias/alcides-rodrigues-eu-fiz-um-grande-esforco-para-solucionar-anseios-e-aspiracoes-do-povo-goiano/","imprensa",NA,FALSE,FALSE,TRUE,"referencia_academica"
"eventos_governos_fonte_oficial.csv","M2014_GO_4_45_90000000638","GO","2014","VICE-GOVERNADOR","JOSÉ ELITON DE FIGUEREDO JUNIOR","assumiu_titular","https://portal.al.go.leg.br/noticias/92976","noticia_oficial","https://www.jornalopcao.com.br/ultimas-noticias/governador-com-mais-tempo-no-cargo-marconi-renuncia-neste-sabado-7-121727/","imprensa",NA,FALSE,TRUE,FALSE,"noticia_oficial"
"eventos_governos_fonte_oficial.csv","M2022_GO_4_44_90001646327","GO","2022","VICE-GOVERNADOR","DANIEL ELIAS CARVALHO VILELA","assumiu_titular","https://portal.al.go.leg.br/noticias/163529","noticia_oficial","https://g1.globo.com/go/goias/eleicoes/2026/noticia/2026/03/31/ronaldo-caiado-deixa-governo-e-transfere-cargo-a-daniel-vilela.ghtml","imprensa",NA,FALSE,TRUE,FALSE,"noticia_oficial"
"eventos_governos_fonte_oficial.csv","M1998_MA_3_25_100001003000251","MA","1998","GOVERNADOR","ROSEANA SARNEY MURAD","renuncia","https://www1.folha.uol.com.br/folha/brasil/ult96u31013.shtml","imprensa","https://web.archive.org/web/20020409091955id_/http://jbonline.terra.com.br:80/jb/papel/brasil/2002/04/06/jorbra20020406001.html","imprensa",NA,FALSE,FALSE,TRUE,"imprensa"
"eventos_governos_fonte_oficial.csv","M2006_MA_3_12_10095","MA","2006","GOVERNADOR","JACKSON KEPLER LAGO","cassacao","https://web.archive.org/web/2009id_/http://g1.globo.com/Noticias/Politica/0,,MUL1088314-5601,00-TSE+NEGA+RECURSOS+E+CONFIRMA+CASSACAO+DO+GOVERNADOR+DO+MARANHAO.html","imprensa","https://politica.estadao.com.br/noticias/geral,tse-sela-cassacao-de-lago-e-manda-empossar-roseana-ja,356256","imprensa",NA,FALSE,FALSE,TRUE,"imprensa"
"eventos_governos_fonte_oficial.csv","M2018_MA_3_65_100000603926","MA","2018","GOVERNADOR","FLÁVIO DINO DE CASTRO E COSTA","renuncia","https://www.al.ma.leg.br/noticias2/43213","noticia_oficial","https://jornalpequeno.com.br/2022/04/02/brandao-assume-neste-sabado-o-cargo-de-governador-do-maranhao/","imprensa",NA,FALSE,TRUE,FALSE,"noticia_oficial"
"eventos_governos_fonte_oficial.csv","M1998_MA_4_251_100001004002511","MA","1998","VICE-GOVERNADOR","JOSÉ REINALDO CARNEIRO TAVARES","assumiu_titular","https://www1.folha.uol.com.br/folha/brasil/ult96u31039.shtml","imprensa","https://www1.folha.uol.com.br/folha/brasil/ult96u31013.shtml","imprensa",NA,FALSE,FALSE,TRUE,"imprensa"
"eventos_governos_fonte_oficial.csv","M2006_MA_4_12_10112","MA","2006","VICE-GOVERNADOR","LUIS CARLOS PORTO","cassacao","https://web.archive.org/web/2009id_/http://g1.globo.com/Noticias/Politica/0,,MUL1088314-5601,00-TSE+NEGA+RECURSOS+E+CONFIRMA+CASSACAO+DO+GOVERNADOR+DO+MARANHAO.html","imprensa","https://politica.estadao.com.br/noticias/geral,tse-sela-cassacao-de-lago-e-manda-empossar-roseana-ja,356256","imprensa",NA,FALSE,FALSE,TRUE,"imprensa"
"eventos_governos_fonte_oficial.csv","M2010_MA_4_15_100000000205","MA","2010","VICE-GOVERNADOR","JOAQUIM WASHINGTON LUIZ DE OLIVEIRA","renuncia","https://web.archive.org/web/20190725102601id_/http://site.tcema.tc.br/index.php/noticias-internet/268-washington-oliveira-e-empossado-como-conselheiro-do-tce","noticia_oficial","http://www1.folha.uol.com.br/poder/2014/12/1560261-roseana-sarney-renuncia-ao-governo-do-maranhao.shtml","imprensa",NA,FALSE,TRUE,FALSE,"noticia_oficial"
"eventos_governos_fonte_oficial.csv","M2018_MA_4_65_100000603919","MA","2018","VICE-GOVERNADOR","CARLOS ORLEANS BRANDÃO JÚNIOR","assumiu_titular","https://www.al.ma.leg.br/noticias2/43213","noticia_oficial","https://jornalpequeno.com.br/2022/04/02/brandao-assume-neste-sabado-o-cargo-de-governador-do-maranhao/","imprensa",NA,FALSE,TRUE,FALSE,"noticia_oficial"
"eventos_governos_fonte_oficial.csv","M2006_MG_3_45_10104","MG","2006","GOVERNADOR","AÉCIO NEVES DA CUNHA","renuncia","https://www.almg.gov.br/acompanhe/noticias/arquivos/2010/03/Not_787003.html","noticia_oficial","http://www1.folha.uol.com.br/folha/brasil/ult96u715137.shtml","imprensa",NA,FALSE,TRUE,FALSE,"noticia_oficial"
"eventos_governos_fonte_oficial.csv","M2010_MG_3_45_130000000950","MG","2010","GOVERNADOR","ANTONIO AUGUSTO JUNHO ANASTASIA","renuncia","https://www.almg.gov.br/acompanhe/noticias/arquivos/2014/04/2_plenario_renuncia_anastasia.html","noticia_oficial","http://www1.folha.uol.com.br/poder/2014/04/1435792-novo-governador-de-mg-toma-posse-e-buscara-apoio-do-pp-a-aecio.shtml","imprensa",NA,FALSE,TRUE,FALSE,"noticia_oficial"
"eventos_governos_fonte_oficial.csv","M2022_MG_3_30_130001701690","MG","2022","GOVERNADOR","ROMEU ZEMA NETO","renuncia","https://www.almg.gov.br/comunicacao/noticias/arquivos/Assembleia-da-posse-a-novo-governador-de-Minas/","noticia_oficial","https://www1.folha.uol.com.br/poder/2026/03/zema-renuncia-em-mg-com-ataques-ao-governo-lula.shtml","imprensa",NA,FALSE,TRUE,FALSE,"noticia_oficial"
"eventos_governos_fonte_oficial.csv","M2006_MG_4_45_10105","MG","2006","VICE-GOVERNADOR","ANTONIO AUGUSTO JUNHO ANASTASIA","assumiu_titular","https://www.almg.gov.br/acompanhe/noticias/arquivos/2010/03/Not_787166.html","noticia_oficial","http://www1.folha.uol.com.br/folha/brasil/ult96u715137.shtml","imprensa",NA,FALSE,TRUE,FALSE,"noticia_oficial"
"eventos_governos_fonte_oficial.csv","M2010_MG_4_45_130000000951","MG","2010","VICE-GOVERNADOR","ALBERTO PINTO COELHO JUNIOR","assumiu_titular","https://www.almg.gov.br/acompanhe/noticias/arquivos/2014/04/04_plenario_posse_alberto_pinto_coelho.html","noticia_oficial","http://www1.folha.uol.com.br/poder/2014/04/1435792-novo-governador-de-mg-toma-posse-e-buscara-apoio-do-pp-a-aecio.shtml","imprensa",NA,FALSE,TRUE,FALSE,"noticia_oficial"
"eventos_governos_fonte_oficial.csv","M2022_MG_4_30_130001701691","MG","2022","VICE-GOVERNADOR","MATEUS SIMÕES DE ALMEIDA","assumiu_titular","https://www.almg.gov.br/comunicacao/noticias/arquivos/Assembleia-da-posse-a-novo-governador-de-Minas/","noticia_oficial","https://www1.folha.uol.com.br/poder/2026/03/zema-renuncia-em-mg-com-ataques-ao-governo-lula.shtml","imprensa",NA,FALSE,TRUE,FALSE,"noticia_oficial"
"eventos_governos_fonte_oficial.csv","M2002_MS_4_13_730","MS","2002","VICE-GOVERNADOR","EGON KRAKHECKE","fim_regular","http://www.correiodoestado.com.br/noticias/os-vice-governadores-de-mato-grosso-do-sul/2719","imprensa","",NA,NA,FALSE,FALSE,TRUE,"imprensa"
"eventos_governos_fonte_oficial.csv","M2014_MT_4_12_110000000002","MT","2014","VICE-GOVERNADOR","CARLOS HENRIQUE BAQUETA FÁVARO","renuncia","https://g1.globo.com/mt/mato-grosso/noticia/vice-governador-de-mato-grosso-anuncia-renuncia-do-cargo.ghtml","imprensa","",NA,NA,FALSE,FALSE,TRUE,"imprensa"
"eventos_governos_fonte_oficial.csv","M2022_PA_3_15_140001651993","PA","2022","GOVERNADOR","HELDER ZAHLUTH BARBALHO","renuncia","https://www.alepa.pa.gov.br/Comunicacao/Noticia/11627/mensagem-de-renuncia-de-helder-e-entregue-ao-legislativo-e-marca-transicao-no-governo-do-para","noticia_oficial","https://correiodecarajas.com.br/hana-ghassan-toma-posse-como-nova-governadora-do-estado-do-para/","imprensa",NA,FALSE,TRUE,FALSE,"noticia_oficial"
"eventos_governos_fonte_oficial.csv","M2018_PA_4_15_140000621336","PA","2018","VICE-GOVERNADOR","LUCIO DUTRA VALE","renuncia","https://www.alepa.pa.gov.br/Comunicacao/Noticia/6594/deputados-aprovam-projetos-de-lei-e-fazem-arguicao-de-lucio-vale","noticia_oficial","https://www.oliberal.com/politica/vice-governador-lucio-vale-e-aprovado-por-deputados-para-assumir-cargo-no-tcm-1.377385","imprensa",NA,FALSE,TRUE,FALSE,"noticia_oficial"
"eventos_governos_fonte_oficial.csv","M2022_PA_4_15_140001651992","PA","2022","VICE-GOVERNADOR","HANA GHASSAN TUMA","assumiu_titular","https://www.alepa.pa.gov.br/Comunicacao/Noticia/11627/mensagem-de-renuncia-de-helder-e-entregue-ao-legislativo-e-marca-transicao-no-governo-do-para","noticia_oficial","https://correiodecarajas.com.br/hana-ghassan-toma-posse-como-nova-governadora-do-estado-do-para/","imprensa",NA,FALSE,TRUE,FALSE,"noticia_oficial"
"eventos_governos_fonte_oficial.csv","M1998_PB_3_15_150001503000151","PB","1998","GOVERNADOR","JOSÉ TARGINO MARANHÃO","renuncia","https://jornaldaparaiba.com.br/politica/governadores-paraiba-segundo-mandato-ze-maranhao","imprensa","https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/jose-targino-maranhao","referencia_academica",NA,FALSE,FALSE,TRUE,"referencia_academica"
"eventos_governos_fonte_oficial.csv","M2006_PB_3_45_10055","PB","2006","GOVERNADOR","CASSIO RODRIGUES DA CUNHA LIMA","cassacao","https://www.conjur.com.br/2009-fev-17/tse-confirma-cassacao-cunha-lima-governardor-paraiba/","imprensa","https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/cassio-rodrigues-da-cunha-lima","referencia_academica",NA,FALSE,FALSE,TRUE,"referencia_academica"
"eventos_governos_fonte_oficial.csv","M2022_PB_3_40_150001613757","PB","2022","GOVERNADOR","JOÃO AZEVEDO LINS FILHO","renuncia","https://web.archive.org/web/20260519012625/https://ouvidoria.pb.gov.br/noticias/lucas-ribeiro-assume-governo-da-pb","noticia_oficial","https://jornaldaparaiba.com.br/politica/joao-azevedo-renuncia-para-disputar-eleicoes-2026-e-lucas-ribeiro-assume-o-governo-da-pb","imprensa",NA,FALSE,TRUE,FALSE,"noticia_oficial"
"eventos_governos_fonte_oficial.csv","M1998_PB_4_151_150001504001511","PB","1998","VICE-GOVERNADOR","ANTONIO ROBERTO DE SOUSA PAULINO","assumiu_titular","https://jornaldaparaiba.com.br/politica/governadores-paraiba-segundo-mandato-ze-maranhao","imprensa","https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/jose-targino-maranhao","referencia_academica",NA,FALSE,FALSE,TRUE,"referencia_academica"
"eventos_governos_fonte_oficial.csv","M2006_PB_4_45_10056","PB","2006","VICE-GOVERNADOR","JOSÉ LACERDA NETO","cassacao","https://noticias.stf.jus.br/postsnoticias/arquivada-acao-do-psdb-em-favor-de-cassio-cunha-lima/","noticia_oficial","https://www.conjur.com.br/2009-fev-17/tse-confirma-cassacao-cunha-lima-governardor-paraiba/","imprensa",NA,FALSE,TRUE,FALSE,"noticia_oficial"
"eventos_governos_fonte_oficial.csv","M1998_PI_3_15_180001803000151","PI","1998","GOVERNADOR","FRANCISCO DE ASSIS DE MORAES SOUZA","cassacao","https://www18.fgv.br/cpdoc/acervo/dicionarios/verbete-biografico/hugo-napoleao-do-rego-neto","referencia_academica","https://pt.wikipedia.org/wiki/M%C3%A3o_Santa","wikipedia",NA,FALSE,FALSE,TRUE,"referencia_academica"
"eventos_governos_fonte_oficial.csv","M2006_PI_3_13_10075","PI","2006","GOVERNADOR","JOSE WELLINGTON BARROSO DE ARAUJO DIAS","renuncia","https://web.archive.org/web/2010id_/http://www.cidadeverde.com:80/veja-com-exclusividade-carta-de-renuncia-do-governador-wellington-dias-55799","imprensa","https://web.archive.org/web/2010id_/http://www.tvcanal13.com.br:80/noticias/emocionados-wdias-renuncia-e-wilson-martins-assume-governo-do-piaui-97865.asp","imprensa",NA,FALSE,FALSE,TRUE,"imprensa"
"eventos_governos_fonte_oficial.csv","M2010_PI_3_40_180000000334","PI","2010","GOVERNADOR","WILSON NUNES MARTINS","renuncia","http://g1.globo.com/pi/piaui/noticia/2014/04/jose-filho-pmdb-e-empossado-como-novo-governador-do-piaui.html","imprensa","https://web.archive.org/web/2014id_/http://www.meionorte.com:80/efremribeiro/jose-filho-assume-governo-e-reune-secretariado-na-2-feira-para-tracar-metas-291693.html","imprensa",NA,FALSE,FALSE,TRUE,"imprensa"
"eventos_governos_fonte_oficial.csv","M2018_PI_3_13_180000614002","PI","2018","GOVERNADOR","JOSE WELLINGTON BARROSO DE ARAUJO DIAS","renuncia","https://www.al.pi.leg.br/comunicacao/noticias/wellington-dias-entrega-renuncia-do-cargo-de-governador-a-assembleia","noticia_oficial","https://g1.globo.com/pi/piaui/noticia/2022/03/31/quem-e-regina-sousa-pt-a-primeira-mulher-governadora-efetiva-do-piaui-que-assume-nesta-quinta-31.ghtml","imprensa",NA,FALSE,TRUE,FALSE,"noticia_oficial"
"eventos_governos_fonte_oficial.csv","M2006_PI_4_13_10090","PI","2006","VICE-GOVERNADOR","WILSON NUNES MARTINS","assumiu_titular","https://web.archive.org/web/2010id_/http://www.meionorte.com:80/efremribeiro,wilson-martins-toma-posse-e-convida-emilio-junior-para-secretaria-de-fazenda,120672.html","imprensa","https://web.archive.org/web/2010id_/http://www.tvcanal13.com.br:80/noticias/emocionados-wdias-renuncia-e-wilson-martins-assume-governo-do-piaui-97865.asp","imprensa",NA,FALSE,FALSE,TRUE,"imprensa"
"eventos_governos_fonte_oficial.csv","M2010_PI_4_40_180000000335","PI","2010","VICE-GOVERNADOR","ANTONIO JOSE DE MORAES SOUZA FILHO","assumiu_titular","http://g1.globo.com/pi/piaui/noticia/2014/04/jose-filho-pmdb-e-empossado-como-novo-governador-do-piaui.html","imprensa","https://web.archive.org/web/2014id_/http://www.meionorte.com:80/efremribeiro/jose-filho-assume-governo-e-reune-secretariado-na-2-feira-para-tracar-metas-291693.html","imprensa",NA,FALSE,FALSE,TRUE,"imprensa"
